,User,Question,Value,Accuracy,Expected Accuracy,User Accuracy,RMSE,Expected RMSE,User RMSE,Timestamp
0,5,36,0.5203774285682243,0.6769655172413793,0.6820891348539871,0.7866666666666666,0.4501113940155386,0.4123748758976203,0.40519152814473447,2024-02-07 15:31:53.037901
1,9,36,0.5203774285682243,0.6772351662006835,0.6825625268070888,0.42666666666666664,0.4498652709929874,0.41184970521170616,0.574580325341693,2024-02-07 15:31:53.150380
2,12,36,0.5203774285682243,0.6771618515066791,0.6825016768648833,0.7866666666666666,0.4498193376820646,0.41187771126240835,0.3938005499733908,2024-02-07 15:31:53.166769
3,16,36,0.5203774285682243,0.6771053122087605,0.6824408269226777,0.5733333333333333,0.4498995405761767,0.4119057173131106,0.5101174702351378,2024-02-07 15:31:53.183050
4,26,36,0.5203774285682243,0.677318421870146,0.6823799769804723,0.7866666666666666,0.4496900510539286,0.4119337233638128,0.3917260745548195,2024-02-07 15:31:53.199205
5,27,36,0.5203774285682243,0.6777744641192918,0.682853368933574,0.7733333333333333,0.4492064967275508,0.4114085526778986,0.39649568307557437,2024-02-07 15:31:53.215631
6,37,36,0.5203774285682243,0.6781366884125505,0.6833267608866755,0.7866666666666666,0.44874000871355857,0.4108833819919844,0.3929571442709935,2024-02-07 15:31:53.231644
7,38,36,0.5203774285682243,0.6785927306616962,0.6838001528397775,0.4933333333333333,0.448221811602551,0.4103582113060702,0.5380946979992614,2024-02-07 15:31:53.248402
8,45,36,0.5203774285682243,0.6792680956818888,0.6837393028975718,0.8266666666666667,0.4478342357993789,0.41038621735677244,0.38847630704181907,2024-02-07 15:31:53.264515
9,52,36,0.5203774285682243,0.6790270270270271,0.6836784529553663,0.8533333333333333,0.44794250021261395,0.4104142234074747,0.3630740883688264,2024-02-07 15:31:53.280644
10,67,36,0.5203774285682243,0.6792997825411619,0.6841518449084683,0.8133333333333334,0.44754882581431454,0.40988905272156045,0.3759774852126532,2024-02-07 15:31:53.296661
11,71,36,0.5203774285682243,0.6797570674122398,0.6846252368615698,0.8,0.4470975713229087,0.4093638820356463,0.38338599361345055,2024-02-07 15:31:53.312817
12,73,36,0.5203774285682243,0.6802137309723517,0.6850986288146717,0.7733333333333333,0.4465852429278545,0.4088387113497321,0.41514689052481246,2024-02-07 15:31:53.328713
13,77,36,0.5203774285682243,0.6806691519105311,0.6855720207677735,0.8266666666666667,0.4461085079935912,0.40831354066381786,0.38489747361753546,2024-02-07 15:31:53.344847
14,78,36,0.5203774285682243,0.6805212799005903,0.6855111708255679,0.45333333333333337,0.4462677322378926,0.4083415467145201,0.5442810967087257,2024-02-07 15:31:53.360872
15,87,36,0.5203774285682243,0.6808219944082013,0.6854503208833623,0.76,0.4461060321928284,0.40836955276522235,0.4144662852472311,2024-02-07 15:31:53.376964
16,90,36,0.5203774285682243,0.681183597390494,0.6859237128364641,0.84,0.4457070393293891,0.4078443820793081,0.37488411296389734,2024-02-07 15:31:53.392725
17,91,36,0.5203774285682243,0.6814557315936627,0.6863971047895656,0.64,0.44530968115391073,0.40731921139339394,0.47379938367290114,2024-02-07 15:31:53.408539
18,93,36,0.5203774285682243,0.6818583410997204,0.6863362548473603,0.7866666666666666,0.44511429432791827,0.40734721744409624,0.4139265305994538,2024-02-07 15:31:53.424448
19,94,36,0.5203774285682243,0.6821279900590245,0.686809646800462,0.6,0.4447761947697956,0.406822046758182,0.4939056866091703,2024-02-07 15:31:53.440284
20,95,36,0.5203774285682243,0.6824355389872632,0.6867487968582565,0.7333333333333334,0.4446058410004651,0.40685005280888425,0.4117517750037814,2024-02-07 15:31:53.456035
21,97,36,0.5203774285682243,0.6825629077353216,0.686687946916051,0.7866666666666666,0.44467800139280345,0.40687805885958656,0.3829809498968951,2024-02-07 15:31:53.472007
22,98,36,0.5203774285682243,0.683112146629388,0.6871613388691529,0.7733333333333333,0.4441540285847396,0.4063528881736723,0.39630152917950323,2024-02-07 15:31:53.488021
23,103,36,0.5203774285682243,0.6832413793103448,0.6871004889269471,0.8,0.44426048949432123,0.4063808942243745,0.37726976308618926,2024-02-07 15:31:53.504032
24,107,36,0.5203774285682243,0.6836980428704567,0.687573880880049,0.7733333333333333,0.44380569269737913,0.4058557235384603,0.4049661167153297,2024-02-07 15:31:53.520013
25,116,36,0.5203774285682243,0.6836874805840323,0.6880472728331505,0.7733333333333333,0.4438370324822182,0.40533055285254616,0.39637558710112336,2024-02-07 15:31:53.536183
26,122,36,0.5203774285682243,0.6833507300403852,0.687986422890945,0.6,0.44409144567788006,0.4053585589032484,0.48509572674561197,2024-02-07 15:31:53.552027
27,126,36,0.5203774285682243,0.6838446722584653,0.6879255729487396,0.7733333333333333,0.44397012226509475,0.40538656495395053,0.3988477217280162,2024-02-07 15:31:53.568134
28,138,36,0.5203774285682243,0.6842068965517242,0.6883989649018412,0.76,0.4434842728327122,0.40486139426803636,0.3996135790182377,2024-02-07 15:31:53.584135
29,145,36,0.5203774285682243,0.6847548928238584,0.688872356854943,0.52,0.4429432138956493,0.4043362235821222,0.5236128054883199,2024-02-07 15:31:53.600081
30,156,36,0.5203774285682243,0.684452935694315,0.6893457488080448,0.8133333333333334,0.44328230621274856,0.40381105289620794,0.3832031349532436,2024-02-07 15:31:53.616311
31,158,36,0.5203774285682243,0.684910220565393,0.6898191407611466,0.6799999999999999,0.4427735459989086,0.40328588221029377,0.4471512127896234,2024-02-07 15:31:53.632315
32,163,36,0.5203774285682243,0.6848487107797453,0.689758290818941,0.7333333333333334,0.4427997308334125,0.403313888260996,0.4175056612155642,2024-02-07 15:31:53.648719
33,167,36,0.5203774285682243,0.685022677850264,0.6902316827720428,0.5066666666666666,0.44272602976002495,0.4027887175750818,0.5332908377381814,2024-02-07 15:31:53.664618
34,168,36,0.5203774285682243,0.6856986641814229,0.6901708328298372,0.7466666666666666,0.4423553428670919,0.402816723625784,0.41447831856317274,2024-02-07 15:31:53.680773
35,171,36,0.5203774285682243,0.6860596458527494,0.690644224782939,0.7866666666666666,0.4420166690387153,0.40229155293986985,0.3934163185647231,2024-02-07 15:31:53.696724
36,174,36,0.5203774285682243,0.6866088847468158,0.6911176167360407,0.7066666666666667,0.4414804624451066,0.40176638225395567,0.44548783254510255,2024-02-07 15:31:53.712797
37,177,36,0.5203774285682243,0.6865486175831004,0.6910567667938352,0.6933333333333334,0.44147268737361484,0.4017943883046579,0.4614476397131422,2024-02-07 15:31:53.728776
38,178,36,0.5203774285682243,0.686394532463498,0.6909959168516296,0.8533333333333333,0.4415452953354851,0.4018223943553601,0.3774000970405614,2024-02-07 15:31:53.744886
39,180,36,0.5203774285682243,0.6864808946877913,0.6914693088047313,0.8133333333333334,0.44121281858838646,0.4012972236694459,0.38376598830749054,2024-02-07 15:31:53.760689
40,187,36,0.5203774285682243,0.6868449829139485,0.6919427007578332,0.8133333333333334,0.4407150940540872,0.40077205298353175,0.3867250765030106,2024-02-07 15:31:53.776647
41,194,36,0.5203774285682243,0.6872090711401057,0.6924160927109348,0.7733333333333333,0.4402713819373363,0.4002468822976175,0.4085334661758547,2024-02-07 15:31:53.792372
42,198,36,0.5203774285682243,0.6872451071761417,0.6923552427687292,0.64,0.44029886175583804,0.4002748883483197,0.4701100227113223,2024-02-07 15:31:53.808137
43,206,36,0.5203774285682243,0.6877409133271203,0.6922943928265238,0.76,0.4400786722530974,0.40030289439902206,0.41493783634036574,2024-02-07 15:31:53.823865
44,216,36,0.5203774285682243,0.6873103448275861,0.6922335428843183,0.7466666666666666,0.4402551839303811,0.4003309004497242,0.4074841336009414,2024-02-07 15:31:53.839673
45,218,36,0.5203774285682243,0.6878577197887543,0.69270693483742,0.3466666666666667,0.4397538534207901,0.39980572976381,0.5947085426172515,2024-02-07 15:31:53.855423
46,220,36,0.5203774285682243,0.688712643678161,0.6926460848952144,0.6666666666666667,0.4393230759925727,0.3998337358145122,0.46178153120792503,2024-02-07 15:31:53.871533
47,224,36,0.5203774285682243,0.6887437092264679,0.6925852349530089,0.6666666666666667,0.43932365185999467,0.3998617418652145,0.4451824663042794,2024-02-07 15:31:53.887609
48,239,36,0.5203774285682243,0.6888679714196956,0.6925243850108034,0.42666666666666664,0.43932327677826216,0.39988974791591675,0.5673395339825377,2024-02-07 15:31:53.903837
49,241,36,0.5203774285682243,0.6887480584032308,0.6929977769639051,0.56,0.4396612924263554,0.39936457723000257,0.49008490262980564,2024-02-07 15:31:53.919834
50,247,36,0.5203774285682243,0.689519726623175,0.6929369270216997,0.8133333333333334,0.43938913922424055,0.39939258328070476,0.38548741355783683,2024-02-07 15:31:53.935976
51,252,36,0.5203774285682243,0.6894644299471886,0.6928760770794942,0.8266666666666667,0.43954188850529585,0.399420589331407,0.3992684918426535,2024-02-07 15:31:53.951966
52,256,36,0.5203774285682243,0.6891301646474061,0.6928152271372885,0.6933333333333334,0.4397161294478954,0.39944859538210914,0.4342090880918846,2024-02-07 15:31:53.968056
53,271,36,0.5203774285682243,0.6892556694625661,0.692754377195083,0.56,0.439754216533057,0.3994766014328114,0.49105377981850745,2024-02-07 15:31:53.984204
54,275,36,0.5203774285682243,0.6900273376825101,0.6926935272528775,0.76,0.4394228637585047,0.39950460748351374,0.4021076567353578,2024-02-07 15:31:54.000196
55,278,36,0.5203774285682243,0.6899695557626592,0.692632677310672,0.45333333333333337,0.43957281934283177,0.39953261353421593,0.5616760746235253,2024-02-07 15:31:54.016369
56,279,36,0.5203774285682243,0.6900838769804287,0.6925718273684665,0.7866666666666666,0.4393560522352605,0.3995606195849182,0.3922668464361114,2024-02-07 15:31:54.032237
57,282,36,0.5203774285682243,0.6904467225846537,0.6930452193215683,0.6266666666666667,0.43887242407767846,0.39903544889900394,0.47140023490218036,2024-02-07 15:31:54.048677
58,284,36,0.5203774285682243,0.6904759242000621,0.6929843693793627,0.84,0.43891588392604347,0.3990634549497062,0.37390977796114067,2024-02-07 15:31:54.064461
59,297,36,0.5203774285682243,0.6908412550481516,0.6934577613324644,0.6533333333333333,0.4384494484458468,0.398538284263792,0.45504435858776515,2024-02-07 15:31:54.080598
60,300,36,0.5203774285682243,0.6907785026405716,0.6933969113902589,0.8,0.4384661153839365,0.39856629031449425,0.40918041135756017,2024-02-07 15:31:54.096439
61,308,36,0.5203774285682243,0.6905361913637775,0.6933360614480535,0.8133333333333334,0.4385724039907177,0.39859429636519644,0.3827573073933905,2024-02-07 15:31:54.112648
62,319,36,0.5203774285682243,0.6909002795899347,0.6938094534011551,0.7866666666666666,0.4382905969197445,0.3980691256792822,0.38638581513394676,2024-02-07 15:31:54.128479
63,322,36,0.5203774285682243,0.6912631251941597,0.6942828453542569,0.8,0.4379029647448421,0.3975439549933681,0.3921693686999684,2024-02-07 15:31:54.144510
64,330,36,0.5203774285682243,0.6910208139173657,0.6942219954120513,0.8666666666666667,0.4381409636123222,0.3975719610440702,0.3751018183868244,2024-02-07 15:31:54.160262
65,335,36,0.5203774285682243,0.6904088226157191,0.6941611454698456,0.36,0.43848751428247956,0.3975999670947725,0.595239120117201,2024-02-07 15:31:54.176105
66,349,36,0.5203774285682243,0.6912643678160919,0.6941002955276402,0.8133333333333334,0.437986817223557,0.39762797314547477,0.3802147241365976,2024-02-07 15:31:54.191864
67,350,36,0.5203774285682243,0.6915352593973284,0.6945736874807419,0.7866666666666666,0.43756297810040307,0.3971028024595606,0.39670396639229577,2024-02-07 15:31:54.207734
68,357,36,0.5203774285682243,0.6918981050015532,0.6950470794338437,0.64,0.4370693430463865,0.3965776317736464,0.47687026583475395,2024-02-07 15:31:54.223475
69,368,36,0.5203774285682243,0.691927927927928,0.6949862294916382,0.8,0.4370396625899664,0.39660563782434866,0.40342550441508257,2024-02-07 15:31:54.239626
70,382,36,0.5203774285682243,0.6923845914880398,0.6954596214447398,0.7333333333333334,0.4365929413368779,0.3960804671384344,0.42878418896564274,2024-02-07 15:31:54.255403
71,384,36,0.5203774285682243,0.6928381484933209,0.6959330133978416,0.7733333333333333,0.43611956552006664,0.39555529645252024,0.4190399512869644,2024-02-07 15:31:54.271570
72,393,36,0.5203774285682243,0.6928741845293569,0.6958721634556361,0.76,0.43611634069327276,0.39558330250322243,0.40740558201025273,2024-02-07 15:31:54.287424
73,401,36,0.5203774285682243,0.6929095992544267,0.6958113135134307,0.64,0.4361132935987222,0.3956113085539246,0.4783005517681386,2024-02-07 15:31:54.303456
74,405,36,0.5203774285682243,0.6928928238583411,0.6962847054665323,0.76,0.4362663036885262,0.3950861378680105,0.40063992986077346,2024-02-07 15:31:54.319409
75,410,36,0.5203774285682243,0.6928350419384903,0.6962238555243269,0.6933333333333334,0.4363832091925734,0.39511414391871275,0.45627376102393724,2024-02-07 15:31:54.335606
76,412,36,0.5203774285682243,0.6931935383659522,0.6966972474774286,0.76,0.43615095080238986,0.3945889732327985,0.39840307828665045,2024-02-07 15:31:54.351647
77,414,36,0.5203774285682243,0.6937415346380864,0.6971706394305303,0.84,0.4356444605191279,0.39406380254688433,0.363152670884413,2024-02-07 15:31:54.367846
