,User,Question,Value,Accuracy,Expected Accuracy,User Accuracy,RMSE,Expected RMSE,User RMSE,Timestamp
0,5,49,0.4999177062884709,0.6523333333333334,0.6855291058677406,0.6599999999999999,0.46123262528852277,0.39807028106759135,0.4498523934637407,2024-02-07 12:03:27.588102
1,5,25,0.49992024796411577,0.6549387755102043,0.6872868239999116,0.8163265306122449,0.45909610402793694,0.3960498842828866,0.32166111782859175,2024-02-07 12:03:27.604877
2,9,49,0.4999177062884709,0.6573055555555557,0.6885076020207052,0.6599999999999999,0.45728445597112816,0.39449489687885103,0.4498523934637406,2024-02-07 12:03:27.614297
3,9,25,0.49992024796411577,0.6599109977324265,0.690265261303635,0.8163265306122449,0.4551479347105424,0.3924745028066028,0.32166111782859175,2024-02-07 12:03:27.625334
4,12,49,0.4999177062884709,0.6622777777777779,0.6914860981736698,0.7,0.4533362866537336,0.39091951269011077,0.43945794215312417,2024-02-07 12:03:27.636338
5,12,25,0.49992024796411577,0.6621757369614514,0.693243696578074,0.6938775510204082,0.45294405144056993,0.38889912142385213,0.4159238293633052,2024-02-07 12:03:27.646122
6,16,49,0.4999177062884709,0.6651944444444445,0.6944645943266342,0.6599999999999999,0.45061616336860105,0.38734412850137045,0.4405765368249971,2024-02-07 12:03:27.655470
7,16,25,0.49992024796411577,0.6671196145124718,0.6962221297164245,0.7755102040816326,0.44907989937313675,0.38532374013955717,0.3484006970971381,2024-02-07 12:03:27.665228
8,26,49,0.4999177062884709,0.6701666666666668,0.6974430904795986,0.6799999999999999,0.44661141113819236,0.38376874431263014,0.43198495819418253,2024-02-07 12:03:27.674432
9,26,25,0.49992024796411577,0.6714183673469389,0.6992005606042531,0.7551020408163265,0.4453307002857263,0.3817483589589925,0.3551423070462167,2024-02-07 12:03:27.684070
10,27,49,0.4999177062884709,0.6744583333333335,0.700421586632563,0.7,0.4427964657455559,0.3801933601238899,0.43945794215312417,2024-02-07 12:03:27.693249
11,27,25,0.49992024796411577,0.6743562925170069,0.7021789891188039,0.6938775510204082,0.44240423053239225,0.37817297788781595,0.4159238293633052,2024-02-07 12:03:27.702964
