,User,Question,Value,Accuracy,Expected Accuracy,User Accuracy,RMSE,Expected RMSE,User RMSE,Timestamp
0,5,3,5.7906938824181236,0.6523333333333334,0.6855291058677406,0.6599999999999999,0.46123262528852277,0.39807028106759135,0.4498523934637407,2024-02-07 14:30:09.305279
1,9,3,5.7906938824181236,0.6542585034013606,0.6871119098457515,0.6599999999999999,0.4596655638358572,0.39637478458727465,0.4498523934637406,2024-02-07 14:30:09.314717
2,12,3,5.7906938824181236,0.6561836734693878,0.6886947138237622,0.7,0.45809850238319155,0.3946792881069579,0.43945794215312417,2024-02-07 14:30:09.324576
3,16,3,5.7906938824181236,0.6554013605442178,0.6902775178017732,0.6599999999999999,0.4581344356912992,0.3929837916266411,0.4405765368249971,2024-02-07 14:30:09.334206
4,26,3,5.7906938824181236,0.6566462585034014,0.6918603217797837,0.6799999999999999,0.4571840052526229,0.3912882951463244,0.43198495819418253,2024-02-07 14:30:09.343436
5,27,3,5.7906938824181236,0.65721768707483,0.6934431257577949,0.7,0.4564210535905064,0.38959279866600766,0.43945794215312417,2024-02-07 14:30:09.352934
6,37,3,5.7906938824181236,0.65643537414966,0.6950259297358055,0.6799999999999999,0.45645698689861397,0.3878973021856909,0.43126371995798385,2024-02-07 14:30:09.361989
7,38,3,5.7906938824181236,0.6583673469387755,0.6966087337138163,0.64,0.45486016549776853,0.3862018057053742,0.4529987676525975,2024-02-07 14:30:09.371392
8,45,3,5.7906938824181236,0.660965986394558,0.6981915376918271,0.6599999999999999,0.4531134443533757,0.38450630922505746,0.4405765368249971,2024-02-07 14:30:09.380543
9,52,3,5.7906938824181236,0.6622108843537415,0.6997743416698379,0.6799999999999999,0.4521630139146995,0.3828108127447406,0.43126371995798385,2024-02-07 14:30:09.389772
10,67,3,5.7906938824181236,0.6641428571428573,0.7013571456478487,0.56,0.450566192513854,0.3811153162644241,0.506743797613027,2024-02-07 14:30:09.467767
11,71,3,5.7906938824181236,0.667734693877551,0.7029596305769945,0.54,0.4484626536983427,0.37925499026559506,0.5081475144518375,2024-02-07 14:30:09.477287
12,73,3,5.7906938824181236,0.6713197278911566,0.7045621155061407,0.54,0.4465950557333631,0.377394664266766,0.517847953407542,2024-02-07 14:30:09.487010
13,77,3,5.7906938824181236,0.6769455782312925,0.7061646004352866,0.54,0.443525825869618,0.37553433826793703,0.5126587841079906,2024-02-07 14:30:09.496297
14,78,3,5.7906938824181236,0.6818911564625851,0.7077670853644326,0.56,0.4408452832340456,0.37367401226910796,0.506743797613027,2024-02-07 14:30:09.505857
15,87,3,5.7906938824181236,0.6854829931972791,0.7093695702935783,0.52,0.4387417444185343,0.37181368627027894,0.5209597781147821,2024-02-07 14:30:09.515843
16,90,3,5.7906938824181236,0.6904217687074831,0.7109720552227244,0.54,0.4362288234440333,0.3699533602714499,0.5102132901965564,2024-02-07 14:30:09.525275
