,x0,y0,x3,y3,x1,y1,x2,y2
0,0.422973648235516,0.13805170852671633,0.6519144443407985,0.06432094694868828,0.49928724693727683,0.11347478800070698,0.5756008456390376,0.08889786747469763
1,0.6264881907283848,0.9940205861449836,-0.29889037726422374,-0.6579571199586518,0.318028668064182,0.44336135077710515,0.009569145399979134,-0.10729788459077333
2,-0.21665040109219436,0.5060999797313528,-0.12154213628338706,0.17676021885842963,-0.18494764615592527,0.39632005944037846,-0.15324489121965618,0.286540139149404
3,-0.7452830561566579,0.4522470218679606,-0.43983519626700107,-0.6187648791919635,-0.6434671028601057,0.09524305484798595,-0.5416511495635534,-0.26176091217198877
4,0.7258999971663891,0.1288256422411882,-0.0310021153074993,0.797647530496969,0.47359929300842635,0.3517662716597818,0.22129858885046352,0.5747069010783754
5,-0.8279751278779948,0.3923089006817855,-0.34403542047079494,-0.6491805000298378,-0.6666618920755949,0.045145767111244406,-0.5053486562731949,-0.3020173664592967
6,0.3495972999345578,-0.27435609827412777,-0.3402083350121283,0.8873555304583756,0.11966208828566244,0.11288111130337328,-0.11027312336323294,0.5001183208808744
7,-0.6014033186410277,0.024347315675470105,-0.9519735986573015,-0.6732638177260877,-0.7182600786464524,-0.2081897287917158,-0.8351168386518768,-0.4407267732589017
8,0.7668374672671239,0.5784950965053526,0.11367098010798049,-0.5550932080172795,0.5491153048807428,0.20063232833114197,0.33139314249436164,-0.17723043984306872
9,0.11549516524261283,-0.9757069477727749,0.42598726187584135,0.4335013611274563,0.21899253078702235,-0.5059708448060313,0.3224898963314318,-0.03623474183928749
10,0.2920900471327097,0.22267736855040243,-0.8525671347509249,-0.5071880618980489,-0.0894623468285018,-0.02061110826574797,-0.4710147407897133,-0.2638995850818984
11,0.14875609619586383,-0.21162646794220485,0.98404645716289,0.8474907147503625,0.4271862165182059,0.14141259295531755,0.7056163368405478,0.49445165385283996
12,-0.6959841949549259,0.17992118529906143,0.3924302122069132,-0.7269131713982278,-0.3331793925676463,-0.12235693360003494,0.029625409819633436,-0.42463505249913136
13,-0.37480870579765746,0.43183569385098863,0.8022161868456732,-0.3165146995877295,0.017532925083452694,0.18238556270474932,0.4098745559645629,-0.06706456844149009
14,-0.5221125766174388,0.6435840054604292,0.16996536045135668,-0.04682315658845915,-0.29141993092784035,0.4134482847774665,-0.060727285238241835,0.18331256409450367
15,-0.4876999571442153,-0.854683302703358,-0.9642171582060495,0.15994036112818955,-0.6465390241648268,-0.5164754147595089,-0.805378091185438,-0.1782675268156597
16,-0.6177794530798504,0.9510659568536408,-0.7850455432277055,-0.09582242334578317,-0.6735348164624688,0.6021031634538329,-0.729290179845087,0.2531403700540249
17,-0.21068040585808,-0.535377049428938,0.4975114500078701,0.2874095241606207,0.02538354609723667,-0.26111485823241853,0.2614474980525534,0.013147332964101088
18,0.45151537010373977,-0.8343828482070106,-0.2945131686071898,0.03966614866846352,0.20283919053342997,-0.5430331825818526,-0.04583698903687991,-0.25168351695669455
19,-0.14655771253951788,-0.9187648762545095,-0.6119450901984136,0.890049296609253,-0.30168683842581645,-0.31582681863325546,-0.456815964312115,0.28711123898799873
20,-0.6748605504933636,0.7041046649255505,0.6442743181288801,-0.21741248584378403,-0.2351489276192824,0.3969322813357724,0.20456269525479884,0.08975989774599419
