"","D1","D2"
"Legislator 1",0.362564574913106,0.139408681480864
"Legislator 2",-0.83306031118497,-0.694955736245861
"Legislator 3",-0.302292283430644,0.475864926679535
"Legislator 4",1.25431296386494,0.659858091762798
"Legislator 5",0.0486356694238249,-0.113465762946584
"Legislator 6",-0.320421852545837,0.203396044414017
"Legislator 7",-0.434961130423564,0.97601546054688
"Legislator 8",0.276328003822726,0.70173227071836
"Legislator 9",0.967135508604369,0.688697511438131
"Legislator 10",1.55615391698167,-0.682616969983677
"Legislator 11",0.270658001470834,-0.549578060104197
"Legislator 12",-0.492717830045387,0.0245639007094398
"Legislator 13",-0.00723309061741119,-1.8150091932995
"Legislator 14",-0.274166783280394,1.21831562767014
"Legislator 15",-0.139811017891907,-0.668208683184683
"Legislator 16",-0.276339639447276,-0.00929322326822066
"Legislator 17",0.581084571616651,-0.827257976769123
"Legislator 18",-0.322914036199588,-0.376046305977644
"Legislator 19",-0.168159244103351,-1.47275300661662
"Legislator 20",-0.971200150692554,-1.4634624926625
"Legislator 21",-0.67825782409682,-1.87363983722828
"Legislator 22",1.81930027827065,0.322320393276284
"Legislator 23",-0.200281188251363,0.859334489875937
"Legislator 24",-0.359156052257727,1.10558263883015
"Legislator 25",0.686275225383962,0.932608949730246
"Legislator 26",1.57857271203384,-0.263150530124362
"Legislator 27",0.077087575023924,0.141486854690203
"Legislator 28",-0.167638096940911,0.0348081687035596
"Legislator 29",1.28748743645976,0.414785777839474
"Legislator 30",-0.449187658918047,0.0693377132358806
"Legislator 31",1.91116238493144,-0.128460965962544
"Legislator 32",-2.0215172480738,1.02087336016053
"Legislator 33",1.59253965189287,-0.673905584198851
"Legislator 34",-1.48142375011859,0.335916594801402
"Legislator 35",-1.28909700319041,-0.440390234154721
"Legislator 36",1.69452317680627,0.39141567399478
"Legislator 37",1.7420161956715,-0.676532322211319
"Legislator 38",-0.196489609568512,-1.10177190890427
"Legislator 39",1.65292617080443,-0.224330570645047
"Legislator 40",1.51686733696525,0.0556045221440855
"Legislator 41",-0.27247467968491,1.66451504024294
"Legislator 42",0.206834230380399,-0.154266096201548
"Legislator 43",1.51815073530978,-0.0849022602207061
"Legislator 44",1.5032231806375,0.281859579406068
"Legislator 45",-0.206235908667142,-0.742282033405243
"Legislator 46",-0.281121463449157,0.406772818487162
"Legislator 47",1.37922357048656,0.0425653676235546
"Legislator 48",1.11863323087036,0.290949338823376
"Legislator 49",1.91481749897114,-0.399504699410318
"Legislator 50",1.39684188108168,0.181131938244894
"Legislator 51",-0.521691891315683,-0.119287912234973
"Legislator 52",-0.239948442701222,-0.469476390854597
"Legislator 53",-0.200171327285952,0.0203402464451383
"Legislator 54",-0.152834009480961,-0.103891497255122
"Legislator 55",-0.392368103541864,-0.468949943944906
"Legislator 56",1.50898554839267,0.167044563165964
"Legislator 57",1.60030634110883,0.101538708935301
"Legislator 58",-1.13592514522272,-1.15114905662844
"Legislator 59",-1.34277275787392,0.601211205826014
"Legislator 60",-0.842075644651019,-0.791962889134146
"Legislator 61",1.23963675335756,0.384892444578462
"Legislator 62",1.27826716246191,-0.988491057756453
"Legislator 63",0.825793927198329,-0.654096792435757
"Legislator 64",1.58527967680334,1.19071734573045
"Legislator 65",-0.449252342647766,0.134523429160316
"Legislator 66",0.169652777718134,0.759077821632116
"Legislator 67",1.01826821864727,-0.374068921584157
"Legislator 68",0.313146718549735,0.543756340104623
"Legislator 69",1.91895863301499,0.124075909435093
"Legislator 70",0.646066580274995,0.841677503948477
"Legislator 71",1.87533432820139,-0.161972004163782
"Legislator 72",-0.310479910095635,0.437642426637706
"Legislator 73",-0.160552589870463,0.211393604323938
"Legislator 74",-0.509534430339321,-0.842732051971624
"Legislator 75",0.568811730119552,0.830603934524852
"Legislator 76",0.850781465486455,-0.255003300475306
"Legislator 77",0.095588897353357,0.0307719980451262
"Legislator 78",-0.747681290835535,-1.42169469612666
"Legislator 79",-0.356121847268141,-0.389411984445914
"Legislator 80",-0.424036002884895,-0.570688671945456
"Legislator 81",-1.45596653671747,0.737177188639919
"Legislator 82",0.69027755980512,-0.28314148724909
"Legislator 83",-0.104768308739426,0.517832116182584
"Legislator 84",-0.845701353016214,0.900243759309975
"Legislator 85",-0.207249451281045,-1.18873843482018
"Legislator 86",-1.09967624015391,1.12163011792559
"Legislator 87",-0.501262610365315,-0.705365857682624
"Legislator 88",0.724485943947139,-0.526318220699905
"Legislator 89",0.812589492184433,0.878937300532216
"Legislator 90",1.42736166171342,0.331906436819892
"Legislator 91",-0.843819822144969,0.256345888084787
"Legislator 92",1.90627275459362,-0.148658943198972
"Legislator 93",1.02866555357181,0.807057530542851
"Legislator 94",-0.686317318882903,1.23054910617962
"Legislator 95",-1.39621560215967,-0.571731117286411
"Legislator 96",-0.753703989123429,-0.207188519235728
"Legislator 97",-0.1552555661898,-0.25331132841877
"Legislator 98",1.65831665504643,0.14493674948949
"Legislator 99",1.54191968681408,-0.839506927467022
"Legislator 100",-1.88162472763677,0.583144964438278
"Legislator 101",-1.09199851925474,-0.817673437462875
"Legislator 102",-0.886858942176964,0.264051171376155
"Legislator 103",-1.94386187715118,0.298801822819095
"Legislator 104",0.0290278006533485,1.36046793083868
"Legislator 105",-0.286349670735899,1.20203179468715
"Legislator 106",-0.929056625996964,-0.775484027626522
"Legislator 107",-0.0695896096772867,-1.5698412192103
"Legislator 108",-0.970325887368005,0.660634831689912
"Legislator 109",-0.569060756506567,1.9921776467497
"Legislator 110",-0.540659129125185,1.19388674796157
"Legislator 111",-0.00398787940332457,-1.06465981914981
"Legislator 112",0.12252546576905,-1.03997257194776
"Legislator 113",1.58499264763787,0.0480988707165237
"Legislator 114",0.996725914820608,0.472880631633573
"Legislator 115",-0.428346215179001,0.347698503027022
"Legislator 116",1.72265596877134,0.321066351472746
"Legislator 117",-1.36158332676327,-1.50507313631998
"Legislator 118",-0.2308279263002,-0.953376387990069
"Legislator 119",-0.995144863704043,-1.41229881197832
"Legislator 120",-0.0783240583091565,0.337460503444677
"Legislator 121",-0.318617895358968,0.0597884012962007
"Legislator 122",0.484275938868518,-2.54676771605559
"Legislator 123",1.97663266564748,-0.32027063103611
"Legislator 124",1.84691188590116,0.813736585018064
"Legislator 125",1.31692330932539,0.619942092062658
"Legislator 126",1.80561951512475,0.0106287254009884
"Legislator 127",-1.47916222982625,-0.665284935710649
"Legislator 128",0.140873890025625,0.989622941230603
"Legislator 129",0.0519229507240802,-0.71162543298625
"Legislator 130",-0.67638976775536,-1.60667940887575
"Legislator 131",1.38397823416737,-0.231492558361587
"Legislator 132",-0.439623697880843,-0.803695330165925
"Legislator 133",0.900950416254344,-0.61341568274891
"Legislator 134",0.975677879432295,0.214567961042556
"Legislator 135",1.63567280566949,-0.120118493186417
"Legislator 136",1.85757293137713,-0.330299051374735
"Legislator 137",1.08054913027526,0.599217514215165
"Legislator 138",-0.564364307163273,-0.96127180156051
"Legislator 139",-0.321781718492687,-0.341339168508744
"Legislator 140",-0.388871946837476,0.158794785458551
"Legislator 141",1.14087980452519,0.523746037794755
"Legislator 142",1.77638101902288,-0.0933691727416455
"Legislator 143",-0.403407501371017,-0.210089894684554
"Legislator 144",1.04365795640153,0.1852408059177
"Legislator 145",0.148985738509329,-0.839893707154075
"Legislator 146",1.19274566021212,-0.283788964890011
"Legislator 147",-0.808638317480488,-1.4544539391171
"Legislator 148",-0.804030298708303,0.621588668305763
"Legislator 149",-0.244446337501183,0.912036747318165
"Legislator 150",-0.215666836004054,-1.25583037506554
"Legislator 151",1.2877493725632,0.572356408812528
"Legislator 152",1.91727128605665,-0.266542602546041
"Legislator 153",-1.40297859924732,0.768016197667097
"Legislator 154",-0.489229423736379,-1.98443669282443
"Legislator 155",1.84831907574822,0.330652534957006
"Legislator 156",0.0257873997284352,0.180334550573726
"Legislator 157",-0.245014577156116,0.36470027094648
"Legislator 158",-0.188198566777748,0.276481129946802
"Legislator 159",-0.162759530351672,0.438832128107087
"Legislator 160",1.46919092476154,-0.947611181592687
"Legislator 161",1.34352184893105,-0.604398726128629
"Legislator 162",-0.267436384909726,0.72224262978084
"Legislator 163",-0.0085222357227178,0.118043737583475
"Legislator 164",-0.900205375597305,1.41201555658197
"Legislator 165",0.110332131426096,2.60701870187538
"Legislator 166",0.684923384775677,-1.67277576918605
"Legislator 167",1.78559584295446,-0.336211524318163
"Legislator 168",0.074478622986043,-1.6208411764994
"Legislator 169",1.4246742959917,-0.343161692459867
"Legislator 170",1.60322493407318,-0.735513861489851
"Legislator 171",0.0131849658890351,-1.3970685143331
"Legislator 172",-0.591422004910597,1.79906707498203
"Legislator 173",-1.24793743108622,1.58900715477075
"Legislator 174",1.38050710869377,0.541024483394989
"Legislator 175",-0.752840025411957,-0.978194215098573
"Legislator 176",-0.560512769426777,-1.08473872438369
"Legislator 177",1.32276712360187,0.501546099037861
"Legislator 178",-0.39412209780336,-0.728945281246962
"Legislator 179",-0.342306745618642,-0.325328674127589
"Legislator 180",-0.352668568229002,-0.463671188253806
