"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-0.566010043025109,0.296721230503989,-0.0657957661039937
"Vote 2",-0.835722772768973,0.973434702982629,1.05004630511477
"Vote 3",-0.417948648705063,1.20509944726748,1.49152329653468
"Vote 4",1.45499583520211,-1.00611362770867,-0.892942018666959
"Vote 5",0.581372233259561,-1.04107095998954,-0.752994750847545
"Vote 6",-1.19894078474409,3.95257216701968,4.60588596017037
"Vote 7",1.76260452730702,-0.700065228962091,-0.583874487589009
"Vote 8",-1.43622827906738,-0.320262970167758,-0.0480075741493714
"Vote 9",1.91448192480185,-1.49979671143004,-2.07843206343487
"Vote 10",1.93316947336034,-1.44697788722245,-1.12634637805444
"Vote 11",-1.31747183718145,-0.250027385869996,-0.272124024252533
"Vote 12",-1.67351918279909,1.33215783078308,1.47292477681863
"Vote 13",2.16360735666932,-0.707399410152747,-0.470800902496138
"Vote 14",-1.35069781163808,-0.195484211483467,0.473881292481213
"Vote 15",0.0712434723295575,-0.414808456998202,-0.57153489159954
"Vote 16",0.0680382562469417,-0.0205873506159661,-0.204454242358381
"Vote 17",2.01853390159487,-0.163391932345855,-0.0860839577469508
"Vote 18",-0.251832109070387,0.280839350993311,-0.301328813154898
"Vote 19",1.41751513475153,-0.63687118549218,-1.32490006174873
"Vote 20",0.275926259681617,0.023788177995713,1.51647455174209
"Vote 21",0.797390282061111,-0.713952111643689,-1.1728345372305
"Vote 22",0.670948637267528,-0.471604761157584,-0.512612717781781
"Vote 23",1.66509430232698,-1.55581535269377,-0.552733057156138
"Vote 24",-1.1460218788808,2.67927141229856,2.73265136337272
"Vote 25",1.95457742743411,-1.31689666359311,-0.482040667451024
"Vote 26",-1.58320765526533,1.89293955482636,1.73161863525345
"Vote 27",-0.981838760543199,1.6270032700138,1.8438379107258
"Vote 28",0.550076663375044,-1.10578776405258,-1.69592204216481
"Vote 29",-0.255453377510079,-0.661207242828916,-0.0316628077143324
"Vote 30",2.1776242860304,-0.715530222904915,-1.5386023601231
"Vote 31",0.18271828181691,-0.331735055528732,-0.490053260118121
"Vote 32",-1.17300893245326,0.700033897461693,0.922094012148628
"Vote 33",-0.67468398672038,0.222154449761708,0.800577240769917
"Vote 34",0.240357919991654,-0.709452028791261,-0.923814855590104
"Vote 35",1.73688376536292,-0.245895150525808,-0.079706916842964
"Vote 36",-1.19809723966191,0.0318277412732754,-0.581944162835152
"Vote 37",2.18166596151339,-0.307284219379421,0.14672563363669
"Vote 38",1.47617598185404,0.576138790483155,-0.689765039661337
"Vote 39",-1.27864583013515,-0.18570126099167,0.171567574571887
"Vote 40",1.73408167786616,0.270325117724725,-0.303586617291052
"Vote 41",1.61693118632213,0.406130801496483,-1.06269386571582
"Vote 42",-0.84586874544869,-0.382073131469881,-0.630596175863026
"Vote 43",1.34739338990465,0.217144507548787,-0.536700278550307
"Vote 44",2.2223865325548,-1.83858271185128,-2.42028371467208
"Vote 45",1.66354195121252,-1.98605999420823,-1.916249773996
"Vote 46",2.21791665656971,-1.04887713809959,-2.78668485545715
"Vote 47",-1.43241929616806,1.00344764121377,0.677266003164501
"Vote 48",0.689998816076688,-0.949174910044034,-0.184083374673833
"Vote 49",-0.59602328315394,0.957538407166192,0.92078078141976
"Vote 50",0.929923006077625,-0.00116337973668753,-1.15692750745794
"Vote 51",1.12880461187106,-1.02411154387587,-1.01388130107272
"Vote 52",1.1293136256772,-0.882096044073338,-0.798868754042459
"Vote 53",1.27972584787094,-0.923230768170346,-1.20741398824444
"Vote 54",2.4611469913863,-1.37022499159285,-1.91805671660631
"Vote 55",-0.0959268321104538,-0.351807914542725,-0.203628277695986
"Vote 56",1.12744002433125,-1.30819703999151,0.0793172185634631
"Vote 57",0.982885423905934,-1.0214730345329,-0.494683440502025
"Vote 58",1.9555548407427,-1.05317676571479,-0.758703610452057
"Vote 59",-1.68927941438618,0.764702974216496,-0.332912269538724
"Vote 60",-0.830839479690087,0.447575626403943,-0.911625022280262
"Vote 61",-2.10311442397205,-0.136062478006421,-0.27101758964331
"Vote 62",-0.828399206105299,-0.518732884379592,-0.757985631321984
"Vote 63",1.6246744835877,-1.0081097721578,-1.15874332685378
"Vote 64",0.832501649353475,-0.792736289004071,1.13748275009512
"Vote 65",-1.12799524808023,-0.277575865645458,-0.76931508356684
"Vote 66",2.65763999431428,-0.904598920644849,-1.4785129632294
"Vote 67",0.829272070583532,-1.10780205298714,-1.38219653815075
"Vote 68",1.70388002474396,-0.898261882075121,0.0876881030251328
"Vote 69",-1.25333721678183,1.21202219653241,1.57606580598371
"Vote 70",-0.346507970443417,0.744479155456825,0.573058200619483
"Vote 71",0.596273691091639,-0.594051259766133,-1.04317140279739
"Vote 72",2.040914485028,-0.371262391702568,0.47452501742967
"Vote 73",-1.12283153200785,1.03314228708806,1.49960265077597
"Vote 74",1.06760750569066,-0.367132578208571,-0.600681502179128
"Vote 75",0.146890774601167,0.696355687816818,1.089826895493
