"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-0.611822209872715,-0.110143548234326,-0.0549538141820931
"Vote 2",-1.12711495065248,-0.746946982498688,1.0620501810185
"Vote 3",-0.805591426642054,-0.913218706132244,1.43662566692251
"Vote 4",1.66824650417171,0.498053497860823,-0.885466630458022
"Vote 5",0.8791585630103,0.835478233480031,-0.730163122196506
"Vote 6",-2.00020094327672,-2.5986802419344,3.72523532697088
"Vote 7",1.87209770883409,0.0660538740565442,-0.620672733676198
"Vote 8",-1.28398267419116,0.787616155959657,-0.031926737409231
"Vote 9",2.14918117418919,0.718493282213457,-1.99643623393823
"Vote 10",2.20831539740879,0.692182355432275,-1.11090853632776
"Vote 11",-1.19036039473816,0.646214989074296,-0.284203363735065
"Vote 12",-2.00669587775361,-0.709082986543443,1.4878778901878
"Vote 13",2.25079792941406,-0.0163246733689333,-0.517585568395867
"Vote 14",-1.25854522663841,0.556840716039707,0.498724154980269
"Vote 15",0.25808417123537,0.401404103317297,-0.615428279929599
"Vote 16",0.00478352415532592,0.0238734925379172,-0.22651435137231
"Vote 17",1.92195179848363,-0.500290113305866,-0.102604172107384
"Vote 18",-0.340247043513899,-0.183710483854037,-0.317747269402088
"Vote 19",1.53271814778498,0.146465668091094,-1.33794371411398
"Vote 20",0.213667788309857,-0.0753690679136526,1.5210946906754
"Vote 21",0.909065957689674,0.354662422177173,-1.14673448154477
"Vote 22",0.793764554633034,0.237084365128385,-0.543644010722718
"Vote 23",2.01458189671254,0.964071379798233,-0.579024202427006
"Vote 24",-2.06358002675962,-2.32989357478181,2.93261484170095
"Vote 25",2.21066639574777,0.589401763880641,-0.504675765013823
"Vote 26",-2.14645736870261,-1.28185836027397,1.76148656246653
"Vote 27",-1.44784856157283,-1.20470601608918,1.79163261836017
"Vote 28",0.878433485404013,0.857111894980409,-1.65027226086867
"Vote 29",-0.0139150881937807,0.680290517447017,-0.0518449178593218
"Vote 30",2.28439069806482,0.0202599343569069,-1.58597256224244
"Vote 31",0.238895273725459,0.270544886952794,-0.487525520405043
"Vote 32",-1.37793191911987,-0.259715553637489,0.93782489561207
"Vote 33",-0.691026512069994,0.0338438274018827,0.774667700686895
"Vote 34",0.437105924412849,0.559134247995001,-0.877570737008461
"Vote 35",1.66664807086747,-0.301695314266762,-0.10463391309838
"Vote 36",-1.09920112405341,0.417447658811161,-0.590820186415204
"Vote 37",2.2643708930347,-0.41171653748316,0.106008721268487
"Vote 38",1.31057948764739,-0.986701368621652,-0.714475501160369
"Vote 39",-1.15838495075405,0.654580835810599,0.180835308399108
"Vote 40",1.59023124334463,-0.737121910137529,-0.345225466439459
"Vote 41",1.38664005931195,-0.86983659734762,-1.04478938989411
"Vote 42",-0.696277064606589,0.622348394991405,-0.615817777142708
"Vote 43",1.26030584365789,-0.645078205109077,-0.558095044643915
"Vote 44",2.60338060445576,1.1514500424721,-2.38314280631164
"Vote 45",2.13853663842574,1.42998266725839,-1.93231151067898
"Vote 46",2.36448133873351,0.279462656241685,-2.78087842369683
"Vote 47",-1.58647587199252,-0.520976121272421,0.696007651946768
"Vote 48",0.932373603452227,0.679866235150026,-0.181166190784005
"Vote 49",-0.905071301450565,-0.691113742060894,0.95731230205864
"Vote 50",0.915599446618877,-0.250320051452774,-1.14260437298058
"Vote 51",1.48347107139632,0.64975916562738,-1.05617553064039
"Vote 52",1.21724772129183,0.457936645941314,-0.770740807289223
"Vote 53",1.44848394755528,0.450382813918161,-1.18805429797344
"Vote 54",2.51509632114348,0.546327272446936,-1.79115951712838
"Vote 55",0.00523272274878204,0.413342489890251,-0.219803686060134
"Vote 56",1.41994891234933,0.872111491259619,0.0751457069602911
"Vote 57",1.2422985289124,0.61029297987187,-0.458215591203267
"Vote 58",2.19272498488039,0.353689087346121,-0.743108339943005
"Vote 59",-1.82906993819046,-0.227345526306915,-0.277722958225741
"Vote 60",-0.884381480701536,-0.203318542640317,-0.860122163036496
"Vote 61",-2.01219148859911,0.775281791351641,-0.319455989499702
"Vote 62",-0.656682332274269,0.802018210890665,-0.800299885861489
"Vote 63",1.75637081376134,0.395488934116928,-1.13035083744118
"Vote 64",1.00481524970855,0.510812908163968,1.14635518819159
"Vote 65",-0.91778076729283,0.563956789203906,-0.738770284136639
"Vote 66",2.98346548091997,0.0342498714455014,-1.59341751796295
"Vote 67",1.16105586097054,0.781208448154373,-1.37704705016023
"Vote 68",1.82108388276375,0.307663905813987,0.0581582123056342
"Vote 69",-1.55126100849983,-0.755173619065208,1.55554329119354
"Vote 70",-0.564156662459099,-0.583764344805824,0.549722978335294
"Vote 71",0.780970110049888,0.31250909973706,-1.06911079367611
"Vote 72",2.00859022127551,-0.277077563378172,0.476554281704305
"Vote 73",-1.3547151205994,-0.640381174555488,1.49079488980737
"Vote 74",1.11164238984903,-0.023985381365677,-0.618368764169346
"Vote 75",-0.0719857068388875,-0.744876680987178,1.09789659672384
