"","D1","D2"
"Legislator 1",-0.349102579362849,0.215495014530659
"Legislator 2",0.569518932423255,-0.0685462725209709
"Legislator 3",0.464113112576766,0.163028958083759
"Legislator 4",-1.78433133906789,-0.660023548449504
"Legislator 5",0.122100809831027,0.269757594795348
"Legislator 6",-0.0491863923467907,0.0977004974767051
"Legislator 7",0.56335833850457,0.441484401247422
"Legislator 8",-0.128060954270939,-0.772695057910229
"Legislator 9",-0.392657101998831,-0.297039615508506
"Legislator 10",-1.24475417881614,-0.0551216126884083
"Legislator 11",-0.212501508152669,0.204814102314484
"Legislator 12",0.733559359968664,-0.179914801003454
"Legislator 13",0.0697415369564763,1.66800692898715
"Legislator 14",0.500812444483227,-0.395697212974701
"Legislator 15",0.258203572925797,0.163821821896002
"Legislator 16",0.282038732505282,0.0173547895178418
"Legislator 17",-0.417355076712077,0.471284244051648
"Legislator 18",0.204502784917536,0.652115031873005
"Legislator 19",-0.173394638622789,1.41503833895949
"Legislator 20",1.33201987802673,1.14211784150005
"Legislator 21",0.22032702454353,1.54168897549185
"Legislator 22",-1.39287621143609,-0.219874685408639
"Legislator 23",0.252590550262526,-0.78131278158867
"Legislator 24",0.449909929923505,-0.705859088667813
"Legislator 25",-0.572624678831635,-0.519936233344581
"Legislator 26",-1.37992060696695,0.0320714950856544
"Legislator 27",0.139438149015272,-0.0524153129174983
"Legislator 28",0.12710159823719,-0.763778133594629
"Legislator 29",-0.870087044653694,-0.80418941507134
"Legislator 30",0.31180813955234,0.213064676100163
"Legislator 31",-1.72763122718132,-0.316377368877984
"Legislator 32",1.69923306112239,-1.21759768731731
"Legislator 33",-1.80865773104306,-0.462017792507793
"Legislator 34",1.2654004662728,-0.632316636347671
"Legislator 35",1.05209392962525,0.513947105338423
"Legislator 36",-1.82793794562177,-0.252887576705892
"Legislator 37",-1.56130058148344,0.920884357119307
"Legislator 38",0.610289599068938,1.49757227993031
"Legislator 39",-1.64867226094662,0.721530299394833
"Legislator 40",-1.28785836411247,0.53526344525206
"Legislator 41",0.367801404273242,-1.74718367437331
"Legislator 42",-0.132551710645084,-0.427470299874729
"Legislator 43",-1.5669939493591,0.452310051606398
"Legislator 44",-1.30732809010667,-0.544680923112291
"Legislator 45",0.120151352906096,0.879392200400599
"Legislator 46",0.162881888839594,-0.879966103121513
"Legislator 47",-1.04754696086146,0.77221494451182
"Legislator 48",-1.59036432565265,0.402707547910875
"Legislator 49",-1.39075036229495,0.038844715118989
"Legislator 50",-1.62440164588501,0.2539574226702
"Legislator 51",0.45611656515086,0.0964088447901978
"Legislator 52",0.365708075120488,0.734826777468123
"Legislator 53",0.322685540971885,-0.391094065371745
"Legislator 54",-0.124618674283167,0.964897478587003
"Legislator 55",0.429187107727249,-0.0112104279637781
"Legislator 56",-1.07431582450314,-0.271293372178871
"Legislator 57",-1.55817826529636,0.4670374155437
"Legislator 58",1.37957925272911,1.47811163179624
"Legislator 59",1.29578269863871,-0.776184473693794
"Legislator 60",0.889419447806973,1.96502119641878
"Legislator 61",-1.37294675276109,-0.136828149673031
"Legislator 62",-1.07780950576726,1.42052285059822
"Legislator 63",-1.21785364040852,-0.484530085611062
"Legislator 64",-1.42425833575755,-0.402039214664577
"Legislator 65",0.619549503579492,-0.108833944603924
"Legislator 66",-0.0889431980378325,0.15052533116286
"Legislator 67",-1.58823155105255,0.891552671698589
"Legislator 68",-0.254404755637114,0.613482246007281
"Legislator 69",-1.73860436288825,0.195868382425083
"Legislator 70",-1.30885714425216,0.14751930077553
"Legislator 71",-1.60474056518096,-0.733415303951719
"Legislator 72",-0.01856686585259,-0.356772855315229
"Legislator 73",0.0710147262099297,-0.0834038548457099
"Legislator 74",0.578210799001824,0.980346727945588
"Legislator 75",-0.732457959626779,-1.00345759302682
"Legislator 76",-0.954787141187161,-0.747584812846535
"Legislator 77",-0.131985918146246,0.0933982868734557
"Legislator 78",0.88620006777939,1.59567069370462
"Legislator 79",0.107233316438679,0.423352505057125
"Legislator 80",0.260706897549735,1.22649359725523
"Legislator 81",1.33450145988939,-0.33472849636214
"Legislator 82",-0.420711001727104,-0.818085984680205
"Legislator 83",0.0370575255958875,0.0787924617442628
"Legislator 84",0.951105868755738,-0.074083959125463
"Legislator 85",0.167279958436884,1.21340766047639
"Legislator 86",1.14559102113739,-1.07058258495197
"Legislator 87",0.411313766754614,0.773269338274666
"Legislator 88",-1.06153658078423,0.958065270094482
"Legislator 89",-0.891441111410288,-0.766768999805627
"Legislator 90",-1.59598923147682,-0.238925228911841
"Legislator 91",0.89971402772837,-0.196021856743652
"Legislator 92",-1.66304390124234,-0.333849082359295
"Legislator 93",-1.49094395093699,-0.0460204649485615
"Legislator 94",0.725055784729086,-1.39550457672778
"Legislator 95",1.29733442639429,0.532917391992525
"Legislator 96",0.620470709485065,0.0195088628298024
"Legislator 97",0.219942305959884,0.709412280561257
"Legislator 98",-1.50656064153744,0.349101338235673
"Legislator 99",-1.64824205656348,0.427929095190102
"Legislator 100",1.68351863512811,-0.416811710228663
"Legislator 101",0.801345965702364,1.0202310384284
"Legislator 102",0.666012014310362,0.0464666988491435
"Legislator 103",2.32779354955727,-0.341293237805893
"Legislator 104",0.0900357011902247,-0.45425249638241
"Legislator 105",-0.178204667076256,-1.91549688069425
"Legislator 106",1.08466157175278,0.550260605727428
"Legislator 107",0.261804959860611,0.949667221479455
"Legislator 108",0.823953661059119,-0.334024047010388
"Legislator 109",0.410112578899636,-2.04431805131967
"Legislator 110",0.280683779228887,-0.659306793743047
"Legislator 111",0.0893287580894078,0.938234267693197
"Legislator 112",0.00710094854424948,1.32864725250958
"Legislator 113",-1.40982533719602,0.127578111570438
"Legislator 114",-1.37832001141031,-0.253113310494336
"Legislator 115",0.267328859876352,-0.675297128566099
"Legislator 116",-1.66043205993908,-0.00212818693847094
"Legislator 117",1.34288671027312,1.86038533867472
"Legislator 118",0.371294630223093,1.09700392108869
"Legislator 119",1.08867859693704,1.11618573107819
"Legislator 120",-0.20287730676015,-0.057234630342178
"Legislator 121",0.260260997004422,-0.0313831461628699
"Legislator 122",-0.268829748503673,1.55202841826943
"Legislator 123",-1.71258106679137,0.727533827578682
"Legislator 124",-1.15638665025929,-0.387209717948606
"Legislator 125",-1.42428278255459,-0.665820102590647
"Legislator 126",-1.99924755787667,-0.120142023830416
"Legislator 127",1.60404734901034,0.234498341414352
"Legislator 128",0.122466293591223,-0.371011484284286
"Legislator 129",-0.161178063057324,-0.0268339283114999
"Legislator 130",0.643217455771489,0.98104431755436
"Legislator 131",-1.94423351725403,-0.053491014379227
"Legislator 132",0.428629550739912,1.05226062041049
"Legislator 133",-0.364149565804268,0.389465706251924
"Legislator 134",-0.92119601865279,-0.812320827216324
"Legislator 135",-1.52449117567915,0.56998302700702
"Legislator 136",-1.94608768650626,0.103557163468711
"Legislator 137",-1.54151604230872,-0.70723083015733
"Legislator 138",0.585492497223875,0.308449068283454
"Legislator 139",0.245763005718697,0.15250694470093
"Legislator 140",0.0753708990474326,-1.11709168330922
"Legislator 141",-0.908248262548769,-0.617752811541491
"Legislator 142",-1.33457033415913,0.515073761268132
"Legislator 143",0.437869131768203,-0.244586635483239
"Legislator 144",-0.836403274069699,-0.206132126127894
"Legislator 145",-0.119327311773764,1.07462052031604
"Legislator 146",-0.716289834815701,0.346557719357187
"Legislator 147",1.16931310887074,1.0300922136209
"Legislator 148",0.44700201743377,-0.962632785585179
"Legislator 149",-0.0232926846847968,-0.0416835119870813
"Legislator 150",0.330747345807821,0.440244611654788
"Legislator 151",-0.962976234303614,-0.0988364684060236
"Legislator 152",-1.5626927351594,0.118254132369494
"Legislator 153",1.01134656225159,-1.53341332612452
"Legislator 154",0.36154139253206,1.93645816533753
"Legislator 155",-1.4851948674154,-0.285525176544796
"Legislator 156",0.049989462518536,-0.220191555845713
"Legislator 157",0.257553728191063,-0.398499835948348
"Legislator 158",0.293827577486238,-0.0549032255689622
"Legislator 159",0.197962200384997,-0.186318680252004
"Legislator 160",-1.29330084108722,0.784584643392759
"Legislator 161",-1.44861301752423,0.730195181833775
"Legislator 162",0.199632351135393,-1.27404633132729
"Legislator 163",-0.180968616365782,-0.485761638441402
"Legislator 164",0.666007810340584,-1.47286566193138
"Legislator 165",0.224571638514328,-1.90069964403136
"Legislator 166",-0.791017178091595,0.990395520209181
"Legislator 167",-1.30239542896951,0.342707569525953
"Legislator 168",-0.0491365017979068,1.46100422251187
"Legislator 169",-1.44089305739396,-0.531921443575708
"Legislator 170",-1.38883914035786,0.768774378841113
"Legislator 171",-0.145189565849308,1.10999991953462
