"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-0.607906071971207,-0.174526866384426,-0.0571712504304403
"Vote 2",-1.02790586548982,-0.832971293009828,1.0447295211456
"Vote 3",-0.653822663298332,-1.0142308657007,1.4252988914171
"Vote 4",1.59285397598492,0.667784760525164,-0.886775783565317
"Vote 5",0.750322571114176,0.881126722057374,-0.734373972462508
"Vote 6",-1.58760852915346,-2.85378994671471,3.75023734694694
"Vote 7",1.82223958106468,0.270865283507847,-0.631945635246282
"Vote 8",-1.32527942192868,0.62893985475803,-0.0464473647063459
"Vote 9",2.07184885735416,0.926271365935215,-1.9683788776579
"Vote 10",2.16977004138311,0.923550480705877,-1.09590142433506
"Vote 11",-1.25488581161819,0.521446999193399,-0.309164461119979
"Vote 12",-1.86589946900807,-0.904610243604597,1.44153297006033
"Vote 13",2.2742765623492,0.21343800175178,-0.539398147303238
"Vote 14",-1.29909430515222,0.451071210081611,0.471607486164606
"Vote 15",0.202661858715459,0.428794202934398,-0.619657963913187
"Vote 16",0.0248512474784732,0.0279823493286114,-0.216015937644784
"Vote 17",1.98887473842122,-0.270400972049088,-0.104635994138353
"Vote 18",-0.320712449552633,-0.221735661105646,-0.299003949116155
"Vote 19",1.52902208652488,0.341736660700083,-1.34108264782171
"Vote 20",0.227849251984363,-0.057071156100806,1.52574894146605
"Vote 21",0.889257915336462,0.461305716697308,-1.16271502099272
"Vote 22",0.744268558483289,0.340920491788993,-0.521050735186436
"Vote 23",1.85166269045224,1.1755516979894,-0.573130232096958
"Vote 24",-1.67709708296002,-2.44524718216318,2.82643580784258
"Vote 25",2.14019581439395,0.801365360162542,-0.492768693317064
"Vote 26",-1.93738427601592,-1.4592625039854,1.7213487037874
"Vote 27",-1.35462088101964,-1.41506463969713,1.87322169855425
"Vote 28",0.773127669960892,0.945025862450426,-1.65442875888148
"Vote 29",-0.0971850378515523,0.717792073837524,-0.0430145065423633
"Vote 30",2.23641338972692,0.269013916302677,-1.56339650320228
"Vote 31",0.229153486537689,0.285368240663332,-0.47737745777265
"Vote 32",-1.31172601637646,-0.395897837277761,0.923701758545923
"Vote 33",-0.684244404441037,-0.0696967642098666,0.777587741531997
"Vote 34",0.382307425124785,0.598088699672726,-0.923366074584978
"Vote 35",1.7143404875564,-0.141327775624256,-0.112446161386622
"Vote 36",-1.11162201855294,0.27432091068292,-0.587928967801636
"Vote 37",2.23109499886074,-0.150673108739528,0.126048421322698
"Vote 38",1.35942742717611,-0.871005690417424,-0.687094220148979
"Vote 39",-1.17758330013725,0.475225542628709,0.187704982590908
"Vote 40",1.66593846634087,-0.57800019023322,-0.33490940006224
"Vote 41",1.43465861056442,-0.699813153853772,-1.04087549001019
"Vote 42",-0.754701393424767,0.565141453615891,-0.655216820432668
"Vote 43",1.31322821678463,-0.487815736124646,-0.566132497707834
"Vote 44",2.52613844598226,1.4108790452931,-2.44434255178422
"Vote 45",2.07053943483864,1.70790451974956,-2.01155355031916
"Vote 46",2.39761151882819,0.54348993803295,-2.86039234433362
"Vote 47",-1.58007404050284,-0.705658720096562,0.724482389081978
"Vote 48",0.837009948909581,0.76638326432221,-0.179154246679732
"Vote 49",-0.807175434352859,-0.779361558376176,0.944540638282113
"Vote 50",0.932024991026479,-0.16357920978454,-1.17707478045241
"Vote 51",1.37352148342726,0.75642504630081,-1.05932149082735
"Vote 52",1.23345436713196,0.620753747163565,-0.805899448333116
"Vote 53",1.39289640843147,0.614966399113048,-1.19911854900628
"Vote 54",2.56331354492943,0.823591973640357,-1.85628029109303
"Vote 55",-0.0319686460171323,0.387572243628115,-0.201057121582148
"Vote 56",1.32860989418651,1.03891267352932,0.0540487183186727
"Vote 57",1.16679078893526,0.794184922958268,-0.468990963838806
"Vote 58",2.2149675501665,0.57156401526009,-0.765533124692508
"Vote 59",-1.7840890648507,-0.402621309711052,-0.286428270319875
"Vote 60",-0.870007393098908,-0.28401513723265,-0.888207359730851
"Vote 61",-2.02172297874143,0.532923046517991,-0.287073935901374
"Vote 62",-0.709984273007413,0.697837209326977,-0.77533103897592
"Vote 63",1.79646240274871,0.585951264938988,-1.19575695754204
"Vote 64",0.937300879948028,0.585992408412954,1.13911033723633
"Vote 65",-0.992800506117122,0.506546593546259,-0.753517204107106
"Vote 66",2.86840414083319,0.359111173179914,-1.54033361178109
"Vote 67",1.02582729443541,0.884373329694275,-1.32833474887722
"Vote 68",1.79512353231893,0.495945400421762,0.0814382345459276
"Vote 69",-1.46283833917757,-0.92897098334876,1.57569761499547
"Vote 70",-0.522241366757629,-0.662308866256027,0.552543494030837
"Vote 71",0.715208195875572,0.414637690904595,-1.06488803844041
"Vote 72",2.00530395404037,-0.0669854143644892,0.483960782214868
"Vote 73",-1.26234935375956,-0.787724026965131,1.50946115857588
"Vote 74",1.08479766778407,0.0968847901128648,-0.597370380347592
"Vote 75",0.00140089615007289,-0.745607241098485,1.11714547700897
