"","D1","D2"
"Legislator 1",0.331320864453441,0.100456925967284
"Legislator 2",-0.586177710795653,0.0974459870253127
"Legislator 3",-0.491606515352579,0.0888983000255033
"Legislator 4",1.55588328790019,-0.439774823508585
"Legislator 5",0.0158719421605289,-0.164127818870259
"Legislator 6",-0.230843949040967,-0.0671896685160285
"Legislator 7",-0.407952719855517,-1.06396102256965
"Legislator 8",0.224776586485385,-0.840917524765003
"Legislator 9",0.821688974749728,-0.378183863548654
"Legislator 10",1.8616405463866,0.351931082007907
"Legislator 11",0.0874787033928263,0.447241770894414
"Legislator 12",-0.433016692114707,0.324804389398859
"Legislator 13",-0.277450852743789,1.97512458820422
"Legislator 14",-0.297917833544594,-1.13912865858542
"Legislator 15",-0.300804512993452,0.224612699827449
"Legislator 16",-0.198971585147261,-0.0946654694285798
"Legislator 17",0.139286515530384,0.665992801252029
"Legislator 18",-0.265433797994394,0.7684289863863
"Legislator 19",-0.032097023219777,1.46262058952611
"Legislator 20",-1.44093260460883,1.20350843501873
"Legislator 21",-0.491615787987189,1.55780676185213
"Legislator 22",1.67167601136768,0.585146436162693
"Legislator 23",-0.13628902598685,-0.477136773804557
"Legislator 24",-0.213830598586853,-0.937336361350936
"Legislator 25",0.560215012850352,-0.945875961273202
"Legislator 26",1.9350210171695,-0.478498172722879
"Legislator 27",-0.0550004146360706,-0.103448453869008
"Legislator 28",-0.19031254655072,0.0103897246615552
"Legislator 29",1.17349750195177,-0.833620268563452
"Legislator 30",-0.449671179707102,0.347317806993608
"Legislator 31",1.71377506409567,-0.0674585458045189
"Legislator 32",-1.77645052825256,-1.44868365399303
"Legislator 33",1.87354860697832,-0.0308763177849392
"Legislator 34",-1.3978973431981,-0.823001757312152
"Legislator 35",-1.24877985032071,0.496319349010121
"Legislator 36",2.02973525457156,0.615982779685551
"Legislator 37",1.57131650117552,0.967865810250352
"Legislator 38",-0.482949913022375,1.62564690200025
"Legislator 39",1.7989419684509,0.811611719330282
"Legislator 40",1.40554956721914,0.291074924414147
"Legislator 41",-0.190674028607497,-1.56072563064171
"Legislator 42",0.148194615774831,-0.261654050022676
"Legislator 43",1.82666703847857,-0.0630007537163947
"Legislator 44",1.29646055870254,0.356604354151473
"Legislator 45",-0.255720177787214,0.884307112332494
"Legislator 46",-0.119085033789427,-0.633349897358507
"Legislator 47",1.24583326896568,0.48746275886695
"Legislator 48",1.16968720964366,0.376000434598879
"Legislator 49",1.84565351338589,0.445148653272645
"Legislator 50",1.26327800040452,-0.238637787942049
"Legislator 51",-0.585357914540079,-0.280117697512718
"Legislator 52",-0.388026216467252,0.350382462521311
"Legislator 53",-0.254912299351089,-0.425564347145256
"Legislator 54",0.0984360090776012,0.261173464317799
"Legislator 55",-0.474779537654612,0.730370443446704
"Legislator 56",1.13275798655209,-0.664504119942084
"Legislator 57",1.74291991955818,0.0422626887064527
"Legislator 58",-1.27203945834635,1.40673914372506
"Legislator 59",-1.27753312610951,-1.01339874736741
"Legislator 60",-1.01080631106693,1.20576327935913
"Legislator 61",1.45695591553939,-0.575393499875186
"Legislator 62",1.27336197594597,0.87521342213181
"Legislator 63",0.713693942729518,0.292255724665874
"Legislator 64",1.92947446601095,-0.625601418443442
"Legislator 65",-0.504869636290518,-0.322665621548716
"Legislator 66",0.0670450205597853,-0.36334481588276
"Legislator 67",1.52874457527187,0.677581271319736
"Legislator 68",0.206136624973079,0.0151084837469292
"Legislator 69",2.29945461425158,-0.454104004185884
"Legislator 70",0.929572073164478,-0.130384065637793
"Legislator 71",1.88744833305314,-0.0645781698805975
"Legislator 72",-0.0355542997273429,-0.662393888751392
"Legislator 73",-0.0302503570180025,-0.512057794080549
"Legislator 74",-0.571819190451992,0.812331247245269
"Legislator 75",0.547302873216251,-0.75688525602279
"Legislator 76",0.911535380816501,0.337403234087208
