"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",4.81469919327505,5.49031360759049,4.98938027858826
"Vote 2",4.81729435881382,-5.81589516416335,-1.84894582155497
"Vote 3",5.89546571218702,3.34024135402553,-4.89427976870999
"Vote 4",8.42364716420416,-0.437359666279703,-0.363016736125041
"Vote 5",-4.60852802766418,-3.62787046417689,-0.192906793038108
"Vote 6",7.22009603224694,1.71282498879391,-2.12176173058801
"Vote 7",-6.01205208239761,0.312547836349112,5.62448758432904
"Vote 8",4.09474108275928,-2.2351332819713,4.28028967039388
"Vote 9",5.37968573215767,-4.17562370601233,-2.41824936580724
"Vote 10",-7.11372842786321,3.1903784696232,-4.80269688580206
"Vote 11",2.41474639712616,-6.64268077173262,2.92361434314179
"Vote 12",-1.8487739800234,3.06481858596405,6.62306102038148
"Vote 13",2.35427748734796,7.86345487079257,3.13252483752004
"Vote 14",5.16494332736303,8.38568910683406,5.15478220872762
"Vote 15",4.91609766293872,4.42930585928956,-6.1411116515603
"Vote 16",-6.72744106425137,-0.462717390153609,-0.948792260089864
"Vote 17",5.61346270824607,-2.49630460878671,-3.55396781855329
"Vote 18",-5.04298649418823,4.81680765572092,2.01450751056077
"Vote 19",-6.26477805744206,-3.52994607341269,-6.40716160258943
"Vote 20",-8.88059321121557,-0.494362297234737,0.135986935124442
"Vote 21",4.82894528407358,4.30242125459085,-2.48810211542089
"Vote 22",1.44031656227248,7.45843905509022,2.09963942517315
"Vote 23",-3.01625651737957,0.835178028186872,6.80973677338998
"Vote 24",8.87093201135787,0.554305773615855,0.220882915120246
"Vote 25",3.06717291618666,5.88600159689881,3.81955588721845
"Vote 26",0.315886450168586,8.06622727005376,2.03578444044076
"Vote 27",-8.09156530547851,0.752997072272081,-0.142743923860276
"Vote 28",-0.727638084789282,-6.84170502883691,-2.42151119615159
"Vote 29",10.1330424206433,-1.64180087579892,-0.118768093906098
"Vote 30",-4.48311990579951,-1.49770303710661,4.65918264341225
"Vote 31",-0.997470659188872,4.91030511841223,-5.38364781007093
"Vote 32",-1.33710624970307,-6.83697528396422,-4.57122088446864
"Vote 33",-5.5943428774493,-2.60550302668134,3.9154952762295
"Vote 34",3.44118446181551,-5.01136744371369,3.59580457565052
"Vote 35",-4.20733470458251,-4.33622564226985,4.81567753558299
"Vote 36",3.90111885919662,3.30325808071376,4.19896471519427
"Vote 37",-7.40199464345163,-1.71071174151835,4.36723936378882
"Vote 38",1.2863747422118,-7.17056953575772,-1.11909891613337
"Vote 39",7.29537217563188,-0.00299042572259656,-1.25636312900745
"Vote 40",4.36274523889216,-6.09585039274592,-0.219038818325394
"Vote 41",7.49020753444884,-1.31854398052761,0.279818789559083
"Vote 42",4.02956904093566,7.37027883439917,2.6122168430097
"Vote 43",7.49405685021655,3.21301877829908,3.0625193488814
"Vote 44",7.82083150500635,-4.36537429094213,-2.82063601302334
"Vote 45",-2.58268032700456,7.93205355253691,-2.54086402835794
"Vote 46",0.110628582907796,7.89690140740468,0.290643377531399
"Vote 47",6.51450109661655,5.24054635132974,0.879268907243487
"Vote 48",1.64609547601734,9.48407105005951,2.16930232287462
"Vote 49",4.33990216674269,4.69715518802705,5.57911216461452
"Vote 50",-5.68093933475131,2.69846527522497,-0.155246795543926
