"","D1","D2"
"Legislator 1",-1.73619850283052,-0.427431336239966
"Legislator 2",-1.51940230022403,-0.974290433350447
"Legislator 3",-1.53360042147007,-0.908858201243345
"Legislator 4",-1.13011528445936,-0.395740477800574
"Legislator 5",-1.61212584047859,-0.768108111468964
"Legislator 6",-1.42517846235577,-0.846190923559688
"Legislator 7",-1.47517897285108,-0.34176041105761
"Legislator 8",-1.50191534861243,-0.875145317409636
"Legislator 9",-1.69284151754555,-0.967489649704561
"Legislator 10",-1.63384269139479,-0.154511142795782
"Legislator 11",-1.71943061788196,-0.552988796175852
"Legislator 12",-1.70238009014138,-0.444921731205507
"Legislator 13",-1.160174257574,-0.251373344772269
"Legislator 14",-1.30828295008342,-0.394933939422165
"Legislator 15",-0.82534335725124,-1.06064916392784
"Legislator 16",-1.20066176476333,-1.09835839936213
"Legislator 17",-1.53994334192304,-0.0922988115042848
"Legislator 18",-0.757449431822715,-0.952093876723074
"Legislator 19",-2.21372561922739,0.281739030858039
"Legislator 20",-1.44474884634817,-0.157965774572887
"Legislator 21",-1.75888355132007,-0.285669360442607
"Legislator 22",-1.8649965721214,-0.769105358217825
"Legislator 23",-1.35665531247164,-1.36892895041095
"Legislator 24",-0.78310714010742,-0.93821307227679
"Legislator 25",-1.38720593424848,-0.15976432666143
"Legislator 26",-1.33603770086495,-0.486531403569453
"Legislator 27",-1.07329769529522,-0.418757388233772
"Legislator 28",-1.0989789363683,-0.456973490915415
"Legislator 29",-1.47649521001817,-0.0585691946810632
"Legislator 30",-1.6353276906809,-0.34170957450467
"Legislator 31",-1.72850049607004,-1.21128334200734
"Legislator 32",-1.19906254750295,-0.325195130508348
"Legislator 33",-1.67274330085098,-1.00204721844089
"Legislator 34",-1.32878285802234,-0.0999016356111229
"Legislator 35",-1.87315999104313,-0.2497423462931
"Legislator 36",-1.35629602174036,-1.2544953499327
"Legislator 37",-0.93709710366779,-0.898605388365819
"Legislator 38",-0.87796456479105,-1.1143239754891
"Legislator 39",-1.06822995527146,-0.51412411614021
"Legislator 40",-2.07257384179846,-0.169205218049289
"Legislator 41",-0.868819882261936,-0.739054628168333
"Legislator 42",-0.922279562911225,-0.860790238245186
"Legislator 43",-1.67107301538141,-0.855288719802702
"Legislator 44",-0.840034072499943,-0.974719995460802
"Legislator 45",-1.27876895613966,-0.409646675961972
"Legislator 46",-1.4719472193855,-0.17779695235752
"Legislator 47",-1.5634591947365,-0.389467259705141
"Legislator 48",-0.977324623149464,-0.842548499998188
"Legislator 49",-0.775426495558389,-0.79707900531599
"Legislator 50",-1.39557949300326,-1.09381094591893
"Legislator 51",0.47618720101722,-1.69551241629713
