"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-1.29361038453559,-5.44197413994127,4.64987313107249
"Vote 2",-9.26759337179042,2.59464295861824,-5.5876889485352
"Vote 3",-4.59516670298783,-7.00652959030174,-6.65305836302828
"Vote 4",-9.32797417801727,-4.8165010479669,-0.638611345938882
"Vote 5",1.43654522748977,8.97270721579353,0.401045882179421
"Vote 6",-6.61970813779493,-4.90842214339681,-2.80629520963415
"Vote 7",3.84182283046771,5.33076594678209,3.58574304768459
"Vote 8",-7.78374645673142,1.68249208060132,8.56519986716177
"Vote 9",-8.87751960949178,0.494370736733893,-5.06635455512081
"Vote 10",9.07709462162532,1.60331209977733,-3.89883166118499
"Vote 11",-8.96005769281905,4.53324476109203,7.40453785763186
"Vote 12",7.21847100791583,-3.17117078541695,7.99766565394731
"Vote 13",-1.53827203061751,-9.17651651358289,1.48242569040337
"Vote 14",-0.221490243636885,-8.60538300523839,3.59424579452403
"Vote 15",-1.67320294273315,-6.11523026408666,-5.11569623910657
"Vote 16",8.93228335936188,6.92087759685636,-1.24280527316313
"Vote 17",-7.07605722809253,-1.11873397894903,-3.49069389993407
"Vote 18",9.22409033157451,-3.22974168271448,-1.3776605199274
"Vote 19",3.04605160312963,5.88064125314269,-5.89744353483545
"Vote 20",10.223170603804,3.86589818878993,0.0591439204701689
"Vote 21",-0.164922174882535,-7.97866753680093,-3.64770797628375
"Vote 22",3.67043368850135,-7.84397476671343,2.16207877450693
"Vote 23",3.5063522533941,0.147965879365944,7.21543237871351
"Vote 24",-8.9040745638779,-2.53756975724728,1.78676926007251
"Vote 25",0.320263485916267,-6.31293322537296,5.28653598784558
"Vote 26",3.3703366398321,-8.49669262967281,0.712636758647815
"Vote 27",8.06034846180918,4.4204709727603,-1.07964953022006
"Vote 28",-4.34500368818818,7.57111015938087,-2.93537821922785
"Vote 29",-6.06175657008309,-4.90814905153341,-2.59554328475816
"Vote 30",4.01388492516559,5.74065514130643,5.93943131292814
"Vote 31",4.26834337722674,-6.1609292367913,-3.36762137537294
"Vote 32",1.67359851737762,5.51902312092502,-5.63070889400145
"Vote 33",3.68617913664267,6.08484065438765,4.25131560523281
"Vote 34",-6.06853958631887,1.82949158404548,5.549067921883
"Vote 35",-0.11233756547693,11.9131826130305,7.93881362580972
"Vote 36",-1.01955115731759,-6.72942921264219,6.5808623433607
"Vote 37",4.24288207945703,6.26080578586064,3.90297474994185
"Vote 38",-4.4736775679565,6.17476518288277,-2.62227243756613
"Vote 39",-10.3551866698109,-2.16938468395615,-2.18554564429433
"Vote 40",-8.82313748525423,5.10586187054759,0.428975968973445
"Vote 41",-9.30922138099487,-3.14349267942874,1.30872304966203
"Vote 42",1.93241939822056,-9.48779354525946,0.570795248587926
"Vote 43",-5.65461268348952,-2.91169227673829,2.92004153780856
"Vote 44",-7.95181990654631,1.52211052215855,-3.31086131528905
"Vote 45",6.34484830709134,-5.03748620192528,-3.88263787882259
"Vote 46",5.07110110561634,-8.6999772291671,-1.53421032589743
"Vote 47",-4.25508678486893,-5.99917651068862,1.37323244050591
"Vote 48",6.30704830955052,-6.87546383052411,-0.943128057498304
"Vote 49",0.371586089287708,-6.99723999087975,5.26529157353053
"Vote 50",7.56551916807707,2.35504458356374,0.318472227510933
