"","D1","D2"
"Legislator 1",-1.39940319587505,0.90885416636867
"Legislator 2",-1.23963371089885,0.574803883407223
"Legislator 3",-1.06268038221599,0.814615632606774
"Legislator 4",-0.896657724399744,0.124535266159282
"Legislator 5",-1.49795408126182,0.0678435278452078
"Legislator 6",-1.70449114649939,0.674000205330524
"Legislator 7",-1.69960259539415,0.333729362844797
"Legislator 8",-1.27169667020606,0.842147441091561
"Legislator 9",-1.25628587358253,0.183473008464033
"Legislator 10",-1.47654123066777,0.396406347597503
"Legislator 11",-1.02527897319733,0.351315400457316
"Legislator 12",-1.46042055758121,0.0357365637054441
"Legislator 13",-1.08941162583264,0.628762467077839
"Legislator 14",-1.43366966188053,0.584378094768468
"Legislator 15",-1.39459536553425,0.358530116830259
"Legislator 16",-1.29424163334461,0.887018438377906
"Legislator 17",-1.43706570092254,0.243809136259361
"Legislator 18",-0.613799588465996,0.535072169763564
"Legislator 19",-1.73710573427109,-0.621981455014013
"Legislator 20",-1.50521616532514,-0.0134630093970882
"Legislator 21",-1.41915926869679,0.318045128987279
"Legislator 22",-1.66414781694365,-0.585244284444547
"Legislator 23",-1.15424818040039,1.01019627565371
"Legislator 24",-1.44704473010233,1.10703144736668
"Legislator 25",-1.3974704654951,-0.0200881475983514
"Legislator 26",-0.988636977457193,0.131091838742128
"Legislator 27",-0.785991577113829,0.372556459892458
"Legislator 28",-1.21980584270343,0.382461606431346
"Legislator 29",-1.60355813480204,-0.153964179433666
"Legislator 30",-1.71892660343283,0.238184323534603
"Legislator 31",-1.00559702046169,0.393141867601893
"Legislator 32",-1.5833713882329,-0.0583909435648144
"Legislator 33",-1.3523881400844,0.345981278403254
"Legislator 34",-1.39233909284391,-0.176807113192349
"Legislator 35",-1.28222632815073,0.162465849615877
"Legislator 36",-1.49184567249838,0.875843853896071
"Legislator 37",-1.64776748961546,0.959219238996268
"Legislator 38",-1.37760759446794,0.893343348252535
"Legislator 39",-1.671560954213,0.866544769483359
"Legislator 40",-1.3228144930896,0.116316967829786
"Legislator 41",-1.41817181646632,0.60002684941128
"Legislator 42",-1.13298411161324,0.755372955220502
"Legislator 43",-1.01685673454215,0.680481949308472
"Legislator 44",-0.859731916019703,0.345836366445139
"Legislator 45",-1.63832451578628,0.45063448863995
"Legislator 46",-1.31180334511729,-0.0287120107700601
"Legislator 47",-1.33029901237229,0.0275546464722097
"Legislator 48",-1.51866836405604,0.96914377509585
"Legislator 49",-0.663567594944403,0.616358783450177
"Legislator 50",-1.22988819723372,0.641323065044073
"Legislator 51",0.122565377343034,1.94938697392547
"Legislator 52",1.11460668217347,1.31564683175838
"Legislator 53",1.00467560351872,1.14144349228476
"Legislator 54",0.562542878356801,1.01776037409019
"Legislator 55",0.041314464587694,1.38863514307144
"Legislator 56",0.226740341356265,1.39710397710549
"Legislator 57",0.77506982783668,1.09169189854444
"Legislator 58",0.0611269453439078,1.58442611887378
"Legislator 59",1.02616098276671,1.58247781499534
"Legislator 60",0.20577269894315,1.58974243304067
"Legislator 61",1.4452805569712,1.07447380615798
"Legislator 62",-0.306930057852427,1.57846937878263
"Legislator 63",0.159150167513642,1.42570963514896
"Legislator 64",-0.238582511871263,1.33108889421713
"Legislator 65",-0.259492594018648,1.75124846323582
"Legislator 66",1.01053687706617,1.41942672871532
"Legislator 67",0.273568043388361,1.50159262757014
"Legislator 68",0.154906118956563,1.63124094700938
"Legislator 69",0.0908685572671344,1.36939774256673
"Legislator 70",1.03174382390514,0.922620791730396
"Legislator 71",0.276381754060315,1.22779168335099
"Legislator 72",1.06947954615407,1.18930763446976
"Legislator 73",-0.370858307360701,1.6028035283313
"Legislator 74",0.569720835067739,1.32481149928075
"Legislator 75",0.179950864310747,1.83791991811967
"Legislator 76",1.21901984628917,1.08128890994625
"Legislator 77",0.764214501764785,1.20818939986218
"Legislator 78",0.697524457804262,1.48710116587727
"Legislator 79",0.349413442909039,1.79183628006594
"Legislator 80",0.221269819071181,1.33762793529908
"Legislator 81",-0.170979324091499,1.79697547120534
"Legislator 82",1.07005143347508,0.780760524140727
"Legislator 83",0.525541298161731,1.2689324109136
"Legislator 84",0.419849280126512,1.25251753318754
"Legislator 85",0.136357882047434,1.17550458577229
"Legislator 86",0.193735947980127,1.29279803840698
"Legislator 87",0.22268328887442,1.87215792888588
"Legislator 88",-0.12646449851243,1.49894651332537
"Legislator 89",0.0161888116847864,1.79188923257291
"Legislator 90",0.69192139269077,1.17659111006716
"Legislator 91",0.260440863283501,2.37330534570437
"Legislator 92",0.765383336512441,1.44520042872175
"Legislator 93",1.1379565620726,1.22145723957644
"Legislator 94",1.21286375549151,0.876612901941803
"Legislator 95",-0.431304043231536,-1.66725880688198
"Legislator 96",-0.624710275628591,-0.611374267582739
"Legislator 97",-0.448223594107713,-1.46742825339445
"Legislator 98",0.189453257588172,-1.67672514310544
"Legislator 99",-0.0498339176000643,-1.24321863316624
"Legislator 100",-0.697931283227858,-1.54621939024545
"Legislator 101",-0.415573853005209,-1.49521214000491
"Legislator 102",-0.309131104238546,-1.56281859003454
"Legislator 103",-0.743953426666233,-1.53576915817371
"Legislator 104",-0.638751112355317,-1.49986519588184
"Legislator 105",-0.349471240630177,-0.883052209958491
"Legislator 106",-0.169899766797118,-0.770900963511518
"Legislator 107",-0.506443091586594,-1.28490668675616
"Legislator 108",-0.370414464787856,-1.50125307416838
"Legislator 109",-0.837453625544233,-0.876155343831906
