"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-6.73636939996431,9.8719344728392,11.103787135551
"Vote 2",-5.87666491731515,-4.32213625975505,-3.48974230841838
"Vote 3",-6.08063566219836,3.6316435149599,-4.45465625489396
"Vote 4",-14.2384824476184,2.99910834471741,-1.70099950689464
"Vote 5",5.16714043778178,-7.94215806999779,0.614518546706644
"Vote 6",-7.72697180711145,3.02775735564126,-2.13310726302542
"Vote 7",8.83803660543032,-5.06326704414387,7.1059937355718
"Vote 8",-4.19896985548502,-3.14072775440977,6.79890378274999
"Vote 9",-8.06912582309677,-5.43954927756746,-5.04428389262578
"Vote 10",6.44487530649879,0.997287255483161,-2.56194053019377
"Vote 11",-4.20494791081892,-4.93380030437765,4.92276039217629
"Vote 12",5.76141553290347,4.94963341257049,7.28822278147534
"Vote 13",-4.08153526422294,6.9382758329369,2.02621616131067
"Vote 14",-3.67258689920438,10.4225082359086,5.0256117245487
"Vote 15",-4.49265420499004,6.60654065146326,-5.96677258174444
"Vote 16",8.0444667652834,-2.51060342313989,-1.03438365174031
"Vote 17",-8.01008579098961,-1.51226277321157,-4.0290625265294
"Vote 18",7.0143823477544,6.18532492322092,-0.34241705160953
"Vote 19",3.87978503108661,-5.2767372481886,-6.59715057725129
"Vote 20",8.51717640799105,-0.667100803215966,1.09156062209489
"Vote 21",-3.61073144562434,6.84521154510428,-3.24259939712818
"Vote 22",1.52545473313323,8.18386453070277,2.33387108357606
"Vote 23",3.54751427820435,1.98485116769702,9.96559432793801
"Vote 24",-9.4174384616177,-2.44954360722159,1.49570105954571
"Vote 25",-1.27358293675866,5.39139026685188,4.94980704406477
"Vote 26",0.0103688396266154,10.728292567997,0.690256352866512
"Vote 27",10.010872144475,-0.78896599121958,-0.281564540065072
"Vote 28",-0.496092532173452,-8.83828221962412,-4.19877676692925
"Vote 29",-6.66327262455862,1.50655022652758,-1.73953482938774
"Vote 30",4.02117466831233,-3.07608871266035,5.07203883737635
"Vote 31",1.91022052239351,6.57879171170346,-2.98339191881664
"Vote 32",5.11406938878288,-5.53049494711017,-7.92651701989235
"Vote 33",7.37700083325844,-4.90561716145396,5.83574516376431
"Vote 34",-4.26016118335073,-4.13040976086661,4.60940534192184
"Vote 35",5.33046171705617,-8.8003603785129,8.16441410274249
"Vote 36",-1.6640902770089,4.43268319140288,4.68199153329811
"Vote 37",6.54639978668087,-4.33890527377989,3.78813381997239
"Vote 38",-2.16608427973947,-8.62193285907892,-2.80818607942318
"Vote 39",-13.1798955663181,-2.28791898228668,-1.60163657205363
"Vote 40",-6.34191794769189,-9.0747573265329,0.159658319489656
"Vote 41",-11.1722689621351,-1.08047572834757,1.86923917571823
"Vote 42",-1.54826628302659,8.88337692003018,1.25143321781322
"Vote 43",-10.8827665324614,2.17718088665067,5.6873324008554
"Vote 44",-6.58585150882192,-4.46840137946556,-4.13768238828236
"Vote 45",5.74572329220904,9.01309723836965,-5.08958449729304
"Vote 46",0.453975073466406,12.9646658631231,-0.109018102711638
"Vote 47",-7.32175971303178,4.55323983979882,0.840137402939283
"Vote 48",1.71204737308343,10.69073189249,-1.06304156833356
"Vote 49",-1.38719861896134,9.07490005895574,6.55954554474438
"Vote 50",10.8257287286842,-0.100317050070521,0.577125782101332
