"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-3.27765253081275,-6.25640387772372,7.51380765720139
"Vote 2",-11.8601292301216,7.04343171533145,-6.55758958822444
"Vote 3",-6.699533001023,-2.60074579728694,-5.63774978577936
"Vote 4",-12.0840856390663,-1.16478932948136,-1.89525903532506
"Vote 5",6.88202880087043,9.15564818681434,1.11002755830675
"Vote 6",-8.59154425190197,-3.01631223158508,-2.67988636300442
"Vote 7",9.79365385393137,5.6196088370827,7.02195903451254
"Vote 8",-4.8562113855315,3.20353251453946,7.71917396372221
"Vote 9",-7.44934024730636,4.79723514455598,-4.07609013840917
"Vote 10",7.45234824179472,-1.62729433006394,-3.98793912871679
"Vote 11",-4.40181130551524,5.54436554690074,5.47503093992567
"Vote 12",3.9149495757504,-4.2758159858824,6.14474328247333
"Vote 13",-5.50424232727962,-7.24156405272806,1.93594779328396
"Vote 14",-6.29581657233886,-11.5694879301883,5.44085822976204
"Vote 15",-6.66585159944152,-7.52290606634989,-9.3091645083545
"Vote 16",10.3109925010403,3.23013932436399,-0.975226018203881
"Vote 17",-5.5677179113812,1.46378173431872,-2.94996696471853
"Vote 18",9.94149618723078,-8.35402241548151,-1.33210294755827
"Vote 19",5.06067305646864,4.23045909024654,-6.14307152318252
"Vote 20",9.93089618937374,0.482445958677405,0.923400512097365
"Vote 21",-4.96688384279441,-9.88425725230855,-5.058917807352
"Vote 22",1.00075097690246,-8.35811853145543,2.72678313454904
"Vote 23",4.75984966854886,-3.87044498472302,12.6223821749462
"Vote 24",-9.24933287421518,2.67441872091625,1.18528248184276
"Vote 25",-2.0343462353363,-9.5391119408608,9.93999152025625
"Vote 26",-0.601555639722329,-10.0908396910506,-0.166835057763993
"Vote 27",10.0332690834395,1.41980030914156,-0.621265653212767
"Vote 28",-0.385333831364025,8.07072322266242,-4.05189163000462
"Vote 29",-9.30203012703992,-1.97503381441918,-2.82470184650506
"Vote 30",6.43971110034438,4.39730166373231,8.22655797077422
"Vote 31",2.67013915070341,-9.58550591437272,-5.4803740651066
"Vote 32",3.29598468090155,2.58489396935767,-5.90423553557787
"Vote 33",6.63684169447104,4.55358273564207,5.38940795428119
"Vote 34",-8.68179199422284,7.64763399194496,9.4892480557623
"Vote 35",4.64795620442644,7.3247467418889,7.45130262192338
"Vote 36",-2.86036276711208,-7.1223669334294,8.52859130541701
"Vote 37",10.1622622518688,6.46029112590836,6.28848209480603
"Vote 38",-2.14781681683396,7.84964639215773,-3.56790733280638
"Vote 39",-11.8795103825094,2.79770105117151,-1.08798264282129
"Vote 40",-7.20571164464426,9.50652200668297,1.23510593826683
"Vote 41",-9.35804264431697,1.22291340546847,0.988906185254628
"Vote 42",-2.95334806467398,-12.4133022044401,0.962040018432525
"Vote 43",-7.76968508858764,-0.810558596991424,3.94063664783422
"Vote 44",-8.99369126671609,7.11389790628293,-4.98640690320896
"Vote 45",5.14828967488967,-9.44805260691757,-6.07280810795681
"Vote 46",-1.30631959012138,-12.7042921621588,-0.853954856921724
"Vote 47",-16.2422664816214,-9.84274973016473,2.08990204457007
"Vote 48",1.39608887675519,-8.29752649116924,-2.22685160125274
"Vote 49",-3.15188049899732,-12.4083027987307,10.1899506240536
"Vote 50",10.9787575600287,-1.14670364789898,0.0543289187550383
