"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-1.76191392039649,-5.49873813113451,6.24097490303163
"Vote 2",-11.8380057642163,4.90009096432989,-5.14254447006844
"Vote 3",-5.06757248969103,-3.32623453106781,-4.20495424359222
"Vote 4",-15.1386117646501,-4.80427004651213,-1.864703551167
"Vote 5",4.51908407734069,8.69475490462274,1.03106670040888
"Vote 6",-7.70468036653626,-4.30043698535672,-2.59582524284369
"Vote 7",8.93592321462689,7.10759369442282,7.03530686719736
"Vote 8",-4.01143946023665,1.90443994018759,6.16336909692525
"Vote 9",-9.79083384859524,4.29920820291067,-4.31135026454541
"Vote 10",7.54183571621087,-0.485445561590788,-4.36645058876897
"Vote 11",-6.76103770369874,5.93236086205474,7.30712337197665
"Vote 12",5.03639729569235,-3.47252809766338,6.28013367366348
"Vote 13",-3.92387622825613,-7.60193044445126,1.61862402308238
"Vote 14",-2.63825446689927,-8.22068777809471,3.46562571832053
"Vote 15",-4.50265134585634,-7.07469068200016,-7.61759773841816
"Vote 16",10.4588090085335,5.95055850201261,-1.4440100804923
"Vote 17",-10.3023396585246,0.7071908048597,-5.04673155721921
"Vote 18",13.7238593908236,-7.99022478995865,-2.68982431563967
"Vote 19",5.50754449932851,6.55002154129723,-8.01416282704448
"Vote 20",9.85780544480545,2.67560477542422,0.598516333395866
"Vote 21",-3.65339592870867,-10.8281856345396,-5.01095777552661
"Vote 22",2.33579664407994,-10.0943293031564,2.83899258517189
"Vote 23",3.40836774448414,-1.57859901164703,7.53235534963241
"Vote 24",-9.22788334461613,0.618892983592698,1.84898497961564
"Vote 25",-0.439886368063935,-8.12945779272257,7.58192228130829
"Vote 26",0.647674815822922,-11.0770637173631,-0.623341250609038
"Vote 27",10.9708068893272,3.76287252433913,-1.20652540472359
"Vote 28",-2.4118490990364,10.4726064451676,-4.90626262592939
"Vote 29",-12.3097761964401,-5.48905220461066,-3.60667537639879
"Vote 30",4.71134394035391,4.9645511736776,6.54471860000511
"Vote 31",3.05671832073894,-8.57801024451752,-5.39455001159979
"Vote 32",2.55273311906595,3.54271528355328,-5.83717845370267
"Vote 33",6.74668780565794,6.47530023983924,5.68600480297594
"Vote 34",-6.48714383976901,4.46316719190823,6.83195656909531
"Vote 35",4.0447225268786,8.85549378877204,8.49589862476098
"Vote 36",-1.66843698357819,-7.10273973534969,7.55013435216071
"Vote 37",6.70213959256574,5.49012746979089,4.36167150512772
"Vote 38",-4.32802997924962,10.5419603504278,-4.10669772600491
"Vote 39",-9.16774360451652,0.365354608823321,-0.211164778703711
"Vote 40",-7.22621376262596,7.22774231616077,1.4950351735191
"Vote 41",-13.2992492391083,-0.847320414697441,1.97698071318155
"Vote 42",-1.16623044446821,-14.471803970427,1.25492785455706
"Vote 43",-8.58320549305036,-2.55805868330797,4.86419313723611
"Vote 44",-8.87945401832388,4.74674559955817,-3.82114901321222
"Vote 45",6.37407998058787,-9.67918157641872,-7.28398365234611
"Vote 46",0.781949481669361,-8.48708027115573,-0.903222261486227
"Vote 47",-8.14244022626437,-7.44099728269932,1.30623551031893
"Vote 48",2.23982214222878,-7.30176259834887,-2.09399414383225
"Vote 49",-0.583590987700432,-11.9257703312828,8.38168682655088
"Vote 50",7.69190630096725,0.872249894422754,-0.378498114115535
