"","D1","D2"
"Legislator 1",-0.970407779604996,-1.19489796328696
"Legislator 2",-1.25154270281741,-1.26698449159324
"Legislator 3",-1.28747087363539,-1.09221790357254
"Legislator 4",-1.45726398134067,-0.622887813412392
"Legislator 5",-0.957532985646378,-1.02089184853996
"Legislator 6",-1.01838043272454,-0.948210498897071
"Legislator 7",-1.57024970912678,-0.81131738060672
"Legislator 8",-1.44926479162059,-1.00912614279426
"Legislator 9",-1.36510084843797,-1.27174702503283
"Legislator 10",-1.13326798586391,-0.695399962054863
"Legislator 11",-1.02820529567554,-0.584089857958302
"Legislator 12",-1.81663214549149,-0.767356274041042
"Legislator 13",-1.12347853692395,-0.402577152734816
"Legislator 14",-1.2647721410554,-0.976882522532199
"Legislator 15",-0.446052127893346,-1.51966508600543
"Legislator 16",-0.505134349342626,-0.968263342007169
"Legislator 17",-0.94633046741275,-0.599379928339033
"Legislator 18",-0.378057196492378,-0.994997452498677
"Legislator 19",-1.57871504399353,-0.141844419985554
"Legislator 20",-1.61638577570827,-0.494418475658158
"Legislator 21",-1.62875058923182,-0.779119952807202
"Legislator 22",-1.42493152347979,-0.401254500609949
"Legislator 23",-1.44559197123568,-2.1100665452519
"Legislator 24",-0.542798626026729,-0.991555371439196
"Legislator 25",-1.05826493153379,-0.280081550916353
"Legislator 26",-0.922300182355858,-0.809054591128041
"Legislator 27",-0.986987509163656,-1.12680059655135
"Legislator 28",-1.03247396399428,-1.03112185399751
"Legislator 29",-1.09726863172868,-0.492992173093956
"Legislator 30",-1.1153246665095,-0.529049387276963
"Legislator 31",-1.20606906037259,-1.3005669578196
"Legislator 32",-1.09856110327863,-0.580574984571883
"Legislator 33",-1.09623339332153,-1.30313693419082
"Legislator 34",-1.72040709254104,-0.847510612459457
"Legislator 35",-1.49676463737978,-0.850933957096079
"Legislator 36",-0.714885124620197,-1.08675616606042
"Legislator 37",-0.584283474593329,-1.21473962034198
"Legislator 38",-0.354096474621955,-1.09494277441454
"Legislator 39",-0.803984498009147,-0.703647290782377
"Legislator 40",-1.373977764123,-0.948454223546881
"Legislator 41",-1.14974335807696,-0.982067095656521
"Legislator 42",-1.20845874190608,-1.34488433403297
"Legislator 43",-1.29410393607898,-1.26229847698979
"Legislator 44",-0.626800481282076,-1.29183450676178
"Legislator 45",-1.65989521635287,-0.611330821525347
"Legislator 46",-1.046899262445,-0.368179945056392
"Legislator 47",-1.2355557541695,-0.79816375632932
"Legislator 48",-0.927119247349024,-0.972828743961679
"Legislator 49",-0.601250993104517,-1.0191201548364
"Legislator 50",-1.25742243636006,-1.65072401729425
"Legislator 51",0.966673411746813,-1.44879498819278
"Legislator 52",1.47565509178932,-0.538784202873159
"Legislator 53",1.33618852365638,-0.505950534552452
"Legislator 54",1.06077982178354,-0.74644083910707
"Legislator 55",1.07955189592395,-1.19428250155871
"Legislator 56",0.637545216146033,-0.713169741182097
"Legislator 57",0.924881725871705,-0.931371782974909
"Legislator 58",0.564864826371593,-1.67820739899566
"Legislator 59",1.26055087326757,-0.96598095065019
"Legislator 60",0.972602615269687,-1.15755718773974
"Legislator 61",1.68120620032925,-0.85619587683997
"Legislator 62",0.687188750697406,-1.32606948905032
"Legislator 63",1.00534985035861,-1.20381005869004
"Legislator 64",0.192059352598917,-1.90405993292822
"Legislator 65",0.773161882653541,-1.37141430360269
"Legislator 66",1.42227719930856,-0.541060498115603
"Legislator 67",0.78743830721944,-1.69713732964562
"Legislator 68",0.553466417728863,-0.691436288300333
"Legislator 69",0.72569512617547,-1.54785364771384
"Legislator 70",1.23506149496304,-0.544210901672522
"Legislator 71",0.390804420299161,-0.869223354274227
"Legislator 72",1.52881491045899,-0.592847672055939
"Legislator 73",1.00654916378893,-1.25050441387081
"Legislator 74",1.0267813084805,-1.25843397815127
"Legislator 75",0.96022418453091,-1.87317553630559
"Legislator 76",1.55983811995128,-1.1114641430931
"Legislator 77",1.55844620614553,-0.672366367589328
"Legislator 78",1.82940973696557,-0.564109848329105
"Legislator 79",0.823578427535078,-1.26409456820092
"Legislator 80",1.17116753586698,-1.77437659717898
"Legislator 81",0.83524710544037,-1.34339076690739
"Legislator 82",1.46547767093424,-0.605084133504111
"Legislator 83",0.807539801477524,-1.55270899447797
"Legislator 84",1.10755253966122,-1.30097362262641
"Legislator 85",0.54308418495987,-1.55153257722339
"Legislator 86",0.996645312556398,-1.22448897730328
"Legislator 87",1.01115996125668,-0.788018030869494
"Legislator 88",0.898656027082701,-1.41042259945942
"Legislator 89",0.839204128855817,-0.802362780164528
"Legislator 90",1.20892289242447,-0.840487788896554
"Legislator 91",0.775349270375352,-1.410134398993
"Legislator 92",1.63686318901124,-1.25253097317191
"Legislator 93",1.48676826560634,-0.730707448710559
"Legislator 94",1.76173073783331,-0.435718349130488
"Legislator 95",-0.379247146598589,1.02815284970578
"Legislator 96",-0.820713299097077,0.235342031686273
"Legislator 97",-1.14519704663849,1.4553148406766
"Legislator 98",-0.349548191349505,1.52308450812279
"Legislator 99",-0.869851055212729,1.37913011904001
"Legislator 100",-0.902079771747982,1.13700201944665
"Legislator 101",-0.75749090108851,1.37184011341693
"Legislator 102",-1.36567751365271,1.07734646129306
"Legislator 103",-1.04680472627798,1.61947685975546
"Legislator 104",-1.31345160969852,1.1658286663941
"Legislator 105",-0.84131408258327,1.3215658186145
"Legislator 106",-0.888274671146913,1.17905326417097
"Legislator 107",-1.06709713309272,1.61690278682007
"Legislator 108",-0.861150746148566,1.36010240733814
"Legislator 109",-1.22316009910608,0.694266578951618
"Legislator 110",-1.17829978589276,1.15746774213016
"Legislator 111",-1.34158939284773,0.841380588625389
"Legislator 112",-1.14719241746931,1.20408955517371
"Legislator 113",-1.18828543251354,1.88239938014435
"Legislator 114",-0.963168062960674,1.21984023118863
"Legislator 115",-0.325474567648504,0.624483797531708
"Legislator 116",-1.27328926126483,1.37176430459342
"Legislator 117",-1.5510261316765,0.668699870474643
"Legislator 118",-1.14221732891585,1.25848428296721
"Legislator 119",-1.04073641213388,1.22815534604213
"Legislator 120",-0.959808572001114,1.30598983250828
"Legislator 121",-1.24256620445722,1.33026991107589
"Legislator 122",-1.37454359051694,1.21902489042829
