,x,y
0,-0.5861063652442877,8.8458680823356
1,-6.628659435693592,9.927715897823468
2,-2.4663056086723762,3.435420733746632
3,-4.488019410388194,6.196802549405314
4,-4.975789851098858,9.643450928075039
6,-7.657635019737614,9.335915682205517
7,-2.9052188129806353,10.230064079300524
8,-5.440329832615904,8.56707289556731
10,-2.6867798725651535,9.622155050715833
11,-0.9805467731553557,11.297439107005411
13,-8.0826694253879,9.123262543105913
14,-7.202117808552463,10.4899716073792
15,-5.3825350624014225,8.071926769690275
17,-5.287500938119433,9.554757909559118
18,-2.3445992835126583,6.785313409768364
19,-1.89076907135924,10.151839204563188
20,-5.42372136182402,4.303876360378815
21,-0.9970796271856419,5.8124997002322525
22,-8.221158651664313,6.636158224629393
23,-1.4796905854360312,11.814053570432852
24,-5.855054571522726,11.113969819144826
25,-4.8039462530375765,10.75900742113675
28,-2.5811437390779757,7.805061517057596
29,-2.6129219304388442,9.355578242194856
30,-3.4582495038221936,6.211087971502981
31,-3.7331428202624695,6.01391001209494
32,-1.9146334915602459,9.012641337289304
33,-1.0330544658693792,7.872165880089659
34,-5.727548287476133,5.830365900088274
35,-3.8152657009574544,10.760815099397991
36,-6.765159487864624,9.09257686951855
39,-3.864123090293603,5.091960222778935
40,-0.13624777291010332,9.64730380620967
41,-6.248959069583915,7.512751183150617
42,-6.139627287819351,11.928814156265535
43,-1.2229687217355214,9.522336636519523
44,-3.3862657247350403,7.483499428713738
46,-0.5648718839585006,7.865564491327351
47,-5.2918137567106625,7.786930661296038
48,-6.819984162254175,11.146846364730338
49,-0.46491275945114285,8.342547049087017
50,-2.0760066235986625,6.049114388742921
51,-6.972656516864933,8.026769149741094
53,-2.728855598989237,8.105596844769732
54,-6.224717201437137,5.170991108809884
55,-5.44249124679222,6.395823359975554
56,-2.5380579790259823,11.933393844668242
57,-4.093778182234411,8.394956620711351
58,-3.199323152843363,6.908336879596602
59,-4.1372979830634184,8.694226495526706
60,8.058113396609123,1.7654110782069579
61,7.897008930617912,-0.05869463362327872
62,5.735281669444718,0.8790846653137234
63,11.272556376382665,-0.10372091982701047
64,9.574006694302085,0.3875495312863765
65,8.894209831250695,0.05194327313593916
66,10.774000808880976,0.0993826663728253
68,11.160656885000442,1.4082577872171054
69,13.30313938964969,0.24076362222077424
70,11.352660928678018,2.0403104794324762
72,7.203033385211497,0.5957269108846632
74,10.83177346600191,2.688859186048168
75,12.796157010434628,0.8022514706184164
76,10.256965858518006,3.0396646492461974
79,7.6060595571345315,3.656868050490312
80,8.20874488780423,-1.282679783089882
81,10.3072039681474,-1.1044510987831169
82,10.070559930198234,0.40333458132403277
83,9.297776171613572,0.3999481158536202
84,11.182181368541311,-2.8753963533559532
85,9.184465840465561,3.45532312624949
86,5.207722680665793,0.5115819382170949
88,9.48614926428516,4.4391210642285595
89,13.661485425322148,0.9026573332296443
92,9.103794378127759,3.6413705120099835
96,9.94748406784866,-2.0789379008694047
99,9.01601565782259,4.73121170742894
100,13.401195545260677,-0.12005940968648092
101,10.095995297798686,-1.1849832692007016
102,9.143606973072904,1.9646533812924567
104,10.036791587362842,1.6708804012613838
105,11.948858147443145,-0.29608872042801926
106,8.783798638138283,2.04631713558788
108,13.934193743526096,1.3111789959616833
109,7.168712896751443,1.9041539122836175
110,6.2003383513077335,2.143676673727998
111,12.326534721773616,2.4704732966161376
112,10.040130959456638,1.4680651637054098
113,11.554978264022141,3.3682058660628753
114,6.610814849785183,-0.930115591166925
115,10.944490890611812,4.100818202978872
117,11.172751096114112,-2.9866546541854877
118,11.917749697429299,-1.2891287191318472
119,7.907115671828768,-2.543145732580303
120,-10.930201663217144,-6.086508686759653
121,-7.2596588154166914,-0.6378991692033377
123,-11.652667898305838,-4.928913915740814
124,-9.528967977568273,-7.218326500605275
125,-10.711473101144605,-6.147717607381206
127,-9.781684749952115,-3.930160693790668
128,-13.054436450661063,-4.069144577769927
129,-6.752441527323947,-5.42432585986059
130,-13.456588531790835,-6.449590559365731
131,-12.405286189240831,-2.8629188066347
132,-10.297438635437166,-5.690838450971464
133,-7.8967364803160365,-5.421954375951667
134,-11.544828493573139,-7.481581802672809
135,-11.174735068234448,-4.987733864957217
