,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,1.0,,,0.67,0.67,0.33,,,0.33,,0.0,,,0.67,,1.0,0.0,0.67,,0.33,,0.0,,,0.33,0.33,1.0,,,0.0,,0.0,1.0,0.33,,,1.0,,,,,0.67,,0.0,,0.67,,0.0,
1,0.0,,,1.0,,,0.0,1.0,,,1.0,,,0.0,0.67,0.33,1.0,0.0,,,,,,1.0,,0.0,0.33,1.0,1.0,0.0,,,,1.0,0.33,,0.33,1.0,1.0,,1.0,,0.67,1.0,,,,,,0.0
2,0.0,,1.0,,,0.67,,0.67,,,1.0,,0.33,,,0.33,1.0,,0.67,,,,,1.0,,0.33,,,1.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,,1.0,1.0,,1.0,,,,,0.0,0.67,0.0,,
3,,1.0,,1.0,,1.0,,,1.0,0.33,0.67,0.0,,,1.0,0.33,1.0,,0.67,,,,,1.0,,0.33,0.33,1.0,1.0,0.0,,1.0,0.0,,,0.0,0.33,,1.0,0.67,1.0,,,,0.0,,,,,
4,0.0,1.0,1.0,,,,0.33,,1.0,,1.0,,0.33,,,,,0.0,,0.33,,,0.0,1.0,0.0,,0.33,1.0,1.0,,0.0,1.0,0.0,,,,0.33,,1.0,,,0.33,0.67,,,,,0.0,0.0,0.0
6,0.0,,,,0.67,1.0,,0.67,,,,0.0,,,1.0,0.33,,,0.67,,,0.0,0.0,,0.0,0.33,0.33,,1.0,,,1.0,,,0.33,0.0,,,1.0,1.0,1.0,,,1.0,0.0,0.0,,,0.0,0.0
7,,1.0,,,,,,,,,,0.0,0.33,0.33,,0.33,,0.0,0.67,,0.67,0.0,0.0,1.0,0.0,,0.33,,1.0,0.0,0.0,,,,,0.0,,,1.0,1.0,,,0.67,1.0,0.0,0.0,0.67,,0.0,
8,0.0,1.0,,0.67,,,0.33,,,0.33,,,,,,0.33,1.0,0.0,1.0,0.33,0.33,,,1.0,0.0,0.33,,1.0,,0.0,,,0.0,,,,0.33,,1.0,,1.0,,0.67,1.0,0.0,,0.33,,0.0,
10,0.0,1.0,1.0,1.0,0.67,0.67,,,1.0,,,,,0.33,0.67,,,,0.67,,0.33,,,,0.0,,0.33,,,0.0,0.0,,,,0.33,0.0,0.33,,1.0,,,,0.67,1.0,0.0,0.0,0.67,,,0.33
11,,1.0,1.0,,0.33,,,,,0.0,0.67,,,0.33,,,1.0,0.0,0.67,0.0,,0.0,0.0,,0.0,0.33,,,,0.0,,,0.0,1.0,0.0,,0.0,1.0,,,1.0,0.33,,,0.0,,1.0,,,0.0
13,,,1.0,,0.33,,,,1.0,,1.0,0.0,0.33,0.33,,0.0,1.0,,0.67,,0.67,,,,,,0.33,,,0.0,,0.67,,,0.33,0.0,,,1.0,1.0,1.0,0.33,1.0,,0.0,,0.67,0.0,,0.0
14,0.0,,1.0,,,,0.0,,,,,,,,1.0,,,0.0,0.67,,0.67,0.0,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.33,,,1.0,,,1.0,0.33,0.67,1.0,,,0.67,0.0,0.0,0.0
15,,,1.0,,0.33,1.0,,0.33,1.0,,,,0.33,0.33,,,1.0,,,0.33,,,0.0,1.0,0.0,0.33,,,,0.0,,,0.0,1.0,,,,,1.0,,1.0,0.33,0.67,,0.0,,0.67,0.0,0.0,0.33
17,,,,,,1.0,0.0,0.67,1.0,,1.0,0.0,0.33,,,0.33,,,,0.33,,,,1.0,0.0,,0.33,,1.0,0.0,0.0,1.0,,1.0,0.33,0.0,,1.0,,1.0,,,0.67,,,0.0,0.67,,,0.0
18,,,,0.67,0.67,0.67,0.33,0.67,1.0,,,,0.33,0.0,,0.67,,,,,0.33,,,,,,0.33,1.0,,0.0,,1.0,,1.0,,0.0,0.33,1.0,1.0,,0.67,0.0,,1.0,,0.0,0.33,0.0,,
19,,,,1.0,0.67,,,0.67,,0.33,1.0,,0.33,0.0,,0.33,1.0,0.0,1.0,,0.33,,,,0.0,0.0,0.33,,,,0.0,1.0,0.0,1.0,,0.0,0.33,,,,1.0,0.0,,1.0,,0.0,,,,
20,0.0,,1.0,,0.33,,,0.33,1.0,0.33,,0.0,,0.33,,,,,0.67,,0.67,0.0,0.0,1.0,0.0,0.33,,1.0,1.0,0.0,,,,,0.0,,0.0,,,,,0.33,0.67,1.0,,,,,0.0,0.33
21,,,,,0.67,0.67,0.33,0.33,1.0,,0.67,,,0.0,,0.67,1.0,,,,0.33,,,,0.0,0.33,,,,,0.0,,,1.0,0.33,0.0,0.33,,,0.67,0.67,0.0,0.33,1.0,,0.0,,,0.0,0.33
22,,1.0,,1.0,,,0.0,0.67,1.0,0.0,,0.0,0.67,,1.0,,1.0,0.0,0.33,0.0,,,,1.0,,0.33,,1.0,,0.0,0.33,0.67,,,0.0,,,,1.0,0.67,,0.67,,,,,,0.0,0.33,
23,0.0,,,1.0,0.33,1.0,,,,,,0.0,0.67,,1.0,,1.0,0.0,,0.0,,,,1.0,0.0,0.33,,1.0,,,,0.67,0.0,,0.33,,0.0,1.0,,1.0,1.0,0.33,1.0,1.0,0.0,,,,,
24,0.0,1.0,,,,1.0,,,1.0,0.0,1.0,0.0,0.33,0.33,,,1.0,0.0,,,,,,,0.0,,,,1.0,,,0.67,,,0.33,,,1.0,,,1.0,0.33,0.67,1.0,0.0,0.0,0.67,0.0,,0.0
25,,1.0,1.0,1.0,0.33,1.0,,0.67,,0.33,0.67,0.0,0.67,,1.0,,,0.0,0.67,0.33,0.67,,,1.0,,,0.33,,,,0.0,0.67,,,,,0.0,,,0.67,,0.33,0.67,,,,,0.0,0.0,
28,0.0,1.0,1.0,,,,,0.67,,,,,,0.0,0.67,,1.0,,,0.33,0.33,,,,0.0,,0.33,,1.0,0.0,0.0,,,,0.67,,0.33,,1.0,,1.0,0.0,,1.0,0.0,0.0,0.33,0.0,,0.33
29,,1.0,,,0.67,,0.33,,,0.33,,,,,0.67,,1.0,0.0,1.0,0.33,0.33,0.0,0.0,,,0.0,,,1.0,,0.0,1.0,0.0,,0.67,0.0,,1.0,,,,0.0,,1.0,0.0,0.0,,,0.0,
30,,,,,0.33,1.0,0.0,0.33,,,,0.0,,,,,,,0.67,,,0.0,0.0,,,0.33,0.33,,1.0,0.0,0.33,0.67,,0.67,0.0,0.0,0.0,1.0,1.0,,,0.33,0.67,1.0,0.0,,,0.0,,
31,,1.0,,,,0.67,0.33,,,0.33,,0.0,,0.33,0.67,0.33,,0.0,,0.33,,,0.0,,,0.33,0.33,,,,,1.0,,0.67,,0.0,,1.0,,0.67,,0.33,0.67,1.0,,,0.67,0.0,0.0,0.33
32,0.0,,1.0,0.67,0.67,0.67,,,,,0.67,,0.33,,,,,,1.0,0.33,0.33,0.0,0.0,1.0,0.0,,,1.0,1.0,,0.0,1.0,,1.0,0.33,,,,,0.67,,,0.67,1.0,,,0.33,,,0.33
33,0.0,,1.0,,0.67,0.67,,0.67,,0.33,0.67,0.0,,0.33,1.0,,1.0,0.0,0.67,,,,,,0.0,0.33,,,,0.0,0.0,,,,0.33,,,1.0,,,1.0,0.33,0.67,,,0.0,,0.0,,0.33
34,0.0,,1.0,,,1.0,,0.67,1.0,,0.67,0.0,0.67,0.33,1.0,0.0,,,0.67,,0.67,0.0,,,0.0,,0.33,,,,,,0.0,,,0.0,0.0,1.0,,,,0.33,,1.0,,,1.0,0.0,,0.0
35,,,1.0,1.0,0.33,1.0,,0.67,1.0,,,0.0,0.33,,,,1.0,,0.67,,0.67,,,,,,,1.0,1.0,0.0,,,,1.0,0.33,0.0,,1.0,1.0,1.0,,0.33,,1.0,0.0,0.0,,,0.0,
36,0.0,,1.0,1.0,0.67,,0.33,0.67,,,,,0.33,0.33,0.67,0.33,,,0.67,0.33,0.33,,,,,,,1.0,,,0.0,,,1.0,,0.0,0.33,,1.0,1.0,1.0,0.33,0.67,1.0,,,0.67,,,
39,0.0,,1.0,1.0,0.33,,,,1.0,,0.67,0.0,,,1.0,,1.0,,0.67,,0.67,,,1.0,0.0,0.33,0.33,1.0,1.0,,,0.67,,1.0,0.0,,,1.0,,0.67,,,,,,0.33,,0.0,,0.0
40,0.0,,,,0.67,,0.33,0.67,,0.0,,,,,,,,0.0,0.67,,0.33,,0.0,1.0,,,0.33,,,0.0,0.0,1.0,0.0,1.0,0.33,0.0,,1.0,,1.0,1.0,0.33,0.67,1.0,,,,,0.0,
41,0.0,1.0,1.0,,0.33,1.0,0.0,0.67,1.0,0.0,,,0.67,0.33,,,1.0,0.0,0.67,0.33,0.67,,,,,,,1.0,,,0.0,,0.0,,,0.0,,,,1.0,,,,1.0,,,1.0,0.0,,0.0
42,,,,1.0,,,0.0,0.67,1.0,,0.67,0.0,,0.33,1.0,,,,,0.0,0.67,0.0,0.0,,,,0.0,1.0,,,0.0,,,1.0,,0.0,0.0,1.0,,,1.0,,,1.0,0.0,0.33,,0.0,,0.0
43,0.0,1.0,,0.67,,0.67,0.33,,,,,0.0,0.33,0.0,0.67,,,,,,,0.0,0.0,,,0.0,0.33,,,,0.0,,0.0,,0.67,0.0,0.33,,1.0,,1.0,0.0,0.67,1.0,,,,,0.0,0.33
44,,1.0,,,,0.67,,0.33,,,0.67,0.0,0.33,,0.67,0.33,1.0,0.0,1.0,,,0.0,,,,0.33,0.33,,,0.0,0.0,,0.0,,,,0.33,,0.67,,0.67,0.33,,1.0,,0.0,0.33,,0.0,
46,,1.0,,0.67,,,0.33,0.33,,0.33,0.67,0.0,0.33,0.0,,,1.0,,1.0,,0.33,0.0,0.0,1.0,0.0,,0.33,,,0.0,,,0.33,1.0,0.67,,,,,,0.67,,0.33,,,0.0,,0.0,,
47,0.0,,,1.0,,0.67,,,,,0.67,0.0,0.33,,,0.33,,,0.67,0.33,0.67,,,,0.0,0.33,,1.0,1.0,0.0,,,,1.0,0.33,,,1.0,,0.67,1.0,,,,0.0,0.0,0.67,0.0,,0.33
48,0.0,1.0,,,0.33,1.0,0.0,0.67,,,,,,,1.0,,,,0.67,0.33,,,0.0,,0.0,,0.33,1.0,1.0,,0.0,,0.0,,0.33,0.0,0.0,1.0,1.0,,1.0,,,,0.0,0.0,,,,0.0
