"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1",0,8,0,0,12,0.96646785736084,1,0.140965864062309,0.990014433860779,0,0,0
"Legislator 2",0,11,0,0,9,0.970961451530457,1,0.234908208250999,0.972017526626587,0,0,0
"Legislator 3",0,9,0,0,11,0.989764630794525,1,0.217083662748337,0.976153016090393,0,0,0
"Legislator 4",0,10,1,0,9,0.906777143478394,0.95,0.187592938542366,0.791377425193787,0,0,0
"Legislator 5",0,10,0,0,10,0.950716733932495,1,0.132625639438629,0.91541188955307,0,0,0
"Legislator 6",0,8,0,0,11,0.992134928703308,1,0.2410589158535,0.970510482788086,0,0,0
"Legislator 7",0,7,1,1,11,0.88805502653122,0.9,0.17533278465271,0.956972897052765,0,0,0
"Legislator 8",0,9,0,0,10,0.98556399345398,1,0.263214856386185,0.964737236499786,0,0,0
"Legislator 9",0,11,0,0,9,0.965875029563904,1,0.244178712368011,0.969730198383331,0,0,0
"Legislator 10",0,7,0,0,13,0.983462810516357,1,0.344734936952591,0.938700139522552,0,0,0
"Legislator 11",0,8,0,0,11,0.985765755176544,1,0.177055060863495,0.884646892547607,0,0,0
"Legislator 12",0,10,1,0,9,0.900761723518372,0.95,0.233076959848404,0.952881157398224,0,0,0
"Legislator 13",0,9,0,0,10,0.892220139503479,1,0.248431712388992,0.697368919849396,0,0,0
"Legislator 14",0,6,0,0,14,0.982132852077484,1,0.269837617874146,0.962905824184418,0,0,0
"Legislator 15",0,5,0,1,13,0.907662451267242,0.947368421052632,-0.085502065718174,0.996337950229645,0,0,0
"Legislator 16",0,9,0,0,11,0.927137613296509,1,-0.0200111102312803,0.987872123718262,0,0,0
"Legislator 17",0,9,0,0,11,0.934953927993774,1,0.163002490997314,0.766120970249176,0,0,0
"Legislator 18",0,7,0,1,12,0.882193028926849,0.95,0.0534392409026623,0.9985710978508,0,0,0
"Legislator 19",0,10,0,3,7,0.728206515312195,0.85,0.296851992607117,0.587433934211731,0,0,0
"Legislator 20",0,9,1,1,8,0.811587512493134,0.894736842105263,0.202297136187553,0.883974134922028,0,0,0
"Legislator 21",0,8,1,0,11,0.926604688167572,0.95,0.179299771785736,0.789192616939545,0,0,0
"Legislator 22",0,9,0,1,9,0.83686101436615,0.947368421052632,0.216863393783569,0.64204078912735,0,0,0
"Legislator 23",0,9,0,1,10,0.956278920173645,0.95,0.131622821092606,0.99129980802536,0,0,0
"Legislator 24",0,6,1,0,12,0.867497146129608,0.947368421052632,0.0650341883301735,0.770888090133667,0,0,0
"Legislator 25",0,8,0,1,11,0.868227958679199,0.95,0.152874082326889,0.435479521751404,0,0,0
"Legislator 26",0,9,0,1,10,0.934440314769745,0.95,0.118364848196507,0.870493471622467,0,0,0
"Legislator 27",0,10,0,0,10,0.967279195785522,1,0.142935380339622,0.989732027053833,0,0,0
"Legislator 28",0,9,0,0,10,0.991942584514618,1,0.287065953016281,0.957910776138306,0,0,0
"Legislator 29",0,7,1,0,12,0.921799957752228,0.95,0.134846046566963,0.68352347612381,0,0,0
"Legislator 30",0,9,1,0,10,0.934451639652252,0.95,0.2020323574543,0.70084410905838,0,0,0
"Legislator 31",0,10,1,0,8,0.905131816864014,0.947368421052632,0.209025248885155,0.977910220623016,0,0,0
"Legislator 32",0,7,0,0,13,0.98513525724411,1,0.362738132476807,0.931891143321991,0,0,0
"Legislator 33",0,9,0,0,10,0.996389448642731,1,0.259047865867615,0.965864539146423,0,0,0
"Legislator 34",0,13,0,0,7,0.94922137260437,1,0.384210050106049,0.9232457280159,0,0,0
"Legislator 35",0,10,0,0,9,0.987593829631805,1,0.369144648313522,0.929371953010559,0,0,0
"Legislator 36",0,10,0,0,10,0.983304679393768,1,0.0711907520890236,0.997462630271912,0,0,0
"Legislator 37",0,8,0,0,12,0.97162127494812,1,0.0114792222157121,0.999934136867523,0,0,0
"Legislator 38",0,7,0,1,12,0.899632930755615,0.95,0.0192154254764318,0.815969288349152,0,0,0
"Legislator 39",0,13,0,0,7,0.922630786895752,1,0.148503348231316,0.845428466796875,0,0,0
"Legislator 40",0,9,0,0,11,0.97653341293335,1,0.337987124919891,0.941150724887848,0,0,0
"Legislator 41",0,5,0,0,14,0.984193444252014,1,0.243718594312668,0.969845950603485,0,0,0
"Legislator 42",0,11,0,0,9,0.963214874267578,1,0.12093548476696,0.992660403251648,0,0,0
"Legislator 43",0,12,0,0,8,0.945130586624146,1,0.236031576991081,0.971745371818542,0,0,0
"Legislator 44",0,9,0,0,11,0.949917733669281,1,0.0203637536615133,0.999792695045471,0,0,0
"Legislator 45",0,9,1,0,9,0.90101432800293,0.947368421052632,0.243110701441765,0.942877233028412,0,0,0
