"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1",0,15,0,0,15,0.975728034973145,1,0.374970018863678,0.927036941051483,0,0,0
"Legislator 2",0,18,0,0,12,0.958294212818146,1,0.328314453363419,0.944568514823914,0,0,0
"Legislator 3",0,14,0,0,16,0.95435756444931,1,0.269817858934402,0.922148764133453,0,0,0
"Legislator 4",0,11,0,0,19,0.962332844734192,1,0.296853870153427,0.677359104156494,0,0,0
"Legislator 5",0,15,0,0,15,0.973184049129486,1,0.267601042985916,0.915567338466644,0,0,0
"Legislator 6",0,16,0,0,14,0.971644997596741,1,0.347075998783112,0.937836945056915,0,0,0
"Legislator 7",0,11,1,0,18,0.956756770610809,0.966666666666667,0.320075541734695,0.679245352745056,0,0,0
"Legislator 8",0,16,0,0,14,0.973468899726868,1,0.332341730594635,0.94315904378891,0,0,0
"Legislator 9",0,14,0,0,16,0.95533961057663,1,0.361687183380127,0.932299435138702,0,0,0
"Legislator 10",0,12,1,1,16,0.87931877374649,0.933333333333333,0.301689207553864,0.663975894451141,0,0,0
"Legislator 11",0,14,0,1,15,0.945801854133606,0.966666666666667,0.302072763442993,0.936967551708221,0,0,0
"Legislator 12",0,15,0,0,15,0.958477437496185,1,0.400604605674744,0.916251063346863,0,0,0
"Legislator 13",0,15,0,0,15,0.946868658065796,1,0.364152669906616,0.72197812795639,0,0,0
"Legislator 14",0,15,1,0,14,0.916151165962219,0.966666666666667,0.273490607738495,0.780823945999146,0,0,0
"Legislator 15",0,16,0,0,14,0.933720052242279,1,0.0489595644176006,0.998800814151764,0,0,0
"Legislator 16",0,14,0,0,16,0.987667620182037,1,0.108568884432316,0.99408894777298,0,0,0
"Legislator 17",0,13,1,1,15,0.921961069107056,0.933333333333333,0.433320939540863,0.680991649627686,0,0,0
"Legislator 18",0,10,1,0,19,0.928448796272278,0.966666666666667,-0.0105149922892451,0.844945192337036,0,0,0
"Legislator 19",0,15,0,1,14,0.840655088424683,0.966666666666667,0.713777840137482,0.700372159481049,0,0,0
"Legislator 20",0,12,0,1,17,0.93224710226059,0.966666666666667,0.401010602712631,0.741760969161987,0,0,0
"Legislator 21",0,14,1,1,14,0.912257134914398,0.933333333333333,0.326347976922989,0.889363884925842,0,0,0
"Legislator 22",0,16,0,0,14,0.984104871749878,1,0.35351037979126,0.935430645942688,0,0,0
"Legislator 23",0,12,0,1,17,0.960540533065796,0.966666666666667,0.0403319671750069,0.999186336994171,0,0,0
"Legislator 24",0,11,2,1,16,0.887302935123444,0.9,0.065292052924633,0.805247366428375,0,0,0
"Legislator 25",0,11,0,1,18,0.922897517681122,0.966666666666667,0.28886952996254,0.584229528903961,0,0,0
"Legislator 26",0,13,0,0,17,0.95670485496521,1,0.33860656619072,0.786385774612427,0,0,0
"Legislator 27",0,12,0,0,18,0.97358238697052,1,0.265893071889877,0.722409904003143,0,0,0
"Legislator 28",0,10,0,0,20,0.962799906730652,1,0.331358700990677,0.795826733112335,0,0,0
"Legislator 29",0,14,0,1,15,0.923319816589355,0.966666666666667,0.330845236778259,0.502154052257538,0,0,0
"Legislator 30",0,15,0,0,15,0.957901000976562,1,0.490564107894897,0.871405065059662,0,0,0
"Legislator 31",0,16,0,0,14,0.978522837162018,1,0.289154201745987,0.957282543182373,0,0,0
"Legislator 32",0,13,0,0,17,0.969655513763428,1,0.3165482878685,0.657861649990082,0,0,0
"Legislator 33",0,16,0,0,14,0.943636775016785,1,0.321659326553345,0.9468554854393,0,0,0
"Legislator 34",0,14,1,1,14,0.901188969612122,0.933333333333333,0.367005825042725,0.748036086559296,0,0,0
"Legislator 35",0,14,1,0,15,0.941912293434143,0.966666666666667,0.450204819440842,0.892925202846527,0,0,0
"Legislator 36",0,14,1,0,15,0.970811367034912,0.966666666666667,0.195574283599854,0.980688869953156,0,0,0
"Legislator 37",0,13,0,0,17,0.944014966487885,1,0.117762297391891,0.993041813373566,0,0,0
"Legislator 38",0,11,0,1,18,0.939030051231384,0.966666666666667,0.0476281307637691,0.998865187168121,0,0,0
"Legislator 39",0,17,0,0,13,0.926619470119476,1,0.320138841867447,0.71267956495285,0,0,0
"Legislator 40",0,14,1,1,14,0.896725177764893,0.933333333333333,0.416183769702911,0.893192052841187,0,0,0
"Legislator 41",0,13,1,0,16,0.947464525699615,0.966666666666667,0.18425065279007,0.718585312366486,0,0,0
"Legislator 42",0,11,1,0,18,0.948107719421387,0.966666666666667,0.188068062067032,0.807856678962708,0,0,0
"Legislator 43",0,14,0,0,16,0.967081785202026,1,0.384093374013901,0.923294246196747,0,0,0
"Legislator 44",0,13,0,0,17,0.94746595621109,1,0.134038358926773,0.99097615480423,0,0,0
"Legislator 45",0,14,1,0,15,0.92093813419342,0.966666666666667,0.258890569210052,0.697739958763123,0,0,0
"Legislator 46",0,17,0,1,12,0.91770613193512,0.966666666666667,0.317786902189255,0.701474726200104,0,0,0
"Legislator 47",0,13,1,0,16,0.931152939796448,0.966666666666667,0.354006499052048,0.788836061954498,0,0,0
"Legislator 48",0,11,2,0,17,0.904407560825348,0.933333333333333,0.23671780526638,0.791268289089203,0,0,0
"Legislator 49",0,12,1,0,17,0.929454803466797,0.966666666666667,0.154429540038109,0.774052143096924,0,0,0
"Legislator 50",0,16,0,0,14,0.983888804912567,1,0.296692460775375,0.954973042011261,0,0,0
"Legislator 51",1,10,1,0,19,0.91206032037735,0.966666666666667,-0.654780149459839,0.525821805000305,0,0,0
"Legislator 52",1,10,0,0,20,0.912584722042084,1,-0.983217179775238,0.0751574337482452,0,0,0
"Legislator 53",1,11,0,0,19,0.966288268566132,1,-0.870350778102875,0.334355533123016,0,0,0
"Legislator 54",1,10,2,0,18,0.859206318855286,0.933333333333333,-0.87442147731781,0.352766692638397,0,0,0
"Legislator 55",1,12,0,1,17,0.896755397319794,0.966666666666667,-0.674968183040619,0.544586658477783,0,0,0
"Legislator 56",1,14,0,0,16,0.890931129455566,1,-0.606455862522125,0.312020003795624,0,0,0
"Legislator 57",1,12,1,1,16,0.912658214569092,0.933333333333333,-0.701087594032288,0.460905939340591,0,0,0
"Legislator 58",1,13,0,0,17,0.93620640039444,1,-0.700716614723206,0.713439702987671,0,0,0
"Legislator 59",1,9,1,0,20,0.913053333759308,0.966666666666667,-0.9788738489151,0.185948252677917,0,0,0
"Legislator 60",1,16,0,0,14,0.933270275592804,1,-0.8391193151474,0.380159199237823,0,0,0
"Legislator 61",1,7,2,0,21,0.899852931499481,0.933333333333333,-0.858761072158813,0.184229284524918,0,0,0
"Legislator 62",1,15,2,0,13,0.90134608745575,0.933333333333333,-0.619211435317993,0.760315835475922,0,0,0
"Legislator 63",1,12,0,0,18,0.931493818759918,1,-0.802143633365631,0.534266412258148,0,0,0
"Legislator 64",1,16,0,0,14,0.982239007949829,1,-0.58663535118103,0.809851169586182,0,0,0
"Legislator 65",1,10,0,0,20,0.972112059593201,1,-0.729739725589752,0.683724999427795,0,0,0
"Legislator 66",1,15,1,0,14,0.872806966304779,0.966666666666667,-0.996440351009369,0.0843003839254379,0,0,0
"Legislator 67",1,12,0,0,18,0.970069050788879,1,-0.753911316394806,0.636222898960114,0,0,0
"Legislator 68",1,15,0,0,15,0.948055505752563,1,-0.660725176334381,0.564873218536377,0,0,0
"Legislator 69",1,12,0,0,18,0.972950458526611,1,-0.731182873249054,0.682181417942047,0,0,0
"Legislator 70",1,13,1,0,16,0.913312435150146,0.966666666666667,-0.795654654502869,0.197025030851364,0,0,0
"Legislator 71",1,10,0,1,19,0.89333313703537,0.966666666666667,-0.60686856508255,0.463761955499649,0,0,0
"Legislator 72",1,11,1,0,18,0.886121928691864,0.966666666666667,-0.831294417381287,0.219236120581627,0,0,0
"Legislator 73",1,11,0,0,19,0.94897323846817,1,-0.766553223133087,0.641673982143402,0,0,0
"Legislator 74",1,12,0,1,17,0.916131794452667,0.966666666666667,-0.746402621269226,0.485299825668335,0,0,0
"Legislator 75",1,10,0,0,20,0.924139618873596,1,-0.691584885120392,0.616765022277832,0,0,0
"Legislator 76",1,14,1,0,15,0.889464855194092,0.966666666666667,-0.881846249103546,0.352859109640121,0,0,0
"Legislator 77",1,7,4,0,19,0.834035098552704,0.866666666666667,-0.97023993730545,0.242145955562592,0,0,0
"Legislator 78",1,10,1,0,19,0.910121738910675,0.966666666666667,-0.980946183204651,0.194279506802559,0,0,0
"Legislator 79",1,15,1,0,14,0.928692877292633,0.966666666666667,-0.72565096616745,0.565187156200409,0,0,0
"Legislator 80",1,10,0,0,20,0.953242480754852,1,-0.83295863866806,0.553335249423981,0,0,0
"Legislator 81",1,10,0,0,20,0.957803845405579,1,-0.827240586280823,0.561847746372223,0,0,0
"Legislator 82",1,11,0,0,19,0.905655086040497,1,-0.995724499225616,0.0923731699585915,0,0,0
"Legislator 83",1,13,0,0,17,0.957369089126587,1,-0.682709395885468,0.692205309867859,0,0,0
"Legislator 84",1,10,1,1,18,0.896817326545715,0.933333333333333,-0.731716513633728,0.475981295108795,0,0,0
"Legislator 85",1,13,0,0,17,0.932290077209473,1,-0.729434728622437,0.684050381183624,0,0,0
"Legislator 86",1,13,0,0,17,0.946195602416992,1,-0.616138815879822,0.67347526550293,0,0,0
"Legislator 87",1,13,1,0,16,0.886214733123779,0.966666666666667,-0.8875492811203,0.400932282209396,0,0,0
"Legislator 88",1,12,0,0,18,0.933833539485931,1,-0.664169907569885,0.648683547973633,0,0,0
"Legislator 89",1,14,1,0,15,0.923103272914886,0.966666666666667,-0.734983444213867,0.557911574840546,0,0,0
"Legislator 90",1,8,0,0,22,0.909882068634033,1,-0.999153316020966,0.0411414466798306,0,0,0
"Legislator 91",1,15,1,1,13,0.94969254732132,0.933333333333333,-0.734165489673615,0.678970634937286,0,0,0
"Legislator 92",1,11,2,0,17,0.900272846221924,0.933333333333333,-0.978562653064728,0.205949261784554,0,0,0
"Legislator 93",1,9,0,0,21,0.892792642116547,1,-0.959098219871521,0.103407070040703,0,0,0
"Legislator 94",1,13,0,0,17,0.895703554153442,1,-0.950621426105499,0.0335231684148312,0,0,0
"Legislator 95",2,16,2,0,12,0.89462947845459,0.933333333333333,0.457344084978104,-0.755460262298584,0,0,0
"Legislator 96",2,15,1,0,14,0.907860100269318,0.966666666666667,0.508728325366974,-0.152082055807114,0,0,0
"Legislator 97",2,20,0,0,10,0.965478718280792,1,0.871431589126587,-0.490517050027847,0,0,0
"Legislator 98",2,21,1,1,7,0.906321883201599,0.933333333333333,0.240666314959526,-0.662107884883881,0,0,0
"Legislator 99",2,21,0,0,9,0.935466229915619,1,0.581452310085297,-0.661252319812775,0,0,0
"Legislator 100",2,17,0,0,13,0.969814002513885,1,0.863451361656189,-0.504432201385498,0,0,0
"Legislator 101",2,16,0,0,14,0.96164733171463,1,0.855432987213135,-0.517913520336151,0,0,0
"Legislator 102",2,18,1,0,11,0.936901867389679,0.966666666666667,0.886848330497742,-0.462060570716858,0,0,0
"Legislator 103",2,18,0,0,12,0.959417164325714,1,0.830052137374878,-0.557685852050781,0,0,0
"Legislator 104",2,17,1,0,12,0.943432450294495,0.966666666666667,0.866903901100159,-0.498475402593613,0,0,0
"Legislator 105",2,19,0,0,11,0.939441978931427,1,0.564154744148254,-0.590448081493378,0,0,0
"Legislator 106",2,19,0,0,11,0.912504017353058,1,0.375908732414246,-0.326589435338974,0,0,0
"Legislator 107",2,17,0,0,13,0.956454157829285,1,0.842067778110504,-0.53937166929245,0,0,0
"Legislator 108",2,16,0,0,14,0.967097580432892,1,0.85914933681488,-0.511724829673767,0,0,0
"Legislator 109",2,16,1,0,13,0.884091556072235,0.966666666666667,0.57077020406723,-0.139300689101219,0,0,0
"Legislator 110",2,13,1,0,16,0.881562411785126,0.966666666666667,0.474758803844452,-0.39382141828537,0,0,0
"Legislator 111",2,15,1,0,14,0.941842973232269,0.966666666666667,0.881280362606049,-0.472593903541565,0,0,0
"Legislator 112",2,17,0,0,13,0.965268194675446,1,0.846249639987946,-0.532786428928375,0,0,0
"Legislator 113",2,14,0,0,16,0.954401910305023,1,0.733946204185486,-0.629758775234222,0,0,0
"Legislator 114",2,16,0,0,14,0.970519125461578,1,0.801033973693848,-0.598618805408478,0,0,0
"Legislator 115",2,17,1,0,12,0.925887644290924,0.966666666666667,0.372394293546677,-0.202611058950424,0,0,0
"Legislator 116",2,18,0,0,12,0.960633158683777,1,0.790390491485596,-0.466926217079163,0,0,0
"Legislator 117",2,17,0,2,11,0.904974400997162,0.933333333333333,0.793043255805969,-0.33032688498497,0,0,0
"Legislator 118",2,13,0,0,17,0.980917096138,1,0.794669449329376,-0.607042491436005,0,0,0
"Legislator 119",2,18,1,0,11,0.92540580034256,0.966666666666667,0.576972723007202,-0.568179368972778,0,0,0
"Legislator 120",2,20,0,0,10,0.968278169631958,1,0.811363160610199,-0.584542334079742,0,0,0
"Legislator 121",2,18,0,0,12,0.97444099187851,1,0.858510613441467,-0.512795746326447,0,0,0
"Legislator 122",2,16,0,0,14,0.970592975616455,1,0.880758166313171,-0.473566234111786,0,0,0
