"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1",0,21,0,0,24,0.968343794345856,1,0.261870443820953,0.965103030204773,0,0,0
"Legislator 2",0,21,0,0,24,0.955597758293152,1,0.218402296304703,0.975858867168427,0,0,0
"Legislator 3",0,20,0,0,25,0.955100774765015,1,0.23428538441658,0.97216784954071,0,0,0
"Legislator 4",0,20,1,0,24,0.947043597698212,0.977777777777778,0.172165930271149,0.733506560325623,0,0,0
"Legislator 5",0,20,0,1,24,0.94654369354248,0.977777777777778,0.181298330426216,0.858469724655151,0,0,0
"Legislator 6",0,22,0,0,23,0.956868708133698,1,0.239744693040848,0.97083592414856,0,0,0
"Legislator 7",0,20,1,0,24,0.941340804100037,0.977777777777778,0.182488977909088,0.767913401126862,0,0,0
"Legislator 8",0,17,1,0,27,0.947774112224579,0.977777777777778,0.116104304790497,0.99323707818985,0,0,0
"Legislator 9",0,21,0,0,24,0.965427696704865,1,0.223937153816223,0.974603652954102,0,0,0
"Legislator 10",0,21,1,0,23,0.947370648384094,0.977777777777778,0.208441257476807,0.765810549259186,0,0,0
"Legislator 11",0,19,1,1,24,0.928956508636475,0.955555555555556,0.179914981126785,0.91238671541214,0,0,0
"Legislator 12",0,19,1,1,24,0.931037485599518,0.955555555555556,0.208915755152702,0.919791758060455,0,0,0
"Legislator 13",0,19,1,0,25,0.946107268333435,0.977777777777778,0.179464504122734,0.742000818252563,0,0,0
"Legislator 14",0,19,1,1,24,0.929338455200195,0.955555555555556,0.19561792910099,0.915625154972076,0,0,0
"Legislator 15",0,19,0,1,25,0.941498041152954,0.977777777777778,0.00709824031218886,0.999974846839905,0,0,0
"Legislator 16",0,20,1,0,24,0.952377796173096,0.977777777777778,0.0951281487941742,0.995465040206909,0,0,0
"Legislator 17",0,19,0,1,25,0.908148884773254,0.977777777777778,0.21406327188015,0.678880989551544,0,0,0
"Legislator 18",0,18,1,1,25,0.921193659305573,0.955555555555556,0.0115408217534423,0.999933481216431,0,0,0
"Legislator 19",0,20,1,4,20,0.719543516635895,0.888888888888889,0.34125742316246,0.570949971675873,0,0,0
"Legislator 20",0,20,1,2,22,0.89229691028595,0.933333333333333,0.195577353239059,0.854411959648132,0,0,0
"Legislator 21",0,19,1,1,24,0.937561690807343,0.955555555555556,0.24424897134304,0.923904836177826,0,0,0
"Legislator 22",0,20,1,2,22,0.896531939506531,0.933333333333333,0.216942355036736,0.871432065963745,0,0,0
"Legislator 23",0,19,0,1,25,0.957877337932587,0.977777777777778,0.0179229006171227,0.99983936548233,0,0,0
"Legislator 24",0,19,1,1,24,0.903141438961029,0.955555555555556,0.0539747290313244,0.951661884784698,0,0,0
"Legislator 25",0,20,0,1,24,0.914753437042236,0.977777777777778,0.224728688597679,0.636740744113922,0,0,0
"Legislator 26",0,20,0,0,25,0.939219117164612,1,0.179380550980568,0.747403979301453,0,0,0
"Legislator 27",0,19,1,0,25,0.944063901901245,0.977777777777778,0.159898638725281,0.831588447093964,0,0,0
"Legislator 28",0,21,0,1,23,0.93515545129776,0.977777777777778,0.126234650611877,0.969861388206482,0,0,0
"Legislator 29",0,20,1,1,23,0.912763595581055,0.955555555555556,0.228776007890701,0.916537702083588,0,0,0
"Legislator 30",0,20,1,1,23,0.935207962989807,0.955555555555556,0.232471585273743,0.919007122516632,0,0,0
"Legislator 31",0,22,0,0,23,0.962836444377899,1,0.261306613683701,0.965255796909332,0,0,0
"Legislator 32",0,18,0,1,26,0.913556039333344,0.977777777777778,0.247572630643845,0.675897479057312,0,0,0
"Legislator 33",0,21,0,0,24,0.9576735496521,1,0.235705763101578,0.971824407577515,0,0,0
"Legislator 34",0,19,1,2,23,0.890027165412903,0.933333333333333,0.191075071692467,0.854579269886017,0,0,0
"Legislator 35",0,19,1,2,23,0.894236624240875,0.933333333333333,0.203792363405228,0.845545768737793,0,0,0
"Legislator 36",0,21,0,1,23,0.960671663284302,0.977777777777778,0.0698916241526604,0.997554540634155,0,0,0
"Legislator 37",0,18,2,0,25,0.928712427616119,0.955555555555556,0.0822346210479736,0.843599438667297,0,0,0
"Legislator 38",0,16,1,2,26,0.896175384521484,0.933333333333333,-0.011837619356811,0.91397488117218,0,0,0
"Legislator 39",0,23,0,0,22,0.93529599905014,1,0.179339349269867,0.747866272926331,0,0,0
"Legislator 40",0,20,1,2,22,0.89534991979599,0.933333333333333,0.218391925096512,0.847585380077362,0,0,0
"Legislator 41",0,18,2,0,25,0.923494756221771,0.955555555555556,0.125837326049805,0.867771208286285,0,0,0
"Legislator 42",0,19,3,0,23,0.912616968154907,0.933333333333333,0.0580713525414467,0.819124162197113,0,0,0
"Legislator 43",0,20,0,0,25,0.973240911960602,1,0.244107410311699,0.969748198986053,0,0,0
"Legislator 44",0,19,1,1,24,0.913745820522308,0.955555555555556,-0.0139775332063437,0.837112903594971,0,0,0
"Legislator 45",0,20,1,1,23,0.930238842964172,0.955555555555556,0.20360192656517,0.919306933879852,0,0,0
"Legislator 46",0,21,0,0,24,0.941015958786011,1,0.205852136015892,0.709436774253845,0,0,0
