"","correctYea","wrongYea","wrongNay","correctNay","GMP","PRE","spread1D","spread2D","midpoint1D","midpoint2D","beta","weight1D","weight2D"
"1",40,1,2,171,0.929448127746582,0.928571428571429,-0.390369474887848,0.727433264255524,0.438827306032181,-0.35335898399353,17.0815086364746,0.699274897575378,0.561507165431976
"2",151,6,0,57,0.854906618595123,0.904761904761905,-0.221268698573112,-0.471285849809647,-0.530530214309692,-0.163387566804886,17.0815086364746,0.699274897575378,0.561507165431976
"3",165,1,1,55,0.94991660118103,0.964285714285714,-1.40647184848785,-0.0941390544176102,-0.609595656394958,-0.152300491929054,17.0815086364746,0.699274897575378,0.561507165431976
"4",115,0,0,97,0.962131261825562,1,-1.1913880109787,-0.332546710968018,-0.191387996077538,-0.31261357665062,17.0815086364746,0.699274897575378,0.561507165431976
"5",84,19,12,101,0.731810450553894,0.677083333333333,0.207310006022453,-0.238861292600632,-0.274453908205032,0.0707379654049873,17.0815086364746,0.699274897575378,0.561507165431976
"6",131,2,1,83,0.939793944358826,0.964705882352941,-1.36041390895844,0.0173399057239294,-0.360413879156113,-0.318937480449677,17.0815086364746,0.699274897575378,0.561507165431976
"7",56,0,0,158,0.956916987895966,1,1.39315056800842,-0.179903045296669,-0.577455282211304,-0.382871776819229,17.0815086364746,0.699274897575378,0.561507165431976
"8",26,9,1,180,0.894646048545837,0.62962962962963,-0.160000026226044,-1.55022609233856,0.521159291267395,0.70527058839798,17.0815086364746,0.699274897575378,0.561507165431976
"9",150,9,1,58,0.837482690811157,0.850746268656716,-0.198305413126945,-0.477221548557281,-0.549731075763702,-0.161374315619469,17.0815086364746,0.699274897575378,0.561507165431976
"10",130,3,4,78,0.897461831569672,0.91358024691358,0.508513271808624,0.409234404563904,0.0808609426021576,0.251251816749573,17.0815086364746,0.699274897575378,0.561507165431976
"11",51,0,4,160,0.931699156761169,0.927272727272727,-0.0926477909088135,-1.6641640663147,0.719273388385773,0.498004138469696,17.0815086364746,0.699274897575378,0.561507165431976
"12",35,9,1,168,0.883277773857117,0.722222222222222,0.167746901512146,0.883447706699371,-0.56426990032196,-0.409648299217224,17.0815086364746,0.699274897575378,0.561507165431976
"13",71,3,13,125,0.747246325016022,0.80952380952381,-0.201263099908829,0.279082655906677,0.076412245631218,-0.0106899999082088,17.0815086364746,0.699274897575378,0.561507165431976
"14",67,2,6,148,0.848060369491577,0.89041095890411,-0.19471475481987,0.530780971050262,0.259749174118042,-0.15965037047863,17.0815086364746,0.699274897575378,0.561507165431976
"15",177,0,0,45,0.982124447822571,1,-1.41551232337952,0.942112684249878,-0.725515723228455,0.094929926097393,17.0815086364746,0.699274897575378,0.561507165431976
"16",108,2,5,107,0.90259861946106,0.935779816513762,1.0626392364502,-0.0584354996681213,-0.0626391917467117,0.251741260290146,17.0815086364746,0.699274897575378,0.561507165431976
