"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1",0,23,0,0,27,0.959072947502136,1,0.355607777833939,0.93463522195816,0,0,0
"Legislator 2",0,23,0,0,27,0.959072947502136,1,0.35560867190361,0.934634923934937,0,0,0
"Legislator 3",0,23,0,0,27,0.959072947502136,1,0.355607777833939,0.93463522195816,0,0,0
"Legislator 4",0,22,1,0,27,0.936653137207031,0.98,0.334369778633118,0.738133370876312,0,0,0
"Legislator 5",0,23,0,1,26,0.944607496261597,0.98,0.429421961307526,0.90310400724411,0,0,0
"Legislator 6",0,23,0,0,27,0.959072947502136,1,0.35560867190361,0.934634923934937,0,0,0
"Legislator 7",0,23,1,0,26,0.936205625534058,0.98,0.478260725736618,0.878217935562134,0,0,0
"Legislator 8",0,22,1,0,27,0.9545117020607,0.98,0.266841977834702,0.963740289211273,0,0,0
"Legislator 9",0,23,0,0,27,0.959072947502136,1,0.355607777833939,0.93463522195816,0,0,0
"Legislator 10",0,22,1,2,25,0.906397998332977,0.94,0.37225529551506,0.880570411682129,0,0,0
"Legislator 11",0,23,1,0,26,0.936228394508362,0.98,0.478152275085449,0.878276884555817,0,0,0
"Legislator 12",0,23,1,0,26,0.936224520206451,0.98,0.478257179260254,0.878219783306122,0,0,0
"Legislator 13",0,22,1,0,27,0.936658442020416,0.98,0.334411978721619,0.738130450248718,0,0,0
"Legislator 14",0,23,1,0,26,0.936220407485962,0.98,0.478358924388885,0.878164410591125,0,0,0
"Legislator 15",0,22,0,1,27,0.934984564781189,0.98,0.0481341294944286,0.998840868473053,0,0,0
"Legislator 16",0,22,1,0,27,0.954511284828186,0.98,0.266836374998093,0.963741838932037,0,0,0
"Legislator 17",0,22,0,1,27,0.912868440151215,0.98,0.355870187282562,0.702976226806641,0,0,0
"Legislator 18",0,20,1,1,28,0.913525938987732,0.96,0.150632336735725,0.852873086929321,0,0,0
"Legislator 19",0,21,1,4,24,0.746055364608765,0.9,0.509478390216827,0.667418718338013,0,0,0
"Legislator 20",0,22,1,2,25,0.906397998332977,0.94,0.37225529551506,0.880570411682129,0,0,0
"Legislator 21",0,23,1,0,26,0.936220288276672,0.98,0.478348851203918,0.878169894218445,0,0,0
"Legislator 22",0,22,1,2,25,0.906372845172882,0.94,0.372103840112686,0.880436897277832,0,0,0
"Legislator 23",0,22,0,1,27,0.95976060628891,0.98,0.201238498091698,0.979542255401611,0,0,0
"Legislator 24",0,20,2,1,27,0.896940350532532,0.94,0.18011885881424,0.927877604961395,0,0,0
"Legislator 25",0,22,0,1,27,0.912854909896851,0.98,0.355784505605698,0.703148663043976,0,0,0
"Legislator 26",0,23,1,0,26,0.937959492206573,0.98,0.315894067287445,0.774348020553589,0,0,0
"Legislator 27",0,21,2,0,27,0.928467988967896,0.96,0.263934046030045,0.862977564334869,0,0,0
"Legislator 28",0,23,0,1,26,0.944607496261597,0.98,0.429440766572952,0.903095006942749,0,0,0
"Legislator 29",0,22,1,2,25,0.906375765800476,0.94,0.37212148308754,0.880612909793854,0,0,0
"Legislator 30",0,23,1,0,26,0.936204433441162,0.98,0.47821506857872,0.87824285030365,0,0,0
"Legislator 31",0,23,0,0,27,0.959072947502136,1,0.355609744787216,0.934634566307068,0,0,0
"Legislator 32",0,22,1,1,26,0.912839949131012,0.96,0.355690151453018,0.703393816947937,0,0,0
"Legislator 33",0,23,0,0,27,0.959072947502136,1,0.355609685182571,0.934634566307068,0,0,0
"Legislator 34",0,22,1,2,25,0.906397998332977,0.94,0.37225529551506,0.880570411682129,0,0,0
"Legislator 35",0,22,1,2,25,0.906397998332977,0.94,0.37225529551506,0.880570411682129,0,0,0
"Legislator 36",0,22,0,1,27,0.959758937358856,0.98,0.20123279094696,0.979543507099152,0,0,0
"Legislator 37",0,21,2,0,27,0.928468585014343,0.96,0.26385310292244,0.862943828105927,0,0,0
"Legislator 38",0,20,1,2,27,0.898040354251862,0.94,0.130116909742355,0.951391458511353,0,0,0
"Legislator 39",0,23,1,0,26,0.937959492206573,0.98,0.315894067287445,0.774263978004456,0,0,0
"Legislator 40",0,22,1,2,25,0.906375765800476,0.94,0.37212148308754,0.880612909793854,0,0,0
"Legislator 41",0,21,2,0,27,0.928468585014343,0.96,0.26385310292244,0.862943828105927,0,0,0
"Legislator 42",0,20,2,0,28,0.919892609119415,0.96,0.200286224484444,0.832384705543518,0,0,0
"Legislator 43",0,23,0,0,27,0.959072947502136,1,0.355609744787216,0.934634566307068,0,0,0
"Legislator 44",0,20,1,1,28,0.913507342338562,0.96,0.150707274675369,0.852928519248962,0,0,0
"Legislator 45",0,23,1,0,26,0.936193585395813,0.98,0.478137254714966,0.878285109996796,0,0,0
"Legislator 46",0,22,0,1,27,0.912839293479919,0.98,0.355685472488403,0.703087568283081,0,0,0
"Legislator 47",0,23,1,0,26,0.936213791370392,0.98,0.478339284658432,0.87817507982254,0,0,0
"Legislator 48",0,21,2,0,27,0.928468585014343,0.96,0.26385310292244,0.862943828105927,0,0,0
"Legislator 49",0,21,2,0,27,0.928468585014343,0.96,0.26385310292244,0.862943828105927,0,0,0
"Legislator 50",0,21,2,0,27,0.928467929363251,0.96,0.263934046030045,0.862971723079681,0,0,0
"Legislator 51",1,19,1,0,30,0.932735621929169,0.98,-0.764762461185455,0.593457639217377,0,0,0
"Legislator 52",1,18,1,0,31,0.897678434848785,0.98,-0.932149529457092,0.12591327726841,0,0,0
"Legislator 53",1,18,1,0,31,0.897678434848785,0.98,-0.932149529457092,0.125908270478249,0,0,0
"Legislator 54",1,18,3,0,29,0.878841698169708,0.94,-0.888934552669525,0.27632349729538,0,0,0
"Legislator 55",1,20,0,1,29,0.923340022563934,0.98,-0.729256272315979,0.574842572212219,0,0,0
"Legislator 56",1,19,1,2,28,0.894824862480164,0.94,-0.639117777347565,0.451754629611969,0,0,0
"Legislator 57",1,19,0,2,29,0.924353837966919,0.96,-0.776900470256805,0.433944851160049,0,0,0
"Legislator 58",1,21,0,0,29,0.942060232162476,1,-0.711827158927917,0.702354669570923,0,0,0
"Legislator 59",1,17,5,0,28,0.875399827957153,0.9,-0.957538664340973,0.234962940216064,0,0,0
"Legislator 60",1,19,0,2,29,0.924359500408173,0.96,-0.776970744132996,0.433994740247726,0,0,0
"Legislator 61",1,18,1,0,31,0.897678434848785,0.98,-0.932149529457092,0.125912547111511,0,0,0
"Legislator 62",1,21,1,1,27,0.896898150444031,0.96,-0.52837210893631,0.805884420871735,0,0,0
"Legislator 63",1,19,1,0,30,0.932735621929169,0.98,-0.764762461185455,0.593457639217377,0,0,0
"Legislator 64",1,23,0,2,25,0.905680000782013,0.96,-0.508161902427673,0.861261546611786,0,0,0
"Legislator 65",1,21,0,0,29,0.942060232162476,1,-0.711827158927917,0.702354669570923,0,0,0
"Legislator 66",1,18,1,0,31,0.897678434848785,0.98,-0.932149529457092,0.125912547111511,0,0,0
"Legislator 67",1,19,1,1,29,0.92319118976593,0.96,-0.779477834701538,0.522424578666687,0,0,0
"Legislator 68",1,20,0,2,28,0.919661700725555,0.96,-0.727846562862396,0.476932942867279,0,0,0
"Legislator 69",1,20,1,0,29,0.938667595386505,0.98,-0.717934012413025,0.646717011928558,0,0,0
"Legislator 70",1,20,2,0,28,0.8938809633255,0.96,-0.8119136095047,0.207322031259537,0,0,0
"Legislator 71",1,19,1,2,28,0.894821882247925,0.94,-0.639175057411194,0.451753199100494,0,0,0
"Legislator 72",1,21,1,0,28,0.899834752082825,0.98,-0.769596576690674,0.247631132602692,0,0,0
"Legislator 73",1,19,1,0,30,0.932735562324524,0.98,-0.764762461185455,0.593002498149872,0,0,0
"Legislator 74",1,19,0,2,29,0.924359500408173,0.96,-0.776970744132996,0.433859556913376,0,0,0
"Legislator 75",1,20,1,0,29,0.938667595386505,0.98,-0.717934012413025,0.646985769271851,0,0,0
"Legislator 76",1,17,5,0,28,0.875458657741547,0.9,-0.958011209964752,0.235008791089058,0,0,0
"Legislator 77",1,17,5,0,28,0.875458657741547,0.9,-0.958011209964752,0.23500882089138,0,0,0
"Legislator 78",1,17,5,0,28,0.875458657741547,0.9,-0.958011209964752,0.235008791089058,0,0,0
"Legislator 79",1,19,1,0,30,0.932735621929169,0.98,-0.764762461185455,0.593457639217377,0,0,0
"Legislator 80",1,19,1,0,30,0.932735621929169,0.98,-0.764762461185455,0.593457639217377,0,0,0
"Legislator 81",1,19,1,0,30,0.932735621929169,0.98,-0.764762461185455,0.593457639217377,0,0,0
"Legislator 82",1,18,1,0,31,0.897678434848785,0.98,-0.932149529457092,0.12591327726841,0,0,0
"Legislator 83",1,21,0,0,29,0.94206178188324,1,-0.711813569068909,0.702368438243866,0,0,0
"Legislator 84",1,19,1,1,29,0.923180401325226,0.96,-0.779349505901337,0.522664546966553,0,0,0
"Legislator 85",1,21,0,0,29,0.942064762115479,1,-0.711885273456573,0.702295660972595,0,0,0
"Legislator 86",1,20,1,0,29,0.938667595386505,0.98,-0.717934012413025,0.646717011928558,0,0,0
"Legislator 87",1,18,3,0,29,0.883717179298401,0.94,-0.891302824020386,0.39692422747612,0,0,0
"Legislator 88",1,20,1,0,29,0.938667595386505,0.98,-0.717934012413025,0.646717011928558,0,0,0
"Legislator 89",1,19,1,1,29,0.923180401325226,0.96,-0.779349505901337,0.522407174110413,0,0,0
"Legislator 90",1,18,1,0,31,0.897678375244141,0.98,-0.932149529457092,0.125946044921875,0,0,0
"Legislator 91",1,20,1,0,29,0.929662227630615,0.98,-0.762735784053802,0.646710276603699,0,0,0
"Legislator 92",1,18,4,0,28,0.885744154453278,0.92,-0.96572357416153,0.259572923183441,0,0,0
