,x,y
0,0.2880965378699327,0.5342046112395593
1,0.4224703966554697,0.4999048378875418
2,0.31299616269386416,0.528975074934337
3,0.2654260830162874,0.5385500674611878
4,0.3083556903308702,0.5299865869653789
6,0.23078979746859593,0.5444454876433011
7,0.22466309264345305,0.4252147010303279
8,0.17364709722912117,0.5522736033503154
10,0.28611747003044025,0.5345996100561479
11,0.26156467769087743,0.47303898583592763
13,0.24604341534242732,0.4140131244925271
14,0.2460704162540852,0.38833615687224204
15,0.25910322289199406,0.3844009832567962
17,0.3611051057794515,0.5174623928373022
18,0.0355313197136153,0.5619061447077204
19,0.18778702373250372,0.5505520654448048
20,0.2353229810767129,0.25016531945144777
21,0.0767538514425059,0.4332662751259874
22,0.36419099103021313,0.3091838237952516
23,0.2835629418242648,0.3147248008305326
24,0.3550875044344085,0.5190070946158444
25,0.2957832189913039,0.44464304545371675
28,0.07599442330629817,0.560412455928656
29,0.0567276987019216,0.5612593655678212
30,0.22670317374462473,0.38497318688826027
31,0.27688164597250914,0.5208148049403152
32,0.15188232774114854,0.554651372212973
33,0.2509850221091621,0.541116034741762
34,0.2240216147728087,0.44869780801931813
35,0.1773424277007506,0.46675573949286797
36,0.2732901672761654,0.5370869462613118
39,0.23464520870160072,0.39554883191144113
40,0.2392709982877861,0.5430837556178149
41,0.2544712742383836,0.4043274920765329
42,0.49023262143990154,0.47637152230905133
43,0.1920559860976741,0.5500047650055964
44,0.13854771305149788,0.4280490060729393
46,0.16731439359528333,0.46502632507298347
47,0.22383670527087657,0.4458695025344641
48,0.21583551302120066,0.525250455630797
49,0.14178149840796922,0.4537544967303833
50,0.1228256486074923,0.478997351098869
51,0.27857632437282137,0.5360771100843922
53,0.13207126118329524,0.555748051150502
54,0.3957345998554732,0.5079676737229024
55,0.3905251561432624,0.3535370460259913
56,0.32500626168502605,0.5262776536564217
57,0.2289156262461847,0.4105236610394058
58,0.09279852453873061,0.5594715979074038
59,0.11179995556252849,0.43063535173963896
60,-0.4845687540342423,0.3694305113495487
61,-0.6171387759476945,0.03363449278261043
62,-0.6805435155206399,0.07682665813971944
63,-0.8475096193522089,0.15997589491874462
64,-0.469661666190575,0.23520228833650245
65,-0.3951513306711614,0.23867537869485037
66,-0.45704520151225836,0.19121024618616672
68,-0.5150575675713044,0.4665394202427823
