"","Discrimination D1","Discrimination D2","Difficulty"
"Vote 1",-0.647063192237011,0.0214775731278235,-0.0607947279027371
"Vote 2",-1.27642263627251,-0.431379481523143,1.05179730522603
"Vote 3",-0.982543794485817,-0.73129956514469,1.41484281115247
"Vote 4",1.77488695597771,0.0902122172443573,-0.88427230910904
"Vote 5",1.03527101933058,0.580577000415294,-0.732161431821431
"Vote 6",-2.84634379777795,-2.49187079817353,4.21179701730644
"Vote 7",1.87454001886797,-0.364799744218922,-0.652039931302756
"Vote 8",-1.03919168163252,1.01316248670868,-0.0374022618596381
"Vote 9",2.28757146136624,0.17716926785774,-1.97047106049659
"Vote 10",2.40184162481002,0.146898922200985,-1.11482568808479
"Vote 11",-1.02515482548205,0.925457627152678,-0.300787720965365
"Vote 12",-2.08719953525767,-0.231196138271715,1.44304796666958
"Vote 13",2.26456326773553,-0.55962442088188,-0.548057915877043
"Vote 14",-1.0909311456708,0.875502452509765,0.468958341944304
"Vote 15",0.339184739043245,0.347183976857984,-0.608734793696472
"Vote 16",0.0351399058105937,0.018254981116634,-0.207552975208038
"Vote 17",1.76938938286909,-0.912002935300713,-0.108369400077522
"Vote 18",-0.368451128123402,-0.0920896994300728,-0.300871167962572
"Vote 19",1.60676240141447,-0.19447648910801,-1.36078230746455
"Vote 20",0.198700111929827,-0.130566241275208,1.5231384181552
"Vote 21",1.01314971477919,0.147297993723765,-1.15968671365612
"Vote 22",0.825926563799409,0.0566051855671978,-0.529276309603542
"Vote 23",2.17775170386627,0.491935348619782,-0.57524579917801
"Vote 24",-2.55297818604496,-1.83869176210799,2.93345173339695
"Vote 25",2.30621953537722,0.0475690350150365,-0.490346164421682
"Vote 26",-2.34002673165302,-0.746610070640734,1.71205231737348
"Vote 27",-1.77984462786765,-0.858801278695136,1.85574908394723
"Vote 28",1.05605294722608,0.627232720360761,-1.63842684211236
"Vote 29",0.161221431424178,0.716426278308028,-0.0326800623616134
"Vote 30",2.23224558984656,-0.491841530211457,-1.55423734918553
"Vote 31",0.327208041512516,0.204516565269261,-0.487059248857267
"Vote 32",-1.39170959295306,0.0709661885911693,0.930165022150283
"Vote 33",-0.678247940349805,0.172031532869921,0.777402747778972
"Vote 34",0.576435869926941,0.435532191044889,-0.913356148969413
"Vote 35",1.58459298089917,-0.714198333977072,-0.103021113948688
"Vote 36",-0.960235110327794,0.639599550493037,-0.597259734973352
"Vote 37",2.08562648844609,-0.891583797667151,0.132943341267195
"Vote 38",0.998798832598977,-1.2752345218406,-0.686754197572926
"Vote 39",-0.956306765287187,0.844639954241234,0.192551996035839
"Vote 40",1.39964882308587,-1.12517641662578,-0.35411720990701
"Vote 41",1.12517264389792,-1.13560654745055,-1.04567891610986
"Vote 42",-0.521799620174803,0.782171768270236,-0.65054510649431
"Vote 43",1.05157647666133,-0.885221432962802,-0.55484948516258
"Vote 44",2.92515855013313,0.506865415589431,-2.45881157052104
"Vote 45",2.48330802361064,0.915481689622286,-1.95946981622161
"Vote 46",2.4429891560357,-0.284758105319915,-2.82533317775043
"Vote 47",-1.72124926595305,-0.126946997157915,0.699995700385825
"Vote 48",1.05831499577188,0.445169457544848,-0.172089950482838
"Vote 49",-1.05094978747468,-0.47659976518058,0.949022038034017
"Vote 50",0.823028829203132,-0.444029778810371,-1.15284360548023
"Vote 51",1.60106786910894,0.262171155831724,-1.06889177336737
"Vote 52",1.41476724583913,0.170959821642725,-0.805936120111714
"Vote 53",1.58210920875588,0.106775061708677,-1.22793131215237
"Vote 54",2.7711361843817,-0.104473438807979,-1.8719061921438
"Vote 55",0.101526014708453,0.372347627829923,-0.208925554276105
"Vote 56",1.61404416684594,0.539968855540086,0.0615881548217762
"Vote 57",1.3940029565484,0.328988852618558,-0.47001221073201
"Vote 58",2.27652126660823,-0.199705407701922,-0.752523551286378
"Vote 59",-1.85950359234935,0.21918327208782,-0.300686918087714
"Vote 60",-0.936749251669869,0.0113137949847933,-0.881708161254584
"Vote 61",-1.72648620137787,1.164362268639,-0.282591153554421
"Vote 62",-0.439902110754605,0.902748046251525,-0.775664279175936
"Vote 63",1.92932632627605,-0.0380387845473207,-1.20257914172649
"Vote 64",1.07210546865777,0.226296994087831,1.1325035430157
"Vote 65",-0.759686186661532,0.820910727278076,-0.75294055709479
"Vote 66",2.8276417807103,-0.61328679860632,-1.53598800831888
"Vote 67",1.29722269554589,0.515893877904373,-1.34621972930563
"Vote 68",1.87993758565174,-0.137214306431559,0.0929023450428971
"Vote 69",-1.70786171318395,-0.388723151423784,1.57204804450205
"Vote 70",-0.720269483912731,-0.441546505392122,0.554024811841573
"Vote 71",0.817074756069057,0.157578768010686,-1.07019667659251
"Vote 72",1.89904166699237,-0.724876019431523,0.492922843169125
"Vote 73",-1.46801792294544,-0.310578568000994,1.48788736480915
"Vote 74",1.08784077402873,-0.269018560131519,-0.613195926004667
"Vote 75",-0.256946962720361,-0.705391862268867,1.10406443492406
