"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1","Grüne",21,4,3,9,0.644637227058411,0.810810810810811,0.120050206780434,-0.367110908031464,0,0,0
"Legislator 2","FDP",15,2,4,16,0.662265181541443,0.837837837837838,-0.252511322498322,0.555982351303101,0,0,0
"Legislator 3","FDP",16,3,7,11,0.603767454624176,0.72972972972973,-0.168918803334236,-0.327680349349976,0,0,0
"Legislator 4","Grüne",22,1,1,13,0.819700598716736,0.945945945945946,0.453092664480209,-0.296766877174377,0,0,0
"Legislator 5","glp",19,6,3,9,0.644343793392181,0.756756756756757,-0.0329502858221531,-0.0742674022912979,0,0,0
"Legislator 6","CVP",14,5,2,16,0.615044474601746,0.810810810810811,-0.162187233567238,-0.274055600166321,0,0,0
"Legislator 7","FDP",15,4,10,8,0.529865860939026,0.621621621621622,-0.234321296215057,-0.281813830137253,0,0,0
"Legislator 8","Grüne",19,2,7,9,0.593908846378326,0.756756756756757,0.0847269371151924,-0.465711325407028,0,0,0
"Legislator 9","Grüne",18,1,0,18,0.832503378391266,0.972972972972973,0.251294255256653,-0.63674122095108,0,0,0
"Legislator 10","Grüne",23,1,0,13,0.926788866519928,0.972972972972973,0.490335762500763,0.311953574419022,0,0,0
"Legislator 11","CVP",20,4,2,11,0.687133491039276,0.837837837837838,0.0572194345295429,0.243515074253082,0,0,0
"Legislator 12","FDP",16,4,4,13,0.622794151306152,0.783783783783784,-0.192160382866859,0.0205296501517296,0,0,0
"Legislator 13","glp",19,1,1,16,0.790826976299286,0.945945945945946,-0.0400055274367332,0.838208496570587,0,0,0
"Legislator 14","CVP",12,7,9,9,0.520426273345947,0.567567567567568,-0.158958926796913,-0.637745320796967,0,0,0
"Legislator 15","CVP",19,6,0,12,0.668209731578827,0.837837837837838,-0.072678916156292,0.314566612243652,0,0,0
"Legislator 16","CVP",17,8,3,9,0.5723876953125,0.702702702702703,-0.107289046049118,0.0699687600135803,0,0,0
"Legislator 17","CVP",24,0,4,9,0.744662284851074,0.891891891891892,0.143968001008034,0.3175108730793,0,0,0
"Legislator 18","BDP",18,2,6,11,0.668486773967743,0.783783783783784,-0.132966369390488,0.219702035188675,0,0,0
"Legislator 19","glp",23,3,0,11,0.741283476352692,0.918918918918919,-0.0529731772840023,0.760224223136902,0,0,0
"Legislator 20","FDP",14,6,1,16,0.676531732082367,0.810810810810811,-0.285766690969467,0.958299279212952,0,0,0
"Legislator 21","glp",16,1,3,17,0.772682249546051,0.891891891891892,-0.175252214074135,0.984523594379425,0,0,0
"Legislator 22","SP",24,1,0,12,0.909690260887146,0.972972972972973,0.847117960453033,-0.419144809246063,0,0,0
"Legislator 23","CVP",16,3,1,17,0.676499605178833,0.891891891891892,-0.161535918712616,-0.656863212585449,0,0,0
"Legislator 24","FDP",11,5,13,8,0.461633414030075,0.513513513513513,-0.212491080164909,-0.544784545898438,0,0,0
"Legislator 25","Grüne",19,3,2,13,0.758616983890533,0.864864864864865,0.155137360095978,-0.783786475658417,0,0,0
"Legislator 26","Grüne",26,1,0,10,0.931734681129456,0.972972972972973,0.753268957138062,-0.0527182407677174,0,0,0
"Legislator 27","CVP",20,4,2,11,0.728897988796234,0.837837837837838,-0.00870740879327059,-0.0964581966400146,0,0,0
"Legislator 28","BDP",18,8,6,5,0.526922166347504,0.621621621621622,-0.0948451384902,-0.0291673187166452,0,0,0
"Legislator 29","SP",21,1,1,14,0.884597718715668,0.945945945945946,0.429759383201599,-0.623287737369537,0,0,0
"Legislator 30","BDP",16,4,5,12,0.585216879844666,0.756756756756757,-0.166059955954552,-0.0896181538701057,0,0,0
"Legislator 31","SP",27,1,0,9,0.920271933078766,0.972972972972973,0.804194688796997,0.0145631488412619,0,0,0
"Legislator 32","SVP",12,0,2,23,0.875396192073822,0.945945945945946,-0.913047075271606,-0.326452165842056,0,0,0
"Legislator 33","SP",26,0,1,10,0.919774413108826,0.972972972972973,0.83789199590683,0.331639379262924,0,0,0
"Legislator 34","SVP",17,3,4,13,0.697404563426971,0.810810810810811,-0.526073217391968,0.109626024961472,0,0,0
"Legislator 35","CVP",9,2,2,24,0.708473682403564,0.891891891891892,-0.391587108373642,0.397926717996597,0,0,0
"Legislator 36","Grüne",20,1,0,16,0.941596865653992,0.972972972972973,0.84428083896637,-0.530799329280853,0,0,0
"Legislator 37","Grüne",25,0,0,12,0.933907687664032,1,0.670707702636719,0.180565685033798,0,0,0
"Legislator 38","glp",20,3,2,12,0.709767043590546,0.864864864864865,-0.035093642771244,0.999384045600891,0,0,0
"Legislator 39","Grüne",20,2,0,15,0.877288818359375,0.945945945945946,0.687683582305908,0.117069728672504,0,0,0
"Legislator 40","Grüne",20,1,0,16,0.919344127178192,0.972972972972973,0.591982007026672,-0.186879068613052,0,0,0
"Legislator 41","CVP",10,7,5,15,0.532961666584015,0.675675675675676,-0.202781677246094,-0.979224026203156,0,0,0
"Legislator 42","CVP",20,4,2,11,0.708503723144531,0.837837837837838,0.0248321816325188,-0.0742883682250977,0,0,0
"Legislator 43","Grüne",23,1,0,13,0.907959699630737,0.972972972972973,0.561099886894226,0.0500002428889275,0,0,0
"Legislator 44","SP",21,0,1,15,0.900963068008423,0.972972972972973,0.474103569984436,-0.295221984386444,0,0,0
"Legislator 45","glp",18,7,0,12,0.673794567584991,0.810810810810811,-0.0696398168802261,0.273536860942841,0,0,0
"Legislator 46","Grüne",16,5,5,11,0.591941595077515,0.72972972972973,-0.163822188973427,-0.287807703018188,0,0,0
