"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1","Grüne",9,0,1,5,0.849906861782074,0.933333333333333,0.173633083701134,0.825180768966675,0,0,0
"Legislator 2","FDP",3,1,2,9,0.597011566162109,0.8,-0.0109767001122236,0.682398319244385,0,0,0
"Legislator 3","FDP",7,1,0,7,0.785632491111755,0.933333333333333,0.00333752948790789,0.834652841091156,0,0,0
"Legislator 4","Grüne",9,0,0,6,0.951185345649719,1,0.561783850193024,0.232586845755577,0,0,0
"Legislator 5","glp",7,1,3,4,0.621338486671448,0.733333333333333,0.079955518245697,0.14494714140892,0,0,0
"Legislator 6","CVP",7,2,0,6,0.672399818897247,0.866666666666667,0.0311860404908657,0.263559371232986,0,0,0
"Legislator 7","FDP",5,2,4,4,0.517109155654907,0.6,0.0066277920268476,-0.742437899112701,0,0,0
"Legislator 8","Grüne",4,2,4,5,0.582530796527863,0.6,0.0574735701084137,-0.356767982244492,0,0,0
"Legislator 9","Grüne",8,1,1,5,0.757412135601044,0.866666666666667,0.119548812508583,-0.303477048873901,0,0,0
"Legislator 10","Grüne",8,2,0,5,0.811201214790344,0.866666666666667,0.394863992929459,0.0163944978266954,0,0,0
"Legislator 11","CVP",4,4,0,7,0.553688585758209,0.733333333333333,0.0778558328747749,0.294543921947479,0,0,0
"Legislator 12","FDP",9,2,1,3,0.691470205783844,0.8,-0.00698951398953795,0.238281443715096,0,0,0
"Legislator 13","glp",8,0,0,7,0.859311819076538,1,0.0693486481904984,0.997592449188232,0,0,0
"Legislator 14","CVP",3,3,4,5,0.499378651380539,0.533333333333333,-0.00955573562532663,-0.911450088024139,0,0,0
"Legislator 15","CVP",8,1,0,6,0.75682520866394,0.933333333333333,0.0355789363384247,0.526832520961761,0,0,0
"Legislator 16","CVP",9,1,0,5,0.673492014408112,0.933333333333333,0.137019500136375,-0.97722327709198,0,0,0
"Legislator 17","CVP",12,1,0,2,0.792234420776367,0.933333333333333,0.152383401989937,-0.348792940378189,0,0,0
"Legislator 18","BDP",8,2,1,4,0.712854504585266,0.8,0.126857399940491,0.176314622163773,0,0,0
"Legislator 19","glp",12,1,0,2,0.741934359073639,0.933333333333333,0.151674181222916,0.988430500030518,0,0,0
"Legislator 20","FDP",4,2,0,9,0.781453490257263,0.866666666666667,-0.0492218397557735,0.998787879943848,0,0,0
"Legislator 21","glp",9,0,1,5,0.857697248458862,0.933333333333333,0.117407843470573,0.993083715438843,0,0,0
"Legislator 22","SP",9,0,0,6,0.992695569992065,1,0.515059113502502,-0.803843975067139,0,0,0
"Legislator 23","CVP",6,2,0,7,0.658883631229401,0.866666666666667,0.0538358874619007,-0.37456476688385,0,0,0
"Legislator 24","FDP",6,0,3,6,0.621764600276947,0.8,-0.0562024861574173,-0.554704248905182,0,0,0
"Legislator 25","Grüne",9,4,0,2,0.620542585849762,0.733333333333333,0.998862326145172,-0.0476874001324177,0,0,0
"Legislator 26","Grüne",11,0,0,4,0.876827538013458,1,0.593405425548553,-0.383424162864685,0,0,0
"Legislator 27","CVP",10,2,0,3,0.778753101825714,0.866666666666667,0.149595215916634,-0.0183963291347027,0,0,0
"Legislator 28","BDP",11,1,0,3,0.669078826904297,0.933333333333333,0.0524038225412369,0.51142543554306,0,0,0
"Legislator 29","SP",9,1,1,4,0.816038966178894,0.866666666666667,0.847155928611755,-0.531344354152679,0,0,0
"Legislator 30","BDP",10,3,0,2,0.654195308685303,0.8,0.0789192095398903,0.00302725052461028,0,0,0
"Legislator 31","SP",8,0,0,7,0.971833527088165,1,0.427431732416153,0.215095102787018,0,0,0
"Legislator 32","SVP",5,0,0,10,0.886467218399048,1,-0.278692781925201,0.301112204790115,0,0,0
"Legislator 33","SP",9,0,0,6,0.984066665172577,1,0.47404482960701,-0.312493115663528,0,0,0
"Legislator 34","SVP",5,1,2,7,0.68614673614502,0.8,-0.135373309254646,-0.26304829120636,0,0,0
"Legislator 35","CVP",8,0,0,7,0.846269130706787,1,-0.121031291782856,0.802594900131226,0,0,0
"Legislator 36","Grüne",10,0,0,5,0.97303569316864,1,0.49513778090477,0.230174824595451,0,0,0
"Legislator 37","Grüne",10,0,0,5,0.956538259983063,1,0.43784973025322,0.0759875476360321,0,0,0
"Legislator 38","glp",8,2,0,5,0.727634429931641,0.866666666666667,0.0558917298913002,0.998436808586121,0,0,0
"Legislator 39","Grüne",12,0,0,3,0.950981259346008,1,0.416068196296692,0.74966287612915,0,0,0
"Legislator 40","Grüne",10,1,0,4,0.86038726568222,0.933333333333333,0.407221347093582,0.0124477008357644,0,0,0
"Legislator 41","CVP",3,4,3,5,0.54913055896759,0.533333333333333,0.00911379978060722,-0.56237781047821,0,0,0
"Legislator 42","CVP",9,1,0,5,0.775660514831543,0.933333333333333,0.0947086587548256,-0.312617361545563,0,0,0
"Legislator 43","Grüne",10,0,0,5,0.921151340007782,1,0.270511358976364,0.043440155684948,0,0,0
"Legislator 44","SP",9,0,0,6,0.942804574966431,1,0.375665187835693,0.362013131380081,0,0,0
"Legislator 45","glp",7,2,1,5,0.667550444602966,0.8,0.0837757140398026,0.219669237732887,0,0,0
"Legislator 46","Grüne",7,1,3,4,0.636250138282776,0.733333333333333,0.0402470082044601,0.0626158267259598,0,0,0
"Legislator 47","SP",9,1,0,5,0.890065670013428,0.933333333333333,0.719894886016846,0.531333029270172,0,0,0
"Legislator 48","SP",10,0,0,5,0.977565586566925,1,0.494587272405624,-0.120271116495132,0,0,0
"Legislator 49","Grüne",12,0,0,3,0.977918863296509,1,0.364015638828278,0.429341673851013,0,0,0
"Legislator 50","Grüne",7,0,0,8,0.963812053203583,1,0.389177918434143,-0.723250865936279,0,0,0
"Legislator 51","CVP",8,1,2,4,0.697071254253387,0.8,-0.0101005919277668,0.999949038028717,0,0,0
"Legislator 52","CVP",7,3,0,5,0.632962584495544,0.8,0.0124908899888396,0.170613616704941,0,0,0
"Legislator 53","CVP",6,1,1,7,0.802748501300812,0.866666666666667,0.137790456414223,-0.665225148200989,0,0,0
"Legislator 54","CVP",7,3,1,4,0.630368530750275,0.733333333333333,0.106105543673038,-0.22965806722641,0,0,0
"Legislator 55","BDP",8,2,1,4,0.561672031879425,0.8,0.0292802508920431,0.53267627954483,0,0,0
"Legislator 56","SP",6,1,1,7,0.818473756313324,0.866666666666667,0.211006551980972,-0.488293170928955,0,0,0
"Legislator 57","SP",8,2,0,5,0.801152527332306,0.866666666666667,0.656942665576935,0.753940582275391,0,0,0
"Legislator 58","FDP",5,2,0,8,0.711697697639465,0.866666666666667,-0.060460776090622,0.643510818481445,0,0,0
"Legislator 59","SVP",4,1,0,10,0.880396127700806,0.933333333333333,-0.265463799238205,0.806121289730072,0,0,0
"Legislator 60","FDP",6,0,0,9,0.785655319690704,1,-0.00391247496008873,0.999992430210114,0,0,0
"Legislator 61","SP",8,1,0,6,0.765640556812286,0.933333333333333,0.263403564691544,-0.0660224482417107,0,0,0
"Legislator 62","Grüne",13,0,0,2,0.882736563682556,1,0.215946584939957,0.494063258171082,0,0,0
"Legislator 63","Grüne",9,0,1,5,0.79198807477951,0.933333333333333,0.170774191617966,-0.427381485700607,0,0,0
"Legislator 64","Grüne",8,0,1,6,0.930663704872131,0.933333333333333,0.589621722698212,-0.807679533958435,0,0,0
"Legislator 65","CVP",6,3,0,6,0.563035607337952,0.8,0.052520040422678,-0.0272723902016878,0,0,0
"Legislator 66","BDP",4,3,2,6,0.620077967643738,0.666666666666667,0.0434409379959106,-0.425381988286972,0,0,0
"Legislator 67","SP",6,1,0,8,0.800380885601044,0.933333333333333,0.840151309967041,0.497312128543854,0,0,0
"Legislator 68","SP",8,2,0,5,0.661856710910797,0.866666666666667,0.121395252645016,-0.301135927438736,0,0,0
"Legislator 69","SP",8,0,0,7,0.953953862190247,1,0.576201915740967,-0.817307412624359,0,0,0
"Legislator 70","SP",9,0,0,6,0.993615627288818,1,0.479363411664963,0.0147876236587763,0,0,0
"Legislator 71","Grüne",8,0,1,6,0.834864735603333,0.933333333333333,0.737271785736084,0.298506528139114,0,0,0
"Legislator 72","CVP",10,0,3,2,0.572281777858734,0.8,0.0775500535964966,-0.433622062206268,0,0,0
"Legislator 73","CVP",6,2,3,4,0.546338319778442,0.666666666666667,0.0762235149741173,-0.997090816497803,0,0,0
"Legislator 74","FDP",5,1,1,8,0.710621893405914,0.866666666666667,-0.00342110125347972,0.209930136799812,0,0,0
"Legislator 75","SP",6,1,2,6,0.636170148849487,0.8,0.199306383728981,-0.248418658971786,0,0,0
"Legislator 76","Grüne",12,0,0,3,0.960148990154266,1,0.422667652368546,0.393887132406235,0,0,0
"Legislator 77","FDP",8,2,1,4,0.618539035320282,0.8,0.0323727130889893,-0.00596748618409038,0,0,0
"Legislator 78","FDP",9,2,0,4,0.728331983089447,0.866666666666667,-0.0115027874708176,0.978946030139923,0,0,0
"Legislator 79","BDP",8,1,1,5,0.757071852684021,0.866666666666667,0.105456367135048,0.352890819311142,0,0,0
"Legislator 80","BDP",11,0,1,3,0.72434401512146,0.933333333333333,0.0957770869135857,0.634049236774445,0,0,0
"Legislator 81","SVP",8,3,3,1,0.506274223327637,0.6,0.00232439977116883,0.0670017525553703,0,0,0
"Legislator 82","Grüne",5,2,2,6,0.60139399766922,0.733333333333333,0.090134508907795,-0.123988382518291,0,0,0
"Legislator 83","CVP",5,1,1,8,0.670345306396484,0.866666666666667,0.0335735604166985,-0.0652242973446846,0,0,0
"Legislator 84","FDP",7,2,2,4,0.601758003234863,0.733333333333333,-0.0814653113484383,-0.996676206588745,0,0,0
"Legislator 85","glp",10,0,0,5,0.851401746273041,1,0.0899602174758911,0.995945334434509,0,0,0
"Legislator 86","SVP",8,0,1,6,0.738116562366486,0.933333333333333,-0.254492342472076,-0.416257292032242,0,0,0
"Legislator 87","BDP",10,2,3,0,0.478733330965042,0.666666666666667,0.0165417641401291,-0.038419533520937,0,0,0
"Legislator 88","Grüne",9,2,0,4,0.762580811977386,0.866666666666667,0.297352820634842,0.93253630399704,0,0,0
"Legislator 89","Grüne",9,1,1,4,0.757393300533295,0.866666666666667,0.222873538732529,-0.933140695095062,0,0,0
"Legislator 90","Grüne",7,1,0,7,0.835992097854614,0.933333333333333,0.234656855463982,-0.972078263759613,0,0,0
"Legislator 91","BDP",5,1,3,6,0.644847393035889,0.733333333333333,0.00198112335056067,-0.163664802908897,0,0,0
"Legislator 92","Grüne",10,1,0,4,0.887713968753815,0.933333333333333,0.580369234085083,-0.746212184429169,0,0,0
"Legislator 93","Grüne",10,0,0,5,0.892430782318115,1,0.294627040624619,0.0160752143710852,0,0,0
"Legislator 94","SVP",5,3,2,5,0.524147272109985,0.666666666666667,-0.0202892106026411,-0.624208748340607,0,0,0
"Legislator 95","FDP",7,1,0,7,0.765886187553406,0.933333333333333,-0.0266319923102856,0.775309562683105,0,0,0
"Legislator 96","CVP",8,2,1,4,0.645466864109039,0.8,-0.0173124801367521,-0.0261690560728312,0,0,0
"Legislator 97","BDP",9,4,0,2,0.669463157653809,0.733333333333333,0.103222668170929,-0.12749770283699,0,0,0
"Legislator 98","SP",11,0,0,4,0.9270259141922,1,0.434956759214401,0.193727523088455,0,0,0
"Legislator 99","SP",8,0,0,7,0.951242566108704,1,0.520654857158661,0.493186503648758,0,0,0
"Legislator 100","SVP",5,1,0,9,0.807807385921478,0.933333333333333,-0.696620464324951,-0.264595419168472,0,0,0
"Legislator 101","FDP",9,0,1,5,0.73723316192627,0.933333333333333,-0.0145676676183939,0.677628993988037,0,0,0
"Legislator 102","FDP",3,3,1,8,0.635209739208221,0.733333333333333,0.024842644110322,0.292504161596298,0,0,0
"Legislator 103","SVP",6,2,0,7,0.834163427352905,0.866666666666667,-0.780937135219574,0.16647806763649,0,0,0
"Legislator 104","FDP",6,1,3,5,0.606809556484222,0.733333333333333,0.123363688588142,-0.807581782341003,0,0,0
"Legislator 105","FDP",5,1,2,7,0.64514023065567,0.8,0.0141638107597828,-0.44934943318367,0,0,0
"Legislator 106","FDP",5,1,1,8,0.770955979824066,0.866666666666667,-0.0910363867878914,0.584032654762268,0,0,0
"Legislator 107","glp",8,2,1,4,0.613557040691376,0.8,0.0630079805850983,0.806395471096039,0,0,0
"Legislator 108","SVP",2,4,4,5,0.38985800743103,0.466666666666667,-0.00685232738032937,-0.563927471637726,0,0,0
"Legislator 109","SVP",4,3,1,7,0.633689641952515,0.733333333333333,0.0213873665779829,-0.902545511722565,0,0,0
"Legislator 110","SVP",5,1,3,6,0.541331112384796,0.733333333333333,0.0604480691254139,-0.853837668895721,0,0,0
"Legislator 111","glp",10,1,1,3,0.678910672664642,0.866666666666667,0.0895307809114456,0.0808413997292519,0,0,0
"Legislator 112","glp",11,0,0,4,0.742207407951355,1,0.0787284895777702,0.368488162755966,0,0,0
"Legislator 113","Grüne",4,1,0,10,0.852075695991516,0.933333333333333,0.494218111038208,-0.264132052659988,0,0,0
"Legislator 114","Grüne",9,1,0,5,0.848857402801514,0.933333333333333,0.224851369857788,0.400062322616577,0,0,0
"Legislator 115","CVP",9,1,1,4,0.666893243789673,0.866666666666667,0.0210844241082668,-0.163138955831528,0,0,0
"Legislator 116","Grüne",8,0,1,6,0.888172745704651,0.933333333333333,0.708485245704651,-0.272732585668564,0,0,0
"Legislator 117","FDP",8,0,1,6,0.730106174945831,0.933333333333333,-0.0452768430113792,0.998974502086639,0,0,0
"Legislator 118","FDP",10,1,0,4,0.823409140110016,0.933333333333333,0.121188774704933,0.304351419210434,0,0,0
"Legislator 119","FDP",7,1,1,6,0.762315988540649,0.866666666666667,-0.114034704864025,0.993476748466492,0,0,0
"Legislator 120","CVP",11,2,1,1,0.73486328125,0.8,0.115005291998386,-0.155779153108597,0,0,0
"Legislator 121","CVP",5,2,0,8,0.699601233005524,0.866666666666667,-0.0192665439099073,0.0477509386837482,0,0,0
"Legislator 122","glp",12,0,0,3,0.86865907907486,1,0.134733602404594,0.868196606636047,0,0,0
"Legislator 123","SP",11,0,0,4,0.899938404560089,1,0.289152413606644,0.398933410644531,0,0,0
"Legislator 124","SP",8,0,0,7,0.946030020713806,1,0.501975059509277,-0.214843392372131,0,0,0
"Legislator 125","SP",9,0,1,5,0.880424678325653,0.933333333333333,0.697890341281891,-0.301196277141571,0,0,0
"Legislator 126","SP",10,0,0,5,0.937240123748779,1,0.622320055961609,-0.584408819675446,0,0,0
"Legislator 127","FDP",7,2,0,6,0.73530900478363,0.866666666666667,-0.132111012935638,0.174034267663956,0,0,0
"Legislator 128","CVP",5,2,1,7,0.664121985435486,0.8,0.0547721982002258,-0.518191635608673,0,0,0
"Legislator 129","CVP",5,4,0,6,0.596326172351837,0.733333333333333,0.031270083039999,0.20986008644104,0,0,0
"Legislator 130","FDP",6,0,2,7,0.628443896770477,0.866666666666667,0.00827149767428637,0.999965786933899,0,0,0
"Legislator 131","SP",9,0,0,6,0.92852908372879,1,0.210775956511497,0.170001104474068,0,0,0
"Legislator 132","FDP",10,0,2,3,0.697901904582977,0.866666666666667,0.059413131326437,-0.243878662586212,0,0,0
"Legislator 133","Grüne",11,1,0,3,0.822003602981567,0.933333333333333,0.203087776899338,0.0376049093902111,0,0,0
"Legislator 134","Grüne",8,0,2,5,0.804430246353149,0.866666666666667,0.434505194425583,0.139235958456993,0,0,0
"Legislator 135","Grüne",8,0,0,7,0.983403980731964,1,0.504063487052917,-0.0217156726866961,0,0,0
"Legislator 136","Grüne",9,1,0,5,0.906449556350708,0.933333333333333,0.516883432865143,0.586348831653595,0,0,0
"Legislator 137","Grüne",8,2,1,4,0.727481186389923,0.8,0.314137816429138,-0.949377417564392,0,0,0
"Legislator 138","CVP",3,2,3,7,0.633404076099396,0.666666666666667,0.0263142008334398,-0.283754467964172,0,0,0
"Legislator 139","BDP",8,3,0,4,0.686620652675629,0.8,0.00364305824041367,0.417129278182983,0,0,0
"Legislator 140","BDP",9,1,0,5,0.76650869846344,0.933333333333333,0.118132621049881,0.0763082131743431,0,0,0
"Legislator 141","SP",8,0,1,6,0.837895154953003,0.933333333333333,0.264500588178635,-0.777266085147858,0,0,0
"Legislator 142","SP",8,1,0,6,0.919849991798401,0.933333333333333,0.423005878925323,0.312944263219833,0,0,0
"Legislator 143","FDP",6,2,1,6,0.651922047138214,0.8,0.0848918855190277,-0.158549383282661,0,0,0
"Legislator 144","Grüne",11,2,0,2,0.778632998466492,0.866666666666667,0.142590701580048,-0.300453722476959,0,0,0
"Legislator 145","glp",10,3,0,2,0.692439913749695,0.8,0.129212006926537,0.0239612888544798,0,0,0
"Legislator 146","SP",7,0,2,6,0.697808086872101,0.866666666666667,0.246533751487732,-0.356696635484695,0,0,0
"Legislator 147","FDP",5,2,1,7,0.739464223384857,0.8,0.0272089596837759,0.999629855155945,0,0,0
"Legislator 148","SVP",5,3,1,6,0.603082537651062,0.733333333333333,0.0598420612514019,-0.529777109622955,0,0,0
"Legislator 149","CVP",4,2,1,8,0.605040848255157,0.8,0.0165343061089516,-0.362694084644318,0,0,0
"Legislator 150","glp",12,0,0,3,0.791100740432739,1,0.0420894436538219,0.793748676776886,0,0,0
"Legislator 151","Grüne",9,0,0,6,0.944515645503998,1,0.221771031618118,-0.736351549625397,0,0,0
"Legislator 152","Grüne",8,0,0,7,0.958822190761566,1,0.56250387430191,-0.188257098197937,0,0,0
"Legislator 153","SVP",6,3,0,6,0.685602903366089,0.8,-0.101963818073273,-0.0780412629246712,0,0,0
"Legislator 154","glp",7,0,0,8,0.88848090171814,1,-0.0770027413964272,0.997030794620514,0,0,0
"Legislator 155","Grüne",10,2,0,3,0.865945518016815,0.866666666666667,0.250257045030594,0.12831749022007,0,0,0
"Legislator 156","CVP",6,2,0,7,0.689994096755981,0.866666666666667,0.214903399348259,-0.886487543582916,0,0,0
"Legislator 157","CVP",5,1,0,9,0.762112975120544,0.933333333333333,-0.020786514505744,-0.12352105230093,0,0,0
"Legislator 158","CVP",7,2,1,5,0.660802602767944,0.8,0.02873669937253,-0.365855276584625,0,0,0
"Legislator 159","BDP",8,2,2,3,0.634931683540344,0.733333333333333,0.0166415367275476,0.0213974788784981,0,0,0
"Legislator 160","SP",14,0,0,1,0.92106568813324,1,0.294042646884918,0.53194659948349,0,0,0
"Legislator 161","SP",12,0,0,3,0.974439382553101,1,0.324354201555252,0.143188193440437,0,0,0
"Legislator 162","SVP",4,5,1,5,0.572552442550659,0.6,-0.0521964207291603,-0.998636841773987,0,0,0
"Legislator 163","CVP",7,2,0,6,0.626476049423218,0.866666666666667,0.0701969042420387,-0.264866799116135,0,0,0
