"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1","Grüne",16,4,4,6,0.574190139770508,0.733333333333333,0.136390268802643,0.0689816772937775,0,0,0
"Legislator 2","FDP",11,4,3,12,0.591220617294312,0.766666666666667,-0.0923524796962738,0.0604252517223358,0,0,0
"Legislator 3","FDP",17,5,2,6,0.618247330188751,0.766666666666667,-0.0567246004939079,-0.139377623796463,0,0,0
"Legislator 4","Grüne",14,1,1,14,0.880115687847137,0.933333333333333,0.762420535087585,0.647081851959229,0,0,0
"Legislator 5","glp",14,5,3,8,0.557631850242615,0.733333333333333,0.00779705075547099,-0.20489490032196,0,0,0
"Legislator 6","CVP",18,3,1,8,0.67374837398529,0.866666666666667,0.0476446859538555,0.164994791150093,0,0,0
"Legislator 7","FDP",15,1,9,5,0.599132418632507,0.666666666666667,-0.102282956242561,-0.381795436143875,0,0,0
"Legislator 8","Grüne",14,5,6,5,0.596324861049652,0.633333333333333,0.0241096466779709,0.330966800451279,0,0,0
"Legislator 9","Grüne",17,2,1,10,0.774429798126221,0.9,0.127082198858261,0.237262964248657,0,0,0
"Legislator 10","Grüne",20,2,0,8,0.869607388973236,0.933333333333333,0.409392952919006,0.0801988989114761,0,0,0
"Legislator 11","CVP",18,6,0,6,0.660224378108978,0.8,0.119319431483746,-0.174475088715553,0,0,0
"Legislator 12","FDP",12,2,5,11,0.631526410579681,0.766666666666667,-0.159149348735809,-0.051548607647419,0,0,0
"Legislator 13","glp",19,0,2,9,0.804568111896515,0.933333333333333,0.0224349983036518,-0.808313369750977,0,0,0
"Legislator 14","CVP",12,3,4,11,0.647188782691956,0.766666666666667,-0.0932987928390503,0.299551159143448,0,0,0
"Legislator 15","CVP",14,5,2,9,0.61865109205246,0.766666666666667,-0.0143823837861419,-0.107640027999878,0,0,0
"Legislator 16","CVP",16,4,1,9,0.63199120759964,0.833333333333333,-0.0241112057119608,0.00357601745054126,0,0,0
"Legislator 17","CVP",22,0,2,6,0.742437481880188,0.933333333333333,0.139095157384872,-0.149403393268585,0,0,0
"Legislator 18","BDP",18,3,2,7,0.71295577287674,0.833333333333333,-0.021931441500783,-0.255383789539337,0,0,0
"Legislator 19","glp",20,0,1,9,0.817771255970001,0.966666666666667,0.0817873254418373,-0.51926052570343,0,0,0
"Legislator 20","FDP",7,3,4,16,0.660062789916992,0.766666666666667,-0.263100206851959,-0.964768588542938,0,0,0
"Legislator 21","glp",18,1,2,9,0.73473072052002,0.9,-0.00294402404688299,-0.999995708465576,0,0,0
"Legislator 22","SP",12,1,1,16,0.884509742259979,0.933333333333333,0.43309623003006,0.249390035867691,0,0,0
