"","correctYea","wrongYea","wrongNay","correctNay","GMP","PRE","spread1D","spread2D","midpoint1D","midpoint2D","beta","weight1D","weight2D"
"1",426,183,81,256,0.564326584339142,0.398633257403189,0.167474821209908,0.0371271632611752,0.179002538323402,-0.193023517727852,7.81387567520142,1.28240120410919,0.544214367866516
"2",138,40,109,681,0.699658870697021,0.396761133603239,0.413076907396317,0.380538314580917,-0.124830350279808,-0.0295909605920315,7.81387567520142,1.28240120410919,0.544214367866516
"3",94,27,84,732,0.738215267658234,0.376404494382022,0.332266390323639,0.682404100894928,-0.212275788187981,-0.151844203472137,7.81387567520142,1.28240120410919,0.544214367866516
"4",584,98,67,219,0.704683184623718,0.479495268138801,-0.826521158218384,-0.235596194863319,-0.044857133179903,0.0112417377531528,7.81387567520142,1.28240120410919,0.544214367866516
"5",569,112,71,216,0.67254251241684,0.442073170731707,-0.27995491027832,-0.590632259845734,-0.0801962986588478,-0.0233463924378157,7.81387567520142,1.28240120410919,0.544214367866516
"6",88,12,39,841,0.868143439292908,0.598425196850394,0.784408986568451,1.17454087734222,-0.230114936828613,-0.26810622215271,7.81387567520142,1.28240120410919,0.544214367866516
"7",493,96,79,327,0.696055293083191,0.58628841607565,-0.680647373199463,0.168589636683464,0.0119568957015872,0.287737727165222,7.81387567520142,1.28240120410919,0.544214367866516
"8",417,75,90,406,0.686114847660065,0.656964656964657,0.214176699519157,-0.929285526275635,0.118307434022427,-0.0398379787802696,7.81387567520142,1.28240120410919,0.544214367866516
"9",754,72,23,131,0.776710748672485,0.532019704433498,-0.792873084545135,-0.136256784200668,-0.154547393321991,0.0104523869231343,7.81387567520142,1.28240120410919,0.544214367866516
"10",559,74,60,269,0.726662814617157,0.60932944606414,-0.793075680732727,-0.188395321369171,-0.0399378426373005,0.21332848072052,7.81387567520142,1.28240120410919,0.544214367866516
"11",479,101,77,324,0.663094401359558,0.581176470588235,0.216417774558067,-0.668493032455444,0.201929375529289,-0.0670105367898941,7.81387567520142,1.28240120410919,0.544214367866516
"12",173,44,92,665,0.731919407844543,0.486792452830189,0.786950051784515,0.117694348096848,-0.0965142175555229,0.0763649120926857,7.81387567520142,1.28240120410919,0.544214367866516
"13",464,60,80,399,0.733943343162537,0.694989106753813,-0.793584823608398,0.400074243545532,0.0384039543569088,0.0833673551678658,7.81387567520142,1.28240120410919,0.544214367866516
"14",304,68,97,530,0.672353386878967,0.588528678304239,0.219890832901001,-0.746886372566223,0.000680084805935621,0.0428481698036194,7.81387567520142,1.28240120410919,0.544214367866516
"15",666,228,37,64,0.57665741443634,0.0924657534246575,-0.12788787484169,-0.268424719572067,-0.299795210361481,-0.07304348051548,7.81387567520142,1.28240120410919,0.544214367866516
"16",554,385,5,18,0.510327994823456,0.032258064516129,-0.038631234318018,0.0785727724432945,-0.472291260957718,0.0922756195068359,7.81387567520142,1.28240120410919,0.544214367866516
"17",386,61,95,429,0.718173205852509,0.675675675675676,-0.431893914937973,0.621127784252167,0.0937347039580345,-0.0198902580887079,7.81387567520142,1.28240120410919,0.544214367866516
"18",506,206,66,175,0.55651730298996,0.286089238845144,0.104719452559948,0.189706772565842,0.404119819402695,-0.180180117487907,7.81387567520142,1.28240120410919,0.544214367866516
"19",704,103,47,121,0.723462164402008,0.330357142857143,-1.05148255825043,0.349092066287994,-0.142421752214432,0.163276687264442,7.81387567520142,1.28240120410919,0.544214367866516
"20",4,1,69,895,0.775861501693726,0.0410958904109589,-0.265037208795547,0,0.960129022598267,0,7.81387567520142,1.28240120410919,0.544214367866516
