"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 1","Grüne",14,2,1,6,0.718256175518036,0.869565217391304,0.106255568563938,0.55867862701416,0,0,0
"Legislator 2","FDP",6,1,4,12,0.556204199790955,0.782608695652174,-0.14692547917366,0.203533843159676,0,0,0
"Legislator 3","FDP",11,4,1,7,0.643853545188904,0.782608695652174,-0.0565657392144203,0.179358825087547,0,0,0
"Legislator 4","Grüne",11,2,1,9,0.780433475971222,0.869565217391304,0.281171649694443,-0.15277387201786,0,0,0
"Legislator 5","glp",13,1,3,6,0.641914784908295,0.826086956521739,0.0605948269367218,-0.401447355747223,0,0,0
"Legislator 6","CVP",13,2,1,7,0.740100085735321,0.869565217391304,0.0186606962233782,0.030524680390954,0,0,0
"Legislator 7","FDP",9,3,6,5,0.51055383682251,0.608695652173913,-0.132779479026794,-0.247214451432228,0,0,0
"Legislator 8","Grüne",11,3,5,4,0.520284116268158,0.652173913043478,0.056466706097126,-0.450186491012573,0,0,0
"Legislator 9","Grüne",15,0,1,7,0.853930115699768,0.956521739130435,0.225587546825409,0.0714031681418419,0,0,0
"Legislator 10","Grüne",14,1,0,8,0.867735683917999,0.956521739130435,0.48879736661911,-0.0318839177489281,0,0,0
"Legislator 11","CVP",14,3,1,5,0.637048423290253,0.826086956521739,0.112805396318436,0.20321449637413,0,0,0
"Legislator 12","FDP",9,4,5,5,0.558255553245544,0.608695652173913,-0.0921736881136894,-0.091524712741375,0,0,0
"Legislator 13","glp",14,0,1,8,0.878286242485046,0.956521739130435,0.101930417120457,0.994791567325592,0,0,0
"Legislator 14","CVP",8,3,2,10,0.639849126338959,0.782608695652174,-0.0892859399318695,-0.99600613117218,0,0,0
"Legislator 15","CVP",8,4,2,9,0.554956376552582,0.739130434782609,-0.0350196994841099,-0.50648558139801,0,0,0
"Legislator 16","CVP",11,2,1,9,0.611197173595428,0.869565217391304,-0.00993351172655821,-0.0650244951248169,0,0,0
"Legislator 17","CVP",16,1,3,3,0.785937905311584,0.826086956521739,0.156805023550987,0.987629592418671,0,0,0
