,x,y
0,11.236532536863765,-20.095499405883984
1,-26.59881978765368,2.072640432483651
2,-4.816032429438543,16.425430050035416
3,20.025135080060824,2.0534961143636075
4,9.073280220517477,-11.425969990942793
6,-0.9973570752487114,-6.620897078858326
7,-12.108445912614975,-10.261933147756528
8,11.99090442812783,3.154309429026459
10,12.450827764190834,-6.547392432264013
11,29.280165532057936,-14.569571046363597
13,5.440868175867796,-19.228754475318503
14,-3.6809369990110636,-5.5165348047006475
15,-2.428066514714808,6.99245985501042
17,-4.645436371042277,-7.039513151310312
18,6.588847978456234,0.9970503655939167
19,7.277765290729172,8.902071578461118
20,0.08438668721467665,-2.1515877742842164
21,-3.11093316600887,0.706045371286691
22,-5.3665559310913125,2.5263015536888074
23,-21.529073903949445,19.257310670990787
24,-1.3889068450552706,-1.2255061876345692
25,26.052978333317895,-13.932145649045998
28,-3.5748633309802083,-13.751317171720807
29,11.81672153316159,7.567466155456217
30,9.026540178202504,-21.662411262509174
31,21.951342509608168,-5.384480569047357
32,-15.60236141747507,7.137267127977234
33,-9.970683151150315,3.756094347984329
34,26.2794144992452,-4.991001889999446
35,0.0993283924749496,11.809687311084977
36,22.076314708127125,-12.354608259546124
39,-18.42140865571145,6.924993493712775
40,30.909222431776296,-12.56328266541829
41,-16.77261153190016,5.781430577127282
42,-14.593880564271654,1.676485776656751
43,32.12284868768432,-13.698459082752017
44,34.752545839198746,-12.068184415445204
46,-1.1340220393696743,-1.0452368950640756
47,22.718800303828502,-13.183454462917277
48,15.10208279664565,1.9685458813702184
49,6.102678335687634,-23.038774378927897
50,5.0037323305677,1.6674481935185304
51,19.588463863089363,-24.442684355473908
53,13.960310407414168,-5.542910610131163
54,-3.4208824880253217,-2.075543535121236
55,17.828621201093515,-1.9461053782122903
56,23.28323259653506,-1.440818041763197
57,22.004333234612073,-14.938209027573244
58,17.139567412906562,-5.512095778055592
59,19.505173270727663,-16.688738014905567
60,-15.52213784059778,-12.379936735263191
61,-11.246851033841578,-3.9613078822824312
62,-11.162975867933715,-7.6758498181380705
63,26.497556612030355,5.287689928827239
64,2.8180870306331376,-1.300064946608595
65,21.46041831109503,2.5375393123527465
66,26.19025741854663,-2.2390776333476126
